,IT0003497168,FR0000121147,FR0000184798,FR0010411983,FR0000054470,FR0000121964,FR0010386334,FR0011950732,NL0014559478,FR0000051732,FR0013227113,FR0000130809,FR0000051807,FR0010220475,FR0000130395,FR0000044448,FR0013326246,FR0014008VX5,FR0010112524,FR0000131757,FR0013269123,FR0000121121,FR001400J770,FR0010282822,FR0011675362,FR0004056851,FR001400NLM4,FR0010908533,FR001400PVN6,FR0013154002,FR0013176526,FR0012127173,FR0012435121,FR0000035081,FR0010221234,FR0000035164,DE000KGX8881,DE000A0D6554,DE0006062144,DE000A0TGJ55,DE000PSM7770,DE000FTG1111,DE0006766504,DE0005493365,DE000KC01000,DE0005470405,DE000ZAL1111,DE000ENER6Y0,DE000A161408,DE000A0LD6E6,DE0007030009,DE0005664809,DE000LEG1110,DE0007500001,DE0008303504,DE000KSAG888,DE000A2E4K43,DE000A0WMPJ6,DE000WAF3001,DE000WCH8881,DE000A1ML7J1,DE0007664005,DE000PAH0038,DE0006095003,DE0007664039,DE000TUAG505,DE0005140008,DE000A1PHFF7,DE000A0JL9W6,DE0006599905,DE000A0D9PT0,DE0007165607,DE0006969603,DE000BASF111,DE000BAY0017,DE0005313704,DE000HAG0005,DE0006231004,DE0008232125,DE000A0DJ6J9,DE0007231326,DE0005773303,DE0006202005,DE000A161N30,DE0005089031,DE000A288904,DE0007461006,DE000NCA0001,SE0023615638,DE0006305006,DE000A1TNV91,NL0015000DX5,DE000A2NB601,DE000SHA0019,Total
2024-10-31,0.0,0.0,0.0,1.6,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.15,0.0,1.19,1.3,0.54,0.0,0.0,1.22,0.7,0.0,1.0,1.01,0.83,2.09,0.49,1.54,0.0,0.8,0.0,0.0,0.0,0.0,0.47,0.0,0.42,0.59,0.0,2.21,0.0,0.0,1.76,0.0,0.0,0.0,2.29,0.0,2.13,0.0,1.58,0.0,2.18,1.38,2.36,0.47,1.2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.85,0.45,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.09000000000001
2024-10-30,0.0,0.0,0.0,1.6,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.15,0.0,1.19,1.24,0.54,0.0,0.0,1.22,0.7,0.0,1.0,1.01,0.83,2.09,0.49,1.54,0.0,0.8,0.0,0.0,0.0,0.0,0.47,0.0,0.42,0.59,0.0,2.21,0.0,0.0,1.88,0.0,0.0,0.0,2.29,0.0,2.07,0.0,1.58,0.0,2.18,1.38,2.16,0.47,1.19,0.0,0.0,0.0,0.0,0.0,0.29,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.85,0.45,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.88
2024-10-29,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.19,1.24,0.0,0.0,0.0,1.22,0.7,0.0,0.98,1.01,0.76,2.09,0.49,1.54,0.0,0.8,0.0,0.0,0.0,0.0,0.47,0.0,0.42,0.59,0.0,2.21,0.0,0.0,1.98,0.0,0.0,0.0,2.32,0.0,2.07,0.0,1.58,0.0,2.18,1.4,2.16,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.92,0.45,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53000000000001
2024-10-28,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.96,0.0,1.19,1.24,0.0,0.0,0.0,1.1,0.7,0.0,0.98,1.01,0.76,2.09,0.5,1.34,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.42,0.59,0.0,2.21,0.0,0.0,1.98,0.0,0.0,0.0,2.32,0.0,1.92,0.0,1.58,0.0,2.18,1.4,2.21,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.45,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.09
2024-10-27,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.96,0.0,1.2,1.24,0.0,0.0,0.0,1.1,0.7,0.0,1.0,1.01,0.76,2.09,0.5,1.24,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.42,0.59,0.0,2.1,0.0,0.0,1.98,0.0,0.0,0.0,2.32,0.0,1.92,0.0,1.58,0.0,2.18,1.4,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.45,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79
2024-10-26,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.96,0.0,1.2,1.24,0.0,0.0,0.0,1.1,0.7,0.0,1.0,1.01,0.76,2.09,0.5,1.24,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.42,0.59,0.0,2.1,0.0,0.0,1.98,0.0,0.0,0.0,2.32,0.0,1.92,0.0,1.58,0.0,2.18,1.4,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.45,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79
2024-10-25,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.96,0.0,1.2,1.24,0.0,0.0,0.0,1.1,0.7,0.0,1.0,1.01,0.76,2.09,0.5,1.24,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.42,0.59,0.0,2.1,0.0,0.0,1.98,0.0,0.0,0.0,2.32,0.0,1.92,0.0,1.58,0.0,2.18,1.4,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.45,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79
2024-10-24,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.96,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,1.0,1.01,0.68,2.09,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.29,0.0,1.92,0.0,1.62,0.0,2.18,1.4,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.57,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.660000000000004
2024-10-23,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.08,0.7,0.0,1.0,1.01,0.58,2.09,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.29,0.0,1.92,0.0,1.71,0.0,2.18,1.4,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.57,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72
2024-10-22,0.0,0.0,0.0,1.51,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.08,0.7,0.0,1.0,1.01,0.58,2.09,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.66,0.0,2.18,1.33,2.19,0.59,1.19,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.89,0.68,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64
2024-10-21,0.0,0.0,0.0,1.51,2.09,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,0.99,1.01,0.58,2.09,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.66,0.0,2.18,1.33,2.19,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.68,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.720000000000006
2024-10-20,0.0,0.0,0.0,1.41,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,0.99,1.01,0.58,2.11,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.72,0.0,2.18,1.33,2.19,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.68,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71
2024-10-19,0.0,0.0,0.0,1.41,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,0.99,1.01,0.58,2.11,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.72,0.0,2.18,1.33,2.19,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.68,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71
2024-10-18,0.0,0.0,0.0,1.41,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,0.99,1.01,0.58,2.11,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.72,0.0,2.18,1.33,2.19,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.68,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71
2024-10-17,0.0,0.0,0.0,1.41,2.07,0.0,0.0,0.0,0.89,0.0,1.39,0.0,0.0,0.0,0.0,1.03,0.0,1.2,1.3,0.0,0.0,0.0,1.08,0.7,0.0,1.0,1.01,0.66,2.09,0.5,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.1,0.0,0.0,2.02,0.0,0.0,0.0,2.3,0.0,2.04,0.0,1.99,0.0,2.18,1.33,2.19,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.49,0.0,2.19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.75,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.050000000000004
2024-10-16,0.0,0.0,0.0,1.41,2.1,0.0,0.0,0.0,0.89,0.0,1.41,0.0,0.0,0.0,0.0,0.98,0.0,1.2,1.3,0.0,0.0,0.0,1.08,0.7,0.0,1.0,1.01,0.66,2.1,0.5,1.09,0.0,0.8,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.3,0.0,2.14,0.0,1.99,0.0,2.18,1.33,2.27,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.75,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.230000000000004
2024-10-15,0.0,0.0,0.0,1.32,2.06,0.0,0.0,0.0,0.97,0.0,1.41,0.0,0.0,0.0,0.0,0.98,0.0,1.2,1.3,0.0,0.0,0.0,1.08,0.7,0.0,0.9,1.01,0.71,2.1,0.5,1.09,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.3,0.0,2.14,0.0,1.99,0.0,2.18,1.33,2.27,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.82,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.10000000000001
2024-10-14,0.0,0.0,0.0,1.32,1.94,0.0,0.0,0.0,0.97,0.0,1.41,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.3,0.0,0.0,0.0,1.1,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.09,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.22,0.0,2.21,0.0,1.99,0.0,2.18,1.44,2.27,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.71,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.03000000000001
2024-10-13,0.0,0.0,0.0,1.25,1.94,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.23,0.0,0.0,0.0,1.1,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.22,0.0,2.15,0.0,1.99,0.0,2.18,1.51,2.3,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.71,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84
2024-10-12,0.0,0.0,0.0,1.25,1.94,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.23,0.0,0.0,0.0,1.1,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.22,0.0,2.15,0.0,1.99,0.0,2.18,1.51,2.3,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.71,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84
2024-10-11,0.0,0.0,0.0,1.25,1.94,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.23,0.0,0.0,0.0,1.1,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.22,0.0,2.15,0.0,1.99,0.0,2.18,1.51,2.3,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.71,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84
2024-10-10,0.0,0.0,0.0,1.25,1.84,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.23,0.0,0.0,0.0,1.09,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.1,0.0,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.59,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.22,0.0,2.15,0.0,2.0,0.0,2.18,1.51,2.21,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,2.21,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.71,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.480000000000004
2024-10-09,0.0,0.0,0.0,1.25,1.77,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.01,0.0,1.2,1.23,0.0,0.0,0.0,1.09,0.7,0.0,0.9,1.01,0.71,2.09,0.5,1.1,0.47,0.7,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.1,0.0,2.09,0.0,1.93,0.0,2.18,1.51,2.21,0.59,1.2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.52,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.430000000000014
2024-10-08,0.0,0.0,0.0,1.25,1.69,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,0.99,0.0,1.2,1.23,0.0,0.0,0.0,1.12,0.7,0.0,0.9,1.01,0.69,2.09,0.5,1.1,0.47,0.6,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.1,0.0,2.1,0.0,1.93,0.0,2.18,1.51,2.21,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,2.21,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.52,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.280000000000015
2024-10-07,0.0,0.0,0.0,1.25,1.49,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.23,0.0,0.0,0.0,1.08,0.7,0.0,0.9,0.9,0.71,2.09,0.5,1.1,0.47,0.6,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,2.01,0.0,0.0,1.9,0.0,0.0,0.0,2.1,0.0,2.01,0.0,1.93,0.0,2.18,1.51,2.21,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,2.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35
2024-10-06,0.0,0.0,0.0,1.18,1.2,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.14,0.0,0.0,0.0,1.15,0.7,0.0,0.9,0.9,0.71,2.09,0.5,1.1,0.55,0.56,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,1.99,0.0,0.0,1.88,0.0,0.0,0.0,2.03,0.0,2.01,0.0,1.81,0.0,2.18,1.51,2.08,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.23,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.64
2024-10-05,0.0,0.0,0.0,1.18,1.2,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.14,0.0,0.0,0.0,1.15,0.7,0.0,0.9,0.9,0.71,2.09,0.5,1.1,0.55,0.56,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,1.99,0.0,0.0,1.88,0.0,0.0,0.0,2.03,0.0,2.01,0.0,1.81,0.0,2.18,1.51,2.08,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.23,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.64
2024-10-04,0.0,0.0,0.0,1.18,1.2,0.0,0.0,0.0,0.97,0.0,1.31,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.14,0.0,0.0,0.0,1.15,0.7,0.0,0.9,0.9,0.71,2.09,0.5,1.1,0.55,0.56,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,1.99,0.0,0.0,1.88,0.0,0.0,0.0,2.03,0.0,2.01,0.0,1.81,0.0,2.18,1.51,2.08,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.23,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.64
2024-10-03,0.0,0.0,0.0,1.23,0.43,0.0,0.0,0.0,0.97,0.0,1.28,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.14,0.0,0.0,0.0,1.21,0.7,0.0,0.9,0.9,0.71,2.18,0.5,1.1,0.55,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.58,0.0,2.0,0.0,0.0,1.88,0.0,0.0,0.0,2.03,0.0,2.01,0.0,1.81,0.0,2.18,1.51,2.12,0.6,1.11,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.23,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.97,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.89999999999999
2024-10-02,0.0,0.0,0.0,1.14,0.43,0.0,0.0,0.0,0.97,0.0,1.3,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.14,0.0,0.0,0.0,1.12,0.7,0.0,0.9,0.9,0.71,2.18,0.5,1.08,0.62,0.48,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.58,0.0,1.98,0.0,0.0,1.9,0.0,0.0,0.0,2.03,0.0,1.91,0.0,1.81,0.0,2.18,1.51,2.03,0.6,1.11,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.23,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,2.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.11
2024-10-01,0.0,0.0,0.0,1.14,0.43,0.0,0.0,0.0,1.01,0.0,1.3,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.01,0.0,0.0,0.0,1.12,0.7,0.0,0.9,0.9,0.71,2.18,0.5,1.1,0.73,0.48,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.58,0.0,1.98,0.0,0.0,1.82,0.0,0.0,0.0,1.99,0.0,1.91,0.0,1.81,0.0,2.18,1.51,2.03,0.6,0.91,0.0,0.0,0.0,0.0,0.0,0.54,0.0,2.23,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,2.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.029999999999994
2024-09-30,0.0,0.0,0.0,1.14,0.5,0.0,0.0,0.0,1.01,0.0,1.3,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.01,0.0,0.0,0.0,1.12,0.7,0.0,0.9,0.9,0.71,2.18,0.5,1.1,0.73,0.48,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.58,0.0,1.98,0.0,0.0,1.82,0.0,0.0,0.0,1.74,0.0,1.85,0.0,1.79,0.0,2.18,1.51,1.97,0.6,0.91,0.0,0.0,0.0,0.0,0.0,0.64,0.0,2.23,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75
2024-09-29,0.0,0.0,0.0,1.07,0.7,0.0,0.0,0.0,1.01,0.0,1.29,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.01,0.0,0.0,0.0,1.12,0.7,0.0,0.9,0.89,0.71,2.18,0.5,1.1,0.73,0.51,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,1.98,0.0,0.0,1.82,0.0,0.0,0.0,1.53,0.0,1.91,0.0,1.79,0.0,2.18,1.41,1.97,0.6,0.88,0.0,0.0,0.0,0.0,0.0,0.71,0.0,2.17,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.81,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.48000000000002
2024-09-28,0.0,0.0,0.0,1.07,0.7,0.0,0.0,0.0,1.01,0.0,1.29,0.0,0.0,0.0,0.0,1.04,0.0,1.2,1.01,0.0,0.0,0.0,1.12,0.7,0.0,0.9,0.89,0.71,2.18,0.5,1.1,0.73,0.51,0.0,0.0,0.0,0.0,0.48,0.0,0.42,0.6,0.0,1.98,0.0,0.0,1.82,0.0,0.0,0.0,1.53,0.0,1.91,0.0,1.79,0.0,2.18,1.41,1.97,0.6,0.88,0.0,0.0,0.0,0.0,0.0,0.71,0.0,2.17,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.81,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.48000000000002
