,IT0003497168,FR0000121147,FR0000184798,FR0010411983,FR0000054470,FR0000121964,FR0010386334,FR0011950732,NL0014559478,FR0000051732,FR0013227113,FR0000130809,FR0000051807,FR0010220475,FR0000130395,FR0000044448,FR0013326246,FR0014008VX5,FR0010112524,FR0000131757,FR0013269123,FR0000121121,FR001400J770,FR0010282822,FR0011675362,FR0004056851,FR001400NLM4,FR0010908533,FR001400PVN6,FR0013154002,FR0013176526,FR0012127173,FR0012435121,FR0000035081,FR0010221234,FR0000035164,DE000KGX8881,DE000A0D6554,DE0006062144,DE000A0TGJ55,DE000PSM7770,DE000FTG1111,DE0006766504,DE0005493365,DE000KC01000,DE0005470405,DE000ZAL1111,DE000ENER6Y0,DE000A161408,DE000A0LD6E6,DE0007030009,DE0005664809,DE000LEG1110,DE0007500001,DE0008303504,DE000KSAG888,DE000A2E4K43,DE000A0WMPJ6,DE000WAF3001,DE000WCH8881,DE000A1ML7J1,DE0007664005,DE000PAH0038,DE0006095003,DE0007664039,DE000TUAG505,DE0005140008,DE000A1PHFF7,DE000A0JL9W6,DE0006599905,DE000A0D9PT0,DE0007165607,DE0006969603,DE000BASF111,DE000BAY0017,DE0005313704,DE000HAG0005,DE0006231004,DE0008232125,DE000A0DJ6J9,DE0007231326,DE0005773303,DE0006202005,DE000A161N30,DE0005089031,DE000A288904,DE0007461006,DE000NCA0001,SE0023615638,DE0006305006,DE000A1TNV91,NL0015000DX5,DE000A2NB601,DE000SHA0019,Total
2024-04-12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.58,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,1.17,1.16,0.48,1.13,0.0,0.0,1.57,0.0,0.05,0.3,0.52,0.04,0.71,0.0,0.49,0.0,2.05,1.81,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.67,0.44,0.52,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.46,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.500000000000007
2024-04-11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.58,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,1.09,0.48,1.03,0.0,0.0,1.57,0.0,0.05,0.3,0.6,0.04,0.71,0.0,0.49,0.0,2.1,1.81,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.67,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.46,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.800000000000004
2024-04-10,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.58,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.9,0.48,1.03,0.0,0.0,1.57,0.0,0.05,0.3,0.5,0.04,0.67,0.0,0.49,0.0,2.08,1.7,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.46,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.260000000000005
2024-04-09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.59,0.6,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.9,0.48,0.93,0.0,0.0,1.68,0.0,0.05,0.3,0.5,0.04,0.67,0.0,0.49,0.0,2.08,1.7,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.020000000000003
2024-04-08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.61,0.6,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.8,0.48,0.84,0.0,0.0,1.68,0.0,0.05,0.3,0.5,0.04,0.67,0.0,0.49,0.0,2.14,1.7,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.65,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.820000000000004
2024-04-07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.61,0.51,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.8,0.48,0.84,0.0,0.0,1.71,0.0,1.81,0.3,0.5,1.56,0.67,0.0,0.49,0.0,2.14,1.7,0.41,0.0,0.43,0.42,0.34,0.0,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.57,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.210000000000004
2024-04-06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.61,0.51,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.8,0.48,0.84,0.0,0.0,1.71,0.0,1.81,0.3,0.5,1.56,0.67,0.0,0.49,0.0,2.14,1.7,0.41,0.0,0.43,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.57,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.640000000000004
2024-04-05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.87,0.0,0.0,0.0,0.0,0.49,0.0,0.88,0.61,0.51,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.8,0.48,0.84,0.0,0.0,1.71,0.0,1.81,0.3,0.5,1.56,0.67,0.0,0.49,0.0,2.14,1.7,0.41,0.0,0.43,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.57,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.130000000000006
2024-04-04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.9,0.0,0.0,0.0,0.0,0.49,0.0,0.88,0.61,0.51,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.71,0.0,1.81,0.3,0.0,1.6,0.56,0.0,0.49,0.0,2.14,1.7,0.41,0.0,0.43,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.48,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.47,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58000000000001
2024-04-03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.49,0.0,0.88,0.61,0.51,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.71,0.0,1.81,0.3,0.0,1.6,0.56,0.0,0.49,0.0,2.14,1.5,0.41,0.0,0.43,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.87,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.410000000000007
2024-04-02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.57,0.0,0.88,0.61,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.58,0.0,1.73,0.3,0.0,1.59,0.56,0.0,0.49,0.0,2.14,1.5,0.54,0.0,0.43,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.42
2024-04-01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.67,0.0,1.73,0.3,0.0,1.61,0.43,0.0,0.49,0.0,2.07,1.5,0.54,0.0,0.52,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.440000000000005
2024-03-31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.67,0.0,1.73,0.3,0.0,1.61,0.43,0.0,0.49,0.0,2.07,1.5,0.54,0.0,0.52,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.440000000000005
2024-03-30,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.67,0.0,1.73,0.3,0.0,1.61,0.43,0.0,0.49,0.0,2.07,1.5,0.54,0.0,0.52,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.440000000000005
2024-03-29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.0,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.67,0.0,1.73,0.3,0.0,1.61,0.43,0.0,0.49,0.0,2.07,1.5,0.54,0.0,0.52,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.440000000000005
2024-03-28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.19,0.84,0.0,0.03,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.71,0.0,0.0,1.67,0.0,1.73,0.3,0.0,1.61,0.43,0.0,0.49,0.0,2.07,1.5,0.54,0.0,0.52,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.99,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.470000000000002
2024-03-27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.58,0.58,0.0,0.03,0.0,0.0,0.57,0.0,0.88,0.59,0.51,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.76,0.0,1.64,0.3,0.0,1.61,0.43,0.0,0.49,0.0,1.99,1.5,0.54,0.0,0.49,0.42,0.34,0.43,0.48,0.0,0.79,0.44,1.02,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4
2024-03-26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.58,0.58,0.0,0.03,0.0,0.0,0.57,0.0,0.88,0.66,0.51,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.86,0.0,1.64,0.3,0.0,1.51,0.43,0.0,0.49,0.0,1.77,1.5,0.6,0.0,0.53,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.95,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.220000000000006
2024-03-25,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.68,0.58,0.0,0.81,0.61,0.0,0.61,0.0,0.88,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.86,0.0,1.64,0.3,0.0,1.51,0.43,0.0,0.53,0.0,1.6,1.5,0.6,0.0,0.53,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.95,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.54,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.63000000000001
2024-03-24,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.84,0.58,0.0,0.81,0.61,0.0,0.61,0.0,0.88,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.86,0.0,1.58,0.3,0.0,1.43,0.43,0.0,0.44,0.0,1.42,1.45,0.6,0.0,0.53,0.42,0.34,0.43,0.48,0.0,0.79,0.44,0.95,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.400000000000006
2024-03-23,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.84,0.58,0.0,0.81,0.61,0.0,0.61,0.0,0.88,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.86,0.0,1.58,0.3,0.0,1.43,0.43,0.0,0.44,0.0,1.42,1.45,0.6,0.0,0.53,0.42,0.34,0.43,0.48,0.58,0.79,0.44,0.95,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.980000000000004
2024-03-22,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.84,0.58,0.0,0.81,0.61,0.0,0.61,0.0,0.88,0.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.72,0.46,0.69,0.79,0.48,0.62,0.0,0.0,1.86,0.0,1.58,0.3,0.0,1.43,0.43,0.0,0.44,0.0,1.42,1.45,0.6,0.0,0.53,0.42,0.34,0.43,0.48,0.58,0.79,0.44,0.95,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.980000000000004
2024-03-21,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.95,0.58,0.0,0.81,0.59,0.0,0.61,0.0,0.99,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.62,0.0,0.0,1.86,0.0,1.41,0.3,0.0,1.3,0.43,0.0,0.44,0.0,1.42,1.45,0.5,0.0,0.0,0.42,0.34,0.43,0.48,0.58,0.79,0.44,1.08,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.84
2024-03-20,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.58,0.0,0.81,0.59,0.0,0.56,0.39,0.99,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.62,0.0,0.0,1.73,0.0,1.41,0.3,0.0,1.27,0.43,0.0,0.44,0.0,1.3,1.3,0.5,0.0,0.0,0.42,0.34,0.43,0.48,0.58,0.79,0.44,1.08,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.060000000000006
2024-03-19,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.58,0.0,0.75,0.67,0.0,0.56,0.39,0.99,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.62,0.0,0.0,1.73,0.0,1.41,0.3,0.0,1.33,0.43,0.0,0.44,0.0,1.3,1.3,0.44,0.0,0.0,0.42,0.34,0.43,0.48,0.58,0.79,0.44,1.08,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94000000000001
2024-03-18,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.58,0.0,0.75,0.67,0.0,0.56,0.39,1.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.51,0.0,0.0,1.73,0.0,1.41,0.3,0.0,1.26,0.43,0.0,0.44,0.0,1.19,1.29,0.44,0.0,0.0,0.42,0.34,0.43,0.63,0.58,0.79,0.44,1.17,0.49,0.42,0.46,0.48,0.4,0.34,0.46,0.5,0.61,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.310000000000006
2024-03-17,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.58,0.0,1.17,0.67,0.0,0.56,0.79,1.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.51,0.0,0.0,1.64,0.0,1.41,0.5,0.0,1.17,0.43,0.0,0.44,0.0,1.09,1.32,0.44,0.0,0.0,0.58,0.58,0.43,0.78,0.58,0.79,0.75,1.17,0.49,0.42,0.86,0.48,0.4,0.6,0.46,0.49,0.54,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61
2024-03-16,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.58,0.0,1.17,0.67,0.0,0.56,0.79,1.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.51,0.0,0.0,1.64,0.0,1.41,0.5,0.0,1.17,0.43,0.0,0.44,0.0,1.09,1.32,0.44,0.0,0.0,0.58,0.58,0.43,0.78,0.58,0.79,0.75,1.17,0.49,0.42,0.86,0.48,0.4,0.6,0.46,0.49,0.54,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61
2024-03-15,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.58,0.0,1.17,0.67,0.0,0.56,0.79,1.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.64,0.46,0.69,0.84,0.48,0.51,0.0,0.0,1.64,0.0,1.41,0.5,0.0,1.17,0.43,0.0,0.44,0.0,1.09,1.32,0.44,0.0,0.0,0.58,0.58,0.43,0.78,0.58,0.79,0.75,1.17,0.49,0.42,0.86,0.48,0.4,0.6,0.46,0.49,0.54,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61
2024-03-14,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.63,0.0,1.03,0.67,0.0,0.66,0.79,0.72,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.74,0.46,0.69,0.84,0.48,0.51,0.0,0.0,1.64,0.0,1.36,0.04,0.0,1.09,0.43,0.0,0.44,0.0,0.0,1.4,0.44,0.0,0.0,0.58,0.58,0.43,0.78,0.58,0.79,0.81,1.17,0.49,0.58,0.86,0.57,0.4,0.56,0.46,0.5,0.54,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83999999999999
2024-03-13,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.63,0.0,0.95,0.67,0.0,0.66,0.79,0.72,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.74,0.46,0.69,0.84,0.48,0.49,0.0,0.0,1.37,0.0,1.47,0.04,0.0,1.09,0.43,0.0,0.44,0.0,0.0,1.4,0.44,0.0,0.0,0.58,0.63,0.43,0.82,0.58,0.79,0.81,1.24,0.49,0.58,0.86,0.57,0.4,0.56,0.46,0.5,0.54,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.919999999999987
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.59,0.0,0.95,0.57,0.0,0.66,0.79,0.72,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.74,0.46,0.69,0.84,0.48,0.49,0.0,0.0,1.27,0.0,1.47,0.04,0.0,1.18,0.43,0.0,0.44,0.0,0.0,1.4,0.44,0.0,0.0,0.67,0.79,0.43,0.82,0.58,0.79,0.81,1.24,0.49,0.58,0.86,0.57,0.4,0.56,0.46,0.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93999999999999
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.59,0.0,0.95,0.63,0.0,0.66,0.87,0.72,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.74,0.46,0.69,0.84,0.48,0.49,0.0,0.0,1.27,0.0,1.47,0.04,0.0,1.18,0.43,0.0,0.44,0.0,0.0,1.26,0.44,0.0,0.0,0.67,0.79,0.43,0.82,0.58,0.79,0.81,1.24,0.49,0.58,0.86,0.57,0.4,0.56,0.46,0.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93999999999999
