,IT0000066123,IT0005495657,IT0005508921,IT0005218380,IT0003497168,NL0015000LU4,IT0004176001,FR0013506730,FR0010386334,FR001400J770,FR0014008VX5,FR0000120404,FR001400PVN6,FR0000131906,FR0000121147,DE000FTG1111,DE000LEG1110,DE0006062144,DE0005470405,DE0008303504,DE000KSAG888,DE000ENER6Y0,DE000A0LD6E6,DE0007030009,DE0008232125,DE000BAY0017,DE000A1PHFF7,DE000TUAG505,DE0005664809,DE000A0D9PT0,Total
2024-10-20,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-19,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-18,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-17,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-16,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-15,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-14,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-13,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-12,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-11,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-10,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-09,0.0,0.99,1.16,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.789999999999999
2024-10-08,0.0,0.99,1.23,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.859999999999999
2024-10-07,0.0,1.07,1.23,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.9399999999999995
2024-10-06,0.0,1.07,1.23,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.9399999999999995
2024-10-05,0.0,1.07,1.23,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,5.9399999999999995
2024-10-04,0.46,1.07,1.23,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.4
2024-10-03,0.46,1.07,1.15,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.32
2024-10-02,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-10-01,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-09-30,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-09-29,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-09-28,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-09-27,0.46,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.25
2024-09-26,0.59,1.07,1.08,0.0,0.0,0.0,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.6,0.0,0.0,0.0,6.470000000000001
2024-09-25,0.59,1.07,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.0,0.0,0.0,5.989999999999999
2024-09-24,0.59,1.13,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.48,0.0,0.0,6.529999999999999
2024-09-23,0.59,1.13,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.48,0.0,0.0,6.529999999999999
2024-09-22,0.59,1.13,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.48,0.0,0.0,6.529999999999999
2024-09-21,0.59,1.13,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.48,0.0,0.0,6.529999999999999
2024-09-20,0.59,1.13,0.0,0.0,0.0,0.48,0.0,0.58,0.0,1.16,0.0,0.73,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.6,0.48,0.0,0.0,7.01
2024-09-19,0.6,1.13,0.0,0.0,0.0,0.48,0.0,0.67,0.0,1.16,0.0,0.73,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.48,0.0,0.0,7.219999999999999
2024-09-18,0.6,1.13,0.0,0.0,0.0,0.48,0.0,0.67,0.0,0.0,0.0,0.73,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.48,0.0,0.0,6.059999999999999
2024-09-17,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.48,0.0,0.0,5.039999999999999
2024-09-16,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.54,0.0,0.0,5.1
2024-09-15,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.54,0.0,0.0,5.1
2024-09-14,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.54,0.0,0.0,5.1
2024-09-13,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.6,0.54,0.0,0.0,5.1
2024-09-12,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.109999999999999
2024-09-11,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.109999999999999
2024-09-10,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.109999999999999
2024-09-09,0.6,0.0,0.0,0.0,0.0,0.53,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.109999999999999
2024-09-08,0.6,0.0,0.0,0.0,0.0,0.69,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.27
2024-09-07,0.6,0.0,0.0,0.0,0.0,0.69,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.27
2024-09-06,0.6,0.0,0.0,0.0,0.0,0.69,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.27
2024-09-05,0.6,0.0,0.0,0.0,0.0,0.69,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.27
2024-09-04,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.34
2024-09-03,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.34
2024-09-02,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.33
2024-09-01,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.34
2024-08-31,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.0,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.34
2024-08-30,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.49,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.829999999999999
2024-08-29,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.49,0.73,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.819999999999999
2024-08-28,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.49,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.289999999999999
2024-08-27,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.38
2024-08-26,0.6,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.38
2024-08-25,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.37
2024-08-24,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.37
2024-08-23,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.37
2024-08-22,0.59,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.37
2024-08-21,0.64,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.42
2024-08-20,0.64,0.0,0.0,0.0,0.0,0.76,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.42
2024-08-19,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.5
2024-08-18,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.5
2024-08-17,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.5
2024-08-16,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.5
2024-08-15,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.58,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.54,0.0,0.0,5.5
2024-08-14,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.54,0.0,0.0,5.51
2024-08-13,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.54,0.0,0.0,5.51
2024-08-12,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.41
2024-08-11,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.41
2024-08-10,0.64,0.0,0.0,0.0,0.0,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.41
2024-08-09,0.64,0.0,0.0,0.0,0.46,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.869999999999999
2024-08-08,0.64,0.0,0.0,0.0,0.46,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.869999999999999
2024-08-07,0.64,0.0,0.0,0.0,0.46,0.84,0.0,0.67,0.0,0.0,0.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,5.869999999999999
2024-08-06,0.64,0.0,0.0,0.0,0.46,0.92,0.0,0.67,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,6.05
2024-08-05,0.64,0.0,0.0,0.0,0.46,1.06,0.0,0.67,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.54,0.0,0.0,6.1899999999999995
2024-08-04,0.64,0.0,0.0,0.0,0.46,1.06,0.0,0.67,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,5.6499999999999995
2024-08-03,0.64,0.0,0.0,0.0,0.46,1.06,0.0,0.67,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,5.6499999999999995
2024-08-02,0.64,0.0,1.27,0.0,0.46,1.06,0.0,0.67,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.920000000000001
2024-08-01,0.64,0.0,1.27,0.0,0.57,1.06,0.0,0.7,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,7.06
2024-07-31,0.64,0.0,1.27,0.0,0.57,1.06,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.96
2024-07-30,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-29,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-28,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-27,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-26,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-25,0.64,0.0,1.27,0.0,0.57,0.91,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.81
2024-07-24,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,7.109999999999999
2024-07-23,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,6.999999999999999
2024-07-22,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.499999999999999
2024-07-21,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.499999999999999
2024-07-20,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.499999999999999
2024-07-19,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.499999999999999
2024-07-18,0.64,0.0,1.27,0.0,0.57,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.499999999999999
2024-07-17,0.64,0.0,1.27,0.0,0.66,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.8,0.46,0.0,0.0,0.0,0.0,7.050000000000001
2024-07-16,0.64,0.0,1.27,0.0,0.66,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.8,0.46,0.0,0.0,0.0,0.0,7.150000000000001
2024-07-15,0.64,0.0,1.27,0.0,0.77,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.8,0.46,0.0,0.0,0.0,0.0,7.26
2024-07-14,0.64,0.0,1.27,0.0,0.77,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.7,0.46,0.0,0.0,0.0,0.0,7.16
2024-07-13,0.64,1.21,1.27,0.0,0.77,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.7,0.46,0.0,0.0,0.0,0.0,8.370000000000001
2024-07-12,0.64,1.21,1.27,0.0,0.77,0.74,0.0,0.6,0.0,0.0,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.7,0.46,0.0,0.0,0.0,0.0,8.370000000000001
2024-07-11,0.64,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.7,0.46,0.0,0.0,0.0,0.0,9.65
2024-07-10,0.64,1.21,1.27,0.0,0.82,0.74,0.0,0.6,0.0,1.2,0.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.7,0.46,0.0,0.0,0.0,0.0,9.65
