,DE0006202005,DE0005785802,DE000KSAG888,DE000STRA555,DE0006062144,DE000TUAG505,DE000A12DM80,DE000EVNK013,DE000LEG1110,DE0005089031,DE0006095003,DE000A161408,DE0005470405,DE000A0DJ6J9,DE000A1TNUT7,DE0006200108,DE0005232805,DE000A0WMPJ6,DE000WCH8881,DE0007165607,DE0005313704,DE0007030009,DE000A3ENQ51,DE0006766504,DE0007314007,DE000BASF111,DE000A1PHFF7,FR001400PVN6,DE0007461006,DE0005773303,DE0005158703,DE000A1TNV91,DE0006602006,DE0008232125,DE0006969603,DE0005093108,Total
2024-11-29,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.7,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.7299999999999995
2024-11-28,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.7,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,0.82,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.58
2024-11-27,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.68,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,0.67,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.41
2024-11-26,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.7,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,0.51,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.27
2024-11-25,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.2
2024-11-24,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2024-11-23,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2024-11-22,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2024-11-21,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2024-11-20,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.21
2024-11-19,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.239999999999999
2024-11-18,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.22
2024-11-17,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.2
2024-11-16,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.669999999999999
2024-11-15,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.669999999999999
2024-11-14,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.669999999999999
2024-11-13,0.46,0.0,1.58,0.0,0.0,0.0,0.49,0.61,0.0,0.0,0.0,0.45,0.66,0.39,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.679999999999999
2024-11-12,0.46,0.0,1.47,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.77,0.39,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.6099999999999985
2024-11-11,0.46,0.0,1.34,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.77,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.46
2024-11-10,0.46,0.0,1.29,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.77,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.409999999999999
2024-11-09,0.46,0.0,1.29,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.77,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.409999999999999
2024-11-08,0.46,0.0,1.29,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.77,0.39,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.409999999999999
2024-11-07,0.58,0.0,1.3,0.0,0.0,0.0,0.49,0.54,0.0,0.0,0.0,0.45,0.84,0.55,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.849999999999999
2024-11-06,0.64,0.0,1.3,0.0,0.0,0.0,0.5,0.54,0.0,0.0,0.0,0.45,0.75,0.64,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.919999999999999
2024-11-05,0.72,0.0,1.3,0.0,0.0,0.0,0.5,0.54,0.0,0.0,0.0,0.45,0.67,0.59,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.87
2024-11-04,1.13,0.0,1.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,7.829999999999999
2024-11-03,1.13,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999
2024-11-02,1.13,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999
2024-11-01,1.13,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999
2024-10-31,1.13,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999
2024-10-30,1.13,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999
2024-10-29,1.2,0.0,1.57,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45,0.67,0.68,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.179999999999998
2024-10-28,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.45,0.76,0.74,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.099999999999998
2024-10-27,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.45,0.76,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.0,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.679999999999999
2024-10-26,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.45,0.76,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.139999999999999
2024-10-25,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.45,0.76,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.139999999999999
2024-10-24,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.45,0.76,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.479999999999999
2024-10-23,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.5,0.76,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.53
2024-10-22,1.11,0.0,1.57,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.5,0.85,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.62
2024-10-21,1.11,0.0,1.61,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.85,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.549999999999999
2024-10-20,1.11,0.0,1.7,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.94,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.73
2024-10-19,1.11,0.0,1.7,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.94,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.73
2024-10-18,1.11,0.0,1.7,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.94,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,9.15
2024-10-17,1.11,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.08,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.780000000000001
2024-10-16,1.11,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.15,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67
2024-10-15,1.11,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.26,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78
2024-10-14,1.11,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.39,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91
2024-10-13,1.08,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.39,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879999999999999
2024-10-12,1.08,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.39,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879999999999999
2024-10-11,1.08,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.39,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879999999999999
2024-10-10,1.12,0.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.46,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.990000000000002
2024-10-09,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,1.46,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77
2024-10-08,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86
2024-10-07,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78
2024-10-06,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78
2024-10-05,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78
2024-10-04,1.12,0.0,1.64,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78
2024-10-03,1.12,0.0,1.52,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66
2024-10-02,1.12,0.0,1.52,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.64,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65
2024-10-01,1.12,0.0,1.52,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
2024-09-30,1.12,0.0,1.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01
2024-09-29,1.12,0.0,1.12,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76
2024-09-28,1.12,0.0,1.12,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76
2024-09-27,1.12,0.0,1.12,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76
2024-09-26,1.12,0.0,1.12,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76
2024-09-25,1.12,0.0,1.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001
2024-09-24,1.12,0.0,1.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.54,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640000000000001
2024-09-23,1.12,0.0,1.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34
2024-09-22,1.09,0.0,0.92,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
2024-09-21,1.09,0.0,0.92,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
2024-09-20,1.09,0.0,0.92,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29
2024-09-19,1.2,0.0,0.88,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36
2024-09-18,1.2,0.0,0.96,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5200000000000005
2024-09-17,1.2,0.0,0.96,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.680000000000001
2024-09-16,1.2,0.0,0.96,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.680000000000001
2024-09-15,1.2,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81
2024-09-14,1.2,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81
2024-09-13,1.2,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.159999999999998
2024-09-12,1.2,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.159999999999998
2024-09-11,1.2,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.72,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19
2024-09-10,1.11,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.64,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02
2024-09-09,1.11,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.44,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82
2024-09-08,1.11,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.37,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
2024-09-07,1.11,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.37,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
2024-09-06,1.11,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.37,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
2024-09-05,1.09,0.0,1.09,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.27,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599999999999999
2024-09-04,1.09,0.0,1.1,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.24,1.14,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.42,0.46,0.48,0.46,0.0,0.47,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4799999999999995
