,IT0005495657,FR0010220475,FR0000121147,FR0000130395,DE000FTG1111,DE000A161408,DE000A2YN900,DE000A0D6554,DE000A0LD6E6,DE000ZAL1111,DE000TUAG505,DE0008303504,DE0005664809,DE0007500001,DE000A1PHFF7,DE0005470405,DE0005313704,DE000A0WMPJ6,Total
2024-06-22,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
2024-06-21,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
2024-06-20,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.86,0.5,0.0,0.0,0.0,0.0,3.33
2024-06-19,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.49,0.0,0.0,0.86,0.5,0.0,0.0,0.0,0.0,3.32
2024-06-18,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.86,0.5,0.0,0.0,0.0,0.0,3.42
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.86,0.5,0.0,0.0,0.0,0.0,2.91
2024-06-16,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.49,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,3.1399999999999997
2024-06-15,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.49,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,3.1399999999999997
2024-06-14,0.58,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.49,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,3.72
2024-06-13,0.58,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.49,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,3.72
2024-06-12,0.58,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.49,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,3.8000000000000003
2024-06-11,0.58,0.0,0.0,0.0,0.0,0.88,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.05
2024-06-10,0.58,0.0,0.0,0.0,0.0,0.88,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.05
2024-06-09,0.58,0.0,0.0,0.0,0.0,0.94,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.11
2024-06-08,0.58,0.0,0.0,0.0,0.0,0.94,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.11
2024-06-07,0.58,0.0,0.0,0.0,0.0,0.94,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.11
2024-06-06,0.58,0.0,0.0,0.0,0.0,1.08,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.25
2024-06-05,0.58,0.0,0.0,0.0,0.0,1.08,0.0,0.5,0.0,0.5,0.0,0.0,1.09,0.5,0.0,0.0,0.0,0.0,4.25
2024-06-04,0.58,0.0,0.0,0.0,0.0,1.19,0.0,0.5,0.0,0.5,0.0,0.0,1.1,0.5,0.0,0.0,0.0,0.0,4.37
2024-06-03,0.58,0.0,0.0,0.0,0.0,1.19,0.0,0.5,0.0,0.5,0.0,0.0,1.01,0.5,0.0,0.0,0.0,0.0,4.28
2024-06-02,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,1.01,0.5,0.0,0.0,0.0,0.0,4.31
2024-06-01,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,1.01,0.5,0.0,0.0,0.0,0.0,4.31
2024-05-31,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,1.01,0.5,0.0,0.0,0.0,0.0,4.31
2024-05-30,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,1.01,0.5,0.0,0.0,0.0,0.0,4.31
2024-05-29,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.95,0.5,0.0,0.0,0.0,0.0,4.25
2024-05-28,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.86,0.5,0.0,0.0,0.0,0.0,4.16
2024-05-27,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,4.05
2024-05-26,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,4.05
2024-05-25,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,4.05
2024-05-24,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,4.05
2024-05-23,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,3.9
2024-05-22,0.58,0.0,0.0,0.0,0.0,1.22,0.0,0.5,0.0,0.5,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,3.9
2024-05-21,0.58,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.74
2024-05-20,0.58,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.74
2024-05-19,0.58,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.74
2024-05-18,0.58,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.74
2024-05-17,0.58,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.74
2024-05-16,0.58,0.0,0.0,0.0,0.0,1.04,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.68
2024-05-15,0.58,0.0,0.0,0.0,0.0,0.95,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.59
2024-05-14,0.58,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.48,0.0,0.0,0.0,0.0,3.44
2024-05-13,0.58,0.0,0.0,0.0,0.0,0.71,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.5,0.0,0.0,0.0,0.0,3.37
2024-05-12,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.5,0.0,0.0,0.0,0.0,3.27
2024-05-11,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.5,0.0,0.0,0.0,0.0,3.27
2024-05-10,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.5,0.0,0.5,0.0,0.0,0.58,0.5,0.0,0.0,0.0,0.0,3.27
2024-05-09,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.31
2024-05-08,0.58,0.0,0.0,0.0,0.0,0.61,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.31
2024-05-07,0.58,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.2600000000000002
2024-05-06,0.58,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.2600000000000002
2024-05-05,0.58,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.2600000000000002
2024-05-04,0.58,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.2600000000000002
2024-05-03,0.58,0.0,0.0,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,3.2600000000000002
2024-05-02,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-05-01,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-30,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-29,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-28,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-27,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-26,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-25,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-24,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-23,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-22,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-21,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-20,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-19,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-18,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-17,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-16,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-15,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-14,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,2.5700000000000003
2024-04-13,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,2.5700000000000003
2024-04-12,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,2.5700000000000003
2024-04-11,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,2.5700000000000003
2024-04-10,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-09,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-08,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-07,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-06,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-05,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-04,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-03,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.58
2024-04-02,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-04-01,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-31,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-30,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-29,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-28,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-27,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5700000000000003
2024-03-26,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-25,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-24,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-23,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-22,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-21,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-20,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-19,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-18,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.65
2024-03-17,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.6999999999999997
2024-03-16,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.6999999999999997
2024-03-15,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.2899999999999996
2024-03-14,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.2699999999999996
2024-03-13,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.2699999999999996
2024-03-12,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.2699999999999996
2024-03-11,0.58,0.49,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.76
2024-03-10,0.58,0.49,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.76
2024-03-09,0.58,0.49,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.76
2024-03-08,0.58,0.49,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.57,0.59,0.0,0.5,0.48,0.0,0.0,0.0,0.0,3.76
2024-03-07,0.58,0.49,0.0,0.0,0.0,0.55,0.0,0.59,0.0,0.57,0.59,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.369999999999999
2024-03-06,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.0,0.57,0.59,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88
2024-03-05,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.0,0.57,0.59,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88
2024-03-04,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.0,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,3.87
2024-03-03,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-03-02,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-03-01,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-02-29,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-02-28,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-02-27,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.37
2024-02-26,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.0,0.49,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-02-25,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-24,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-23,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-22,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-21,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-20,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-19,0.49,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-02-18,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.88
2024-02-17,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.88
2024-02-16,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.88
2024-02-15,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.88
2024-02-14,0.58,0.5,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.88
2024-02-13,0.58,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8799999999999994
2024-02-12,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.57,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9099999999999997
2024-02-11,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-10,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-09,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-08,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-07,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-06,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-05,0.61,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.61,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997
2024-02-04,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-02-03,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-02-02,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-02-01,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-31,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-30,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-29,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-28,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-27,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-26,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-25,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-24,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.59,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.82
2024-01-23,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.33
2024-01-21,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-20,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.6,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73
2024-01-14,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73
2024-01-13,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.55,0.5,0.59,0.5,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.73
