,IT0005495657,FR0010220475,FR0000121147,FR0000130395,DE000FTG1111,DE000A161408,DE000A2YN900,DE000A0D6554,DE000A0LD6E6,DE000ZAL1111,DE000TUAG505,DE0008303504,DE0005664809,DE0007500001,DE000A1PHFF7,DE0005470405,DE0005313704,DE000A0WMPJ6,Total
2024-12-04,0.0,0.0,0.8,0.51,0.0,0.8,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.300000000000001
2024-12-03,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.2
2024-12-02,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.2
2024-12-01,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.2
2024-11-30,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.2
2024-11-29,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.9,0.0,0.0,0.0,5.2
2024-11-28,0.0,0.0,0.8,0.51,0.0,0.7,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,5.1
2024-11-27,0.0,0.0,0.8,0.51,0.0,0.63,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,5.029999999999999
2024-11-26,0.0,0.0,0.8,0.51,0.0,0.63,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,5.029999999999999
2024-11-25,0.0,0.0,0.8,0.51,0.0,0.63,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,5.029999999999999
2024-11-24,0.0,0.0,0.8,0.51,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,4.91
2024-11-23,0.0,0.0,0.8,0.51,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,4.91
2024-11-22,0.0,0.0,0.8,0.51,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,4.91
2024-11-21,0.0,0.0,0.8,0.51,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.8,0.0,0.0,0.0,4.91
2024-11-20,0.0,0.0,0.8,0.51,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,4.8100000000000005
2024-11-19,0.0,0.0,0.8,0.0,0.0,0.51,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,4.3
2024-11-18,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.79
2024-11-17,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.79
2024-11-16,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.79
2024-11-15,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.79
2024-11-14,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.6900000000000004
2024-11-13,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.6900000000000004
2024-11-12,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-11,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-10,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-09,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-08,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-07,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-06,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-05,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-04,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-03,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-02,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-11-01,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-10-31,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.09
2024-10-30,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.09
2024-10-29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.09
2024-10-28,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.09
2024-10-27,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.09
2024-10-26,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-10-25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-10-24,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.59
2024-10-23,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.7,0.0,0.0,0.0,3.3900000000000006
2024-10-22,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.2900000000000005
2024-10-21,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.2900000000000005
2024-10-20,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.2900000000000005
2024-10-19,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.2900000000000005
2024-10-18,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.2900000000000005
2024-10-17,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-16,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-15,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-14,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-13,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-12,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-11,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-10,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-09,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-08,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-07,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-06,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-05,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-04,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-03,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-02,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.5,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.85
2024-10-01,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.35
2024-09-30,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.35
2024-09-29,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.35
2024-09-28,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.35
2024-09-27,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.8400000000000003
2024-09-26,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.8400000000000003
2024-09-25,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.8400000000000003
2024-09-24,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.58,0.0,0.6,0.0,0.0,0.0,3.8400000000000003
2024-09-23,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.93
2024-09-22,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.93
2024-09-21,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.93
2024-09-20,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.49,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.93
2024-09-19,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-18,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-17,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-16,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-15,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-14,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-13,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-12,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-11,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-10,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-09,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-08,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-07,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-06,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-05,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-04,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-03,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-02,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.44
2024-09-01,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-31,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-30,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-29,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-28,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-27,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-26,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-25,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-24,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-23,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-22,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-21,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.48,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.4
2024-08-20,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-19,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-18,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-17,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-16,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.0,0.6,0.0,0.0,0.0,3.43
2024-08-15,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.5,0.6,0.0,0.0,0.0,3.93
2024-08-14,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.67,0.5,0.6,0.0,0.0,0.0,3.93
2024-08-13,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.77,0.5,0.6,0.0,0.0,0.0,4.03
2024-08-12,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.77,0.5,0.6,0.0,0.0,0.0,4.03
2024-08-11,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.77,0.5,0.6,0.0,0.0,0.0,4.03
2024-08-10,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.77,0.5,0.6,0.0,0.0,0.0,4.03
2024-08-09,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.51,0.0,0.77,0.5,0.6,0.0,0.0,0.0,4.03
2024-08-08,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-07,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-06,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-05,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-04,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-03,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-02,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-08-01,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-07-31,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-07-30,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-07-29,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.6,0.0,0.0,0.0,3.52
2024-07-28,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.51,0.0,0.0,0.0,3.4299999999999997
2024-07-27,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.51,0.0,0.0,0.0,3.4299999999999997
2024-07-26,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.51,0.0,0.0,0.0,3.4299999999999997
2024-07-25,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.51,0.0,0.0,0.0,3.4299999999999997
2024-07-24,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.51,0.0,0.0,0.0,3.4299999999999997
2024-07-23,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,2.92
2024-07-22,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,2.91
2024-07-21,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,2.91
2024-07-20,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,2.91
2024-07-19,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.0,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,2.91
2024-07-18,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.4099999999999997
2024-07-17,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.4099999999999997
2024-07-16,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.4099999999999997
2024-07-15,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.49,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.4099999999999997
2024-07-14,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-13,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-12,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-11,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-10,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-09,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-08,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-07,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-06,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-05,0.0,0.0,0.59,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.42
2024-07-04,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.43
2024-07-03,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.43
2024-07-02,0.0,0.0,0.6,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.43
2024-07-01,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.3400000000000003
2024-06-30,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.3400000000000003
2024-06-29,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.3400000000000003
2024-06-28,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.3400000000000003
2024-06-27,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.3400000000000003
2024-06-26,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
2024-06-25,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
2024-06-24,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
2024-06-23,0.0,0.0,0.51,0.0,0.0,0.46,0.0,0.5,0.0,0.5,0.0,0.0,0.77,0.5,0.0,0.0,0.0,0.0,3.24
