,IT0005496473,IT0001469995,IT0003895668,IT0005610958,FR0010425595,FR0004056851,FR0011950732,FR0011742329,FR0013214145,FR0014008VX5,FR001400NLM4,FR0011648716,DE0005493092,DE000A2N4H07,DE000A255F11,DE0007568578,DE000A0TGJ55,DE0006450000,DE0006305006,DE000A2YN504,Total
2023-05-16,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.66,0.0,0.0,0.0,0.0,2.12
2023-05-15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-14,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-13,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-12,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-10,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-09,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.21
2023-05-08,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-07,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-06,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-04,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-03,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-02,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-05-01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
2023-04-30,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.47,0.75,0.0,0.0,0.0,0.0,2.7
