,6BS8JLEICI3VGJ264L55,5493003FS3JD468P6Z37,213800A5CUWSROO6GV75,Q0HK1ORK3JOMOF7R6K47,549300SHI4D0QGWI8X45,549300X1IL2SQS14P736,213800SFSQPS3XKC4E48,2138001GBION41P49M96,213800B4PLJI84A5MF35,549300MAWC0XRT4T3W74,54930030NRYV5EVS2N02,549300A6QDHQKENHMS92,213800LW6586WAWHGO96,213800N4DD1PZ1DKRT27,549300DCU7KOL83B3B08,213800ZDALW8Y45E9H34,0YPU8TSIANKX6T56SD94,-096-,UU497BMAZ1ZKIT3YNT03,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2024-09-09,1.28,0.73,0.5,1.89,0.0,0.49,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-09-08,1.28,0.73,0.5,1.89,0.0,0.55,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779999999999999,2170000000.0
2024-09-07,1.28,0.73,0.5,1.89,0.0,0.55,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779999999999999,2170000000.0
2024-09-06,1.28,0.73,0.5,1.89,0.0,0.55,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779999999999999,2170000000.0
2024-09-05,1.32,0.73,0.5,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959999999999999,2170000000.0
2024-09-04,1.32,0.73,0.5,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959999999999999,2170000000.0
2024-09-03,1.32,0.73,0.5,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959999999999999,2170000000.0
2024-09-02,1.32,0.73,0.48,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9399999999999995,2170000000.0
2024-09-01,1.32,0.73,0.48,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9399999999999995,2170000000.0
2024-08-31,1.32,0.73,0.48,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9399999999999995,2170000000.0
2024-08-30,1.32,0.73,0.48,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9399999999999995,2170000000.0
2024-08-29,1.32,0.73,0.51,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.969999999999999,2170000000.0
2024-08-28,1.32,0.73,0.51,1.89,0.0,0.69,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.969999999999999,2170000000.0
2024-08-27,1.2,0.73,0.51,1.89,0.0,0.75,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,2170000000.0
2024-08-26,1.2,0.73,0.51,1.89,0.0,0.75,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,2170000000.0
2024-08-25,1.2,0.73,0.51,1.89,0.0,0.75,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,2170000000.0
2024-08-24,1.2,0.73,0.51,1.89,0.0,0.75,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,2170000000.0
2024-08-23,1.2,0.73,0.51,1.89,0.0,0.75,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,2170000000.0
2024-08-22,1.2,0.73,0.51,1.89,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,2170000000.0
2024-08-21,1.2,0.73,0.51,1.89,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,2170000000.0
2024-08-20,1.11,0.73,0.51,1.89,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,2170000000.0
2024-08-19,1.11,0.73,0.51,1.94,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-08-18,1.11,0.73,0.51,1.94,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-08-17,1.11,0.73,0.51,1.94,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-08-16,1.11,0.73,0.51,1.94,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-08-15,1.11,0.73,0.51,1.94,0.0,0.6,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001,2170000000.0
2024-08-14,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-13,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-12,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-11,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-10,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-09,1.11,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,2170000000.0
2024-08-08,1.08,0.73,0.51,1.94,0.0,0.51,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2170000000.0
2024-08-07,1.08,0.73,0.0,1.94,0.0,0.48,1.6,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0600000000000005,2170000000.0
2024-08-06,1.08,0.64,0.0,1.94,0.0,0.48,1.6,0.0,1.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3500000000000005,2170000000.0
2024-08-05,1.08,0.64,0.0,1.94,0.0,0.5,1.6,0.0,1.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,2170000000.0
2024-08-04,1.08,0.54,0.0,1.84,0.0,0.0,1.6,0.0,1.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001,2170000000.0
2024-08-03,1.08,0.54,0.0,1.84,0.0,0.0,1.6,0.0,1.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001,2170000000.0
2024-08-02,1.08,0.54,0.0,1.84,0.0,0.0,1.6,0.0,1.23,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001,2170000000.0
2024-08-01,0.98,0.0,0.0,1.7,0.0,0.0,1.6,0.0,1.23,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,2170000000.0
2024-07-31,0.98,0.0,0.0,1.7,0.0,0.0,1.6,0.0,1.23,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1899999999999995,2170000000.0
2024-07-30,1.02,0.0,0.0,1.63,0.0,0.0,1.6,0.0,1.23,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.220000000000001,2170000000.0
2024-07-29,1.02,0.0,0.0,1.51,0.0,0.0,1.6,0.0,1.23,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.190000000000001,2170000000.0
2024-07-28,1.02,0.0,0.0,1.36,0.0,0.0,1.6,0.0,1.23,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,2170000000.0
2024-07-27,1.02,0.0,0.0,1.36,0.0,0.0,1.6,0.0,1.23,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,2170000000.0
2024-07-26,1.02,0.0,0.0,1.36,0.0,0.0,1.6,0.0,1.23,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,2170000000.0
2024-07-25,0.99,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790000000000001,2170000000.0
2024-07-24,1.09,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.890000000000001,2170000000.0
2024-07-23,1.09,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.890000000000001,2170000000.0
2024-07-22,1.09,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.890000000000001,2170000000.0
2024-07-21,1.17,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001,2170000000.0
2024-07-20,1.17,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001,2170000000.0
2024-07-19,1.17,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001,2170000000.0
2024-07-18,1.17,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001,2170000000.0
2024-07-17,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-16,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-15,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-14,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-13,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-12,1.29,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-07-11,1.35,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,2170000000.0
2024-07-10,1.35,0.0,0.0,0.81,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,2170000000.0
2024-07-09,1.35,0.0,0.0,0.7,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-07-08,1.35,0.0,0.0,0.7,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-07-07,1.35,0.0,0.0,0.7,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-07-06,1.35,0.0,0.0,0.7,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-07-05,1.35,0.0,0.0,0.7,0.0,0.0,1.6,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-07-04,1.35,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.199999999999999,2170000000.0
2024-07-03,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,2170000000.0
2024-07-02,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2170000000.0
2024-07-01,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2170000000.0
2024-06-30,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2170000000.0
2024-06-29,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2170000000.0
2024-06-28,1.48,0.0,0.0,0.7,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2170000000.0
2024-06-27,1.52,0.0,0.0,0.64,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.44,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.280000000000001,2170000000.0
2024-06-26,1.52,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.44,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,2170000000.0
2024-06-25,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.44,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.030000000000001,2170000000.0
2024-06-24,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-23,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-22,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-21,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-20,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-19,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-18,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-17,1.41,0.0,0.0,0.5,0.0,0.0,1.76,0.0,1.23,0.0,1.16,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,2170000000.0
2024-06-16,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-15,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-14,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-13,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-12,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-11,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-06-10,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2170000000.0
2024-06-09,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2170000000.0
2024-06-08,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2170000000.0
2024-06-07,1.3,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2170000000.0
2024-06-06,1.3,0.0,0.0,0.46,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,2170000000.0
2024-06-05,1.3,0.0,0.0,0.46,0.0,0.0,1.76,0.0,1.23,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,2170000000.0
2024-06-04,1.2,0.0,0.0,0.46,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.95,2170000000.0
2024-06-03,1.2,0.0,0.0,0.55,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.04,2170000000.0
2024-06-02,1.2,0.0,0.0,0.63,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.12,2170000000.0
2024-06-01,1.2,0.0,0.0,0.63,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.12,2170000000.0
2024-05-31,1.2,0.0,0.0,0.63,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.12,2170000000.0
2024-05-30,1.2,0.0,0.0,0.52,0.0,0.0,1.76,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.87,2170000000.0
2024-05-29,1.2,0.0,0.0,0.52,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2170000000.0
2024-05-28,1.1,0.0,0.0,0.52,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001,2170000000.0
2024-05-27,1.1,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.1499999999999995,2170000000.0
2024-05-26,1.1,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.1499999999999995,2170000000.0
2024-05-25,1.1,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.1499999999999995,2170000000.0
2024-05-24,1.1,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.1499999999999995,2170000000.0
2024-05-23,1.1,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-05-22,1.1,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.14,0.0,1.2,0.0,0.52,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-05-21,1.07,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.14,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.46,2170000000.0
2024-05-20,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-19,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-18,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-17,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-16,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-15,1.07,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.08,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2170000000.0
2024-05-14,1.27,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.69,2170000000.0
2024-05-13,1.39,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2170000000.0
2024-05-12,1.39,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2170000000.0
2024-05-11,1.39,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2170000000.0
2024-05-10,1.39,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2170000000.0
2024-05-09,1.48,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2170000000.0
2024-05-08,1.48,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2170000000.0
2024-05-07,1.48,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2170000000.0
2024-05-06,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.98,2170000000.0
2024-05-05,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.98,2170000000.0
2024-05-04,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.98,2170000000.0
2024-05-03,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.17,0.0,1.2,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.430000000000001,2170000000.0
2024-05-02,1.62,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.5200000000000005,2170000000.0
2024-05-01,1.62,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.5200000000000005,2170000000.0
2024-04-30,1.62,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.5200000000000005,2170000000.0
2024-04-29,1.62,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.640000000000001,2170000000.0
2024-04-28,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
