,6BS8JLEICI3VGJ264L55,5493003FS3JD468P6Z37,213800A5CUWSROO6GV75,Q0HK1ORK3JOMOF7R6K47,549300SHI4D0QGWI8X45,549300X1IL2SQS14P736,213800SFSQPS3XKC4E48,2138001GBION41P49M96,213800B4PLJI84A5MF35,549300MAWC0XRT4T3W74,54930030NRYV5EVS2N02,549300A6QDHQKENHMS92,213800LW6586WAWHGO96,213800N4DD1PZ1DKRT27,549300DCU7KOL83B3B08,213800ZDALW8Y45E9H34,0YPU8TSIANKX6T56SD94,-096-,UU497BMAZ1ZKIT3YNT03,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2024-04-27,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-04-26,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-04-25,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.580000000000001,2170000000.0
2024-04-24,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-04-23,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-04-22,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-04-21,1.61,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-04-20,1.61,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-04-19,1.61,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-04-18,1.51,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.960000000000001,2170000000.0
2024-04-17,1.51,0.0,0.0,0.0,0.0,0.0,1.42,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.86,2170000000.0
2024-04-16,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.2,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.73,2170000000.0
2024-04-15,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2170000000.0
2024-04-14,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2170000000.0
2024-04-13,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2170000000.0
2024-04-12,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2170000000.0
2024-04-11,1.51,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.13,2170000000.0
2024-04-10,1.42,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.17,0.0,1.2,0.0,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.04,2170000000.0
2024-04-09,1.42,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.17,0.0,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.12,2170000000.0
2024-04-08,1.42,0.0,0.0,0.46,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2170000000.0
2024-04-07,1.42,0.0,0.0,0.46,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2170000000.0
2024-04-06,1.42,0.0,0.0,0.46,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2170000000.0
2024-04-05,1.42,0.0,0.0,0.46,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2170000000.0
2024-04-04,1.42,0.0,0.0,0.46,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2170000000.0
2024-04-03,1.31,0.0,0.0,0.51,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.420000000000001,2170000000.0
2024-04-02,1.31,0.0,0.0,0.51,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.420000000000001,2170000000.0
2024-04-01,1.31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.07,2170000000.0
2024-03-31,1.31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.07,2170000000.0
2024-03-30,1.31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.07,2170000000.0
2024-03-29,1.31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.07,2170000000.0
2024-03-28,1.31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.28,0.0,1.0,0.0,0.66,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.07,2170000000.0
2024-03-27,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-26,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-25,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-24,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-23,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-22,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-21,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-20,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-19,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-18,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.140000000000001,2170000000.0
2024-03-17,1.34,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2170000000.0
2024-03-16,1.34,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2170000000.0
2024-03-15,1.34,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2170000000.0
2024-03-14,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-03-13,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-03-12,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0600000000000005,2170000000.0
2024-03-11,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-10,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-09,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-08,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-07,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-06,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.67,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.010000000000001,2170000000.0
2024-03-05,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001,2170000000.0
2024-03-04,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001,2170000000.0
2024-03-03,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001,2170000000.0
2024-03-02,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001,2170000000.0
2024-03-01,1.2,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.130000000000001,2170000000.0
2024-02-29,1.2,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-02-28,1.2,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2170000000.0
2024-02-27,1.14,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.53,0.0,0.0,0.0,0.0,0.0,0.0,6.03,2170000000.0
2024-02-26,1.14,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2170000000.0
2024-02-25,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,2170000000.0
2024-02-24,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,2170000000.0
2024-02-23,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,2170000000.0
2024-02-22,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2170000000.0
2024-02-21,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2170000000.0
2024-02-20,1.03,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2170000000.0
2024-02-19,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-18,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-17,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-16,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-15,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-14,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.31,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530000000000001,2170000000.0
2024-02-13,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-12,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-11,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-10,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-09,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-08,1.15,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2170000000.0
2024-02-07,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-06,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-05,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-04,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-03,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-02,1.29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,2170000000.0
2024-02-01,1.32,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2170000000.0
2024-01-31,1.32,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,2170000000.0
2024-01-30,1.28,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550000000000001,2170000000.0
2024-01-29,1.28,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550000000000001,2170000000.0
2024-01-28,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,2170000000.0
2024-01-27,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,2170000000.0
2024-01-26,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,2170000000.0
2024-01-25,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.2,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,2170000000.0
2024-01-24,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550000000000001,2170000000.0
2024-01-23,1.37,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550000000000001,2170000000.0
2024-01-22,1.44,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.620000000000001,2170000000.0
2024-01-21,1.36,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.360000000000001,2170000000.0
2024-01-20,1.36,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.360000000000001,2170000000.0
2024-01-19,1.36,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.360000000000001,2170000000.0
2024-01-18,1.47,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470000000000001,2170000000.0
2024-01-17,1.52,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,2170000000.0
2024-01-16,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.11,0.0,1.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,2170000000.0
2024-01-15,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-14,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-13,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-12,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-11,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-10,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-09,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2170000000.0
2024-01-08,1.47,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,2170000000.0
2024-01-07,1.5,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.959999999999999,2170000000.0
2024-01-06,1.5,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.959999999999999,2170000000.0
2024-01-05,1.5,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.959999999999999,2170000000.0
2024-01-04,1.5,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.959999999999999,2170000000.0
2024-01-03,1.5,0.0,0.0,0.0,0.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,2170000000.0
2024-01-02,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2024-01-01,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2023-12-31,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2023-12-30,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2023-12-29,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2023-12-28,1.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8100000000000005,2170000000.0
2023-12-27,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-26,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-25,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-24,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-23,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-22,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-21,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-20,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-19,1.4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-12-18,1.33,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,2170000000.0
2023-12-17,1.33,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,2170000000.0
2023-12-16,1.33,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,2170000000.0
2023-12-15,1.33,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,2170000000.0
