,254900EGJIB7IR00B295,213800DTEB6NWEO6E777,549300GE4E8GIYNWBX20,5493007NNS3AR86BUB68,549300A7I33B1R3UGS67,549300SHI4D0QGWI8X45,549300RHSQCH106OWF77,213800RUT3C1PCHUQP60,-077-,5493003FS3JD468P6Z37,213800R9V4YAT2TH3762,549300G4GEZ3XA3HPV97,-085-,-066-,6BS8JLEICI3VGJ264L55,2138006AZELNYKR3A325,549300UZ0KD5HX862Y09,549300ARVD4LVNCUBN81,213800YQHG6V3VDDRN10,549300CNWH54BTXURM94,549300DCU7KOL83B3B08,549300XXZKX7UGH6E231,549300GHZ48Y72I6HZ24,549300GC5MDF1KXYMP06,MQILSVGGL6RJH5NDWP11,549300UV4DM2KIBBQ741,TNWE6LERP1CI9IDAZB80,549300A6QDHQKENHMS92,Total,Market_capitalization
2025-02-03,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.0,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.359999999999999,529170000.0
2025-02-02,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.99,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.35,529170000.0
2025-02-01,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.99,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.35,529170000.0
2025-01-31,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.99,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.35,529170000.0
2025-01-30,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.99,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.35,529170000.0
2025-01-29,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.92,0.59,0.6,0.0,0.0,0.0,0.0,0.0,6.43,529170000.0
2025-01-28,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.789999999999999,529170000.0
2025-01-27,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.84,529170000.0
2025-01-26,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.84,529170000.0
2025-01-25,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.84,529170000.0
2025-01-24,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.84,529170000.0
2025-01-23,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.79,529170000.0
2025-01-22,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.79,529170000.0
2025-01-21,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,0.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,4.79,529170000.0
2025-01-20,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.92,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.52,529170000.0
2025-01-19,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.92,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.52,529170000.0
2025-01-18,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.92,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.52,529170000.0
2025-01-17,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.92,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.52,529170000.0
2025-01-16,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.86,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.46,529170000.0
2025-01-15,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.31,529170000.0
2025-01-14,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.99,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.409999999999999,529170000.0
2025-01-13,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.42,529170000.0
2025-01-12,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.42,529170000.0
2025-01-11,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.42,529170000.0
2025-01-10,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.42,529170000.0
2025-01-09,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.71,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.42,529170000.0
2025-01-08,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.67,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.379999999999999,529170000.0
2025-01-07,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.25,529170000.0
2025-01-06,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.25,529170000.0
2025-01-05,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.279999999999999,529170000.0
2025-01-04,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.279999999999999,529170000.0
2025-01-03,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.279999999999999,529170000.0
2025-01-02,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.54,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.279999999999999,529170000.0
2025-01-01,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.62,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.33,529170000.0
2024-12-31,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.62,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.33,493090000.0
2024-12-30,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.62,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.33,493090000.0
2024-12-29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.59,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.859999999999999,493090000.0
2024-12-28,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.59,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.859999999999999,493090000.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.59,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.76,493090000.0
2024-12-26,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-25,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-24,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-23,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-22,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-21,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-20,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.56,1.0,1.6,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.77,493090000.0
2024-12-19,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.41,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.68,493090000.0
2024-12-18,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.619999999999999,493090000.0
2024-12-17,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.619999999999999,493090000.0
2024-12-16,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.619999999999999,493090000.0
2024-12-15,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.72,493090000.0
2024-12-14,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.72,493090000.0
2024-12-13,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,6.72,493090000.0
2024-12-12,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,1.0,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.23,493090000.0
2024-12-11,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.13,493090000.0
2024-12-10,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.13,493090000.0
2024-12-09,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.29,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.1,493090000.0
2024-12-08,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.0,493090000.0
2024-12-07,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.0,493090000.0
2024-12-06,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.19,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.0,493090000.0
2024-12-05,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.21,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.02,493090000.0
2024-12-04,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.44,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.25,493090000.0
2024-12-03,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.44,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.25,493090000.0
2024-12-02,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.36,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.17,493090000.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.08,493090000.0
2024-11-30,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.08,493090000.0
2024-11-29,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.08,493090000.0
2024-11-28,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.08,493090000.0
2024-11-27,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.17,493090000.0
2024-11-26,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.6,0.0,0.0,0.0,0.0,0.0,7.17,493090000.0
2024-11-25,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.27,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.04,493090000.0
2024-11-24,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.09,493090000.0
2024-11-23,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.09,493090000.0
2024-11-22,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.09,493090000.0
2024-11-21,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.51,0.56,0.9,1.32,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.09,493090000.0
2024-11-20,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.29,0.68,0.47,0.0,0.0,0.0,0.0,0.0,7.05,493090000.0
2024-11-19,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.3,0.7,0.47,0.0,0.0,0.0,0.0,0.0,7.08,493090000.0
2024-11-18,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.3,0.7,0.47,0.0,0.0,0.0,0.0,0.0,7.06,493090000.0
2024-11-17,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.21,0.7,0.6,0.0,0.0,0.0,0.0,0.0,7.109999999999999,493090000.0
2024-11-16,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.21,0.7,0.6,0.0,0.0,0.0,0.0,0.0,7.109999999999999,493090000.0
2024-11-15,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.21,0.7,0.6,0.0,0.0,0.0,0.0,0.0,6.949999999999999,493090000.0
2024-11-14,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,1.21,0.7,0.6,0.0,0.0,0.0,0.0,0.0,6.949999999999999,493090000.0
2024-11-13,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,0.9,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.82,493090000.0
2024-11-12,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.9,0.87,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.79,493090000.0
2024-11-11,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.87,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.69,493090000.0
2024-11-10,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.87,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.69,493090000.0
2024-11-09,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.87,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.69,493090000.0
2024-11-08,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.87,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.69,493090000.0
2024-11-07,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.91,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.880000000000001,493090000.0
2024-11-06,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.85,0.7,0.78,0.0,0.0,0.0,0.0,0.0,6.91,493090000.0
2024-11-05,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.54,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.420000000000001,493090000.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.57,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.540000000000001,493090000.0
2024-11-03,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.57,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.540000000000001,493090000.0
2024-11-02,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.57,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.540000000000001,493090000.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.56,0.8,0.45,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.420000000000001,493090000.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.56,0.8,0.45,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.440000000000001,493090000.0
2024-10-30,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.56,0.8,0.45,0.7,0.65,0.0,0.0,0.0,0.0,0.0,6.480000000000001,493090000.0
2024-10-29,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.56,0.8,0.45,0.6,0.65,0.0,0.0,0.0,0.0,0.0,6.380000000000001,493090000.0
2024-10-28,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.45,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.29,493090000.0
2024-10-27,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.45,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.43,493090000.0
2024-10-26,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.45,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.43,493090000.0
2024-10-25,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.45,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.43,493090000.0
2024-10-24,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.57,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,493090000.0
2024-10-23,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.56,0.8,0.57,0.6,0.57,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,493090000.0
