,549300X1IL2SQS14P736,-077-,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,TNWE6LERP1CI9IDAZB80,6BS8JLEICI3VGJ264L55,2138006AZELNYKR3A325,549300RYJEP013YME360,IEY25V8W6D7HRX2LB395,549300GHZ48Y72I6HZ24,-074-,549300X6BK8XW1RP4G25,-005-,549300ARVD4LVNCUBN81,-096-,-006-,5493005OCC8XKDFQ8U37,-075-,549300RK1FB0VMTPD087,549300LVXYIVJKE13M84,-066-,Total,Market_capitalization
2025-05-08,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.1,2530000000.0
2025-05-07,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.1,2530000000.0
2025-05-06,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.1,2530000000.0
2025-05-05,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-05-04,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-05-03,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-05-02,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-05-01,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-04-30,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.89,0.79,0.52,6.8100000000000005,2530000000.0
2025-04-29,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.79,0.52,6.91,2530000000.0
2025-04-28,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.93,2530000000.0
2025-04-27,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.93,2530000000.0
2025-04-26,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.93,2530000000.0
2025-04-25,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.93,2530000000.0
2025-04-24,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.91,2530000000.0
2025-04-23,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.91,2530000000.0
2025-04-22,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.99,0.81,0.52,6.91,2530000000.0
2025-04-21,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.93,2530000000.0
2025-04-20,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.93,2530000000.0
2025-04-19,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.93,2530000000.0
2025-04-18,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.93,2530000000.0
2025-04-17,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.93,2530000000.0
2025-04-16,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.92,2530000000.0
2025-04-15,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.92,2530000000.0
2025-04-14,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.18,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.92,2530000000.0
2025-04-13,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.98,2530000000.0
2025-04-12,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.98,2530000000.0
2025-04-11,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.98,2530000000.0
2025-04-10,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.98,2530000000.0
2025-04-09,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.49,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.98,2530000000.0
2025-04-08,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.5,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,6.99,2530000000.0
2025-04-07,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,7.0,2530000000.0
2025-04-06,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,7.0,2530000000.0
2025-04-05,0.0,0.57,0.0,0.0,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,7.0,2530000000.0
2025-04-04,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,9.27,2530000000.0
2025-04-03,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,9.27,2530000000.0
2025-04-02,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.52,9.27,2530000000.0
2025-04-01,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.0,8.75,2530000000.0
2025-03-31,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.0,8.75,2530000000.0
2025-03-30,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.0,8.75,2530000000.0
2025-03-29,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.0,8.75,2530000000.0
2025-03-28,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.53,1.01,0.81,0.0,8.75,2530000000.0
2025-03-27,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,1.16,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.81,0.0,8.57,2530000000.0
2025-03-26,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,1.01,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.24,2530000000.0
2025-03-25,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,1.01,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.24,2530000000.0
2025-03-24,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,0.98,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.21,2530000000.0
2025-03-23,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,0.98,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.21,2530000000.0
2025-03-22,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,0.98,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.21,2530000000.0
2025-03-21,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,0.98,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.91,0.7,0.0,8.21,2530000000.0
2025-03-20,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,1.1,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.8,0.7,0.0,8.219999999999999,2530000000.0
2025-03-19,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.45,0.71,0.0,0.0,0.0,0.9,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.8,0.7,0.0,8.02,2530000000.0
2025-03-18,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.83,0.51,0.0,0.0,0.0,0.0,0.0,0.53,0.8,0.7,0.0,8.02,2530000000.0
2025-03-17,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.83,0.34,0.0,0.0,0.0,0.0,0.0,0.53,0.8,0.62,0.0,7.7700000000000005,2530000000.0
2025-03-16,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.93,0.34,0.0,0.0,0.0,0.0,0.0,0.53,0.7,0.62,0.0,7.7700000000000005,2530000000.0
2025-03-15,0.0,0.57,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.93,0.34,0.0,0.0,0.0,0.0,0.0,0.53,0.7,0.62,0.0,7.7700000000000005,2530000000.0
2025-03-14,0.0,0.46,0.0,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.93,0.34,0.0,0.0,0.0,0.0,0.0,0.43,0.7,0.62,0.0,7.56,2530000000.0
2025-03-13,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.93,0.34,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.59,0.0,8.459999999999999,2530000000.0
2025-03-12,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.59,0.0,7.529999999999999,2530000000.0
2025-03-11,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.6,0.0,7.539999999999999,2530000000.0
2025-03-10,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.52,0.71,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.6,0.0,7.539999999999999,2530000000.0
2025-03-09,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.6,0.0,7.6499999999999995,2530000000.0
2025-03-08,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.6,0.0,7.6499999999999995,2530000000.0
2025-03-07,0.0,0.46,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.39,0.0,0.43,0.7,0.6,0.0,7.6499999999999995,2530000000.0
2025-03-06,0.0,0.57,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.39,0.0,0.53,0.7,0.6,0.0,7.859999999999999,2530000000.0
2025-03-05,0.0,0.57,0.54,2.27,0.58,0.0,0.0,0.0,0.59,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.53,0.7,0.6,0.0,8.14,2530000000.0
2025-03-04,0.0,0.62,0.54,2.27,0.58,0.0,0.0,0.0,0.59,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.49,0.7,0.6,0.0,8.15,2530000000.0
2025-03-03,0.0,0.78,0.54,2.27,0.58,0.0,0.0,0.0,0.64,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.49,0.7,0.6,0.0,8.36,2530000000.0
2025-03-02,0.0,0.78,0.54,2.27,0.58,0.0,0.0,0.0,0.64,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.49,0.7,0.6,0.0,8.36,2530000000.0
2025-03-01,0.0,0.78,0.54,2.27,0.58,0.0,0.0,0.0,0.64,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.49,0.7,0.6,0.0,8.36,2530000000.0
2025-02-28,0.0,0.78,0.54,2.27,0.58,0.0,0.0,0.0,0.64,0.71,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.0,0.49,0.7,0.6,0.0,8.36,2530000000.0
2025-02-27,0.0,0.86,0.54,2.27,0.58,0.0,0.0,0.0,0.64,0.71,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.54,0.0,0.49,0.6,0.6,0.0,8.32,2530000000.0
2025-02-26,0.0,0.99,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.54,0.0,0.49,0.6,0.6,0.0,8.31,2530000000.0
2025-02-25,0.0,0.99,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.6,0.0,8.33,2530000000.0
2025-02-24,0.0,1.11,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.399999999999999,2530000000.0
2025-02-23,0.0,1.11,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.399999999999999,2530000000.0
2025-02-22,0.0,1.11,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.399999999999999,2530000000.0
2025-02-21,0.0,1.11,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.399999999999999,2530000000.0
2025-02-20,0.0,1.09,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.51,2530000000.0
2025-02-19,0.0,1.1,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.52,2530000000.0
2025-02-18,0.0,1.1,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.54,0.0,0.51,0.6,0.5,0.0,8.52,2530000000.0
2025-02-17,0.0,1.01,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.5,0.0,8.33,2530000000.0
2025-02-16,0.0,1.01,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.5,0.0,8.21,2530000000.0
2025-02-15,0.0,1.01,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.5,0.0,8.21,2530000000.0
2025-02-14,0.0,1.01,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.5,0.0,8.21,2530000000.0
2025-02-13,0.0,1.01,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.0,0.0,7.62,2530000000.0
2025-02-12,0.0,0.91,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.0,0.0,7.52,2530000000.0
2025-02-11,0.0,0.8,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.0,0.51,0.5,0.0,0.0,7.53,2530000000.0
2025-02-10,0.0,0.8,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.57,2530000000.0
2025-02-09,0.0,0.76,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.53,2530000000.0
2025-02-08,0.0,0.76,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.53,2530000000.0
2025-02-07,0.0,0.76,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.53,2530000000.0
2025-02-06,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.2700000000000005,2530000000.0
2025-02-05,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.2700000000000005,2530000000.0
2025-02-04,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.2700000000000005,2530000000.0
2025-02-03,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.29,2530000000.0
2025-02-02,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.2700000000000005,2530000000.0
2025-02-01,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.2700000000000005,2530000000.0
2025-01-31,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.5,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.7700000000000005,2530000000.0
2025-01-30,0.0,0.77,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.44,0.5,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.7700000000000005,2530000000.0
2025-01-29,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.6000000000000005,2530000000.0
2025-01-28,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.6000000000000005,2530000000.0
2025-01-27,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.5600000000000005,2530000000.0
2025-01-26,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.5600000000000005,2530000000.0
2025-01-25,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.5600000000000005,2530000000.0
2025-01-24,0.0,0.3,0.54,2.27,0.58,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.5600000000000005,2530000000.0
2025-01-23,0.0,0.3,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.470000000000001,2530000000.0
2025-01-22,0.0,0.3,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.470000000000001,2530000000.0
2025-01-21,0.0,0.77,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.88,2530000000.0
2025-01-20,0.0,0.86,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.97,2530000000.0
2025-01-19,0.0,0.86,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.97,2530000000.0
2025-01-18,0.0,0.86,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.54,0.54,0.51,0.0,0.0,0.0,7.97,2530000000.0
2025-01-17,0.0,0.86,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,7.87,2530000000.0
2025-01-16,0.0,0.92,0.54,2.27,0.49,0.0,0.0,0.0,0.5,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,7.93,2530000000.0
2025-01-15,0.0,0.88,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,7.9399999999999995,2530000000.0
2025-01-14,0.0,0.97,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,8.030000000000001,2530000000.0
2025-01-13,0.0,0.97,0.54,2.27,0.58,0.0,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,7.930000000000001,2530000000.0
2025-01-12,0.0,1.04,0.54,2.27,0.6,0.0,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,8.020000000000001,2530000000.0
2025-01-11,0.0,1.04,0.54,2.27,0.6,0.0,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.44,0.54,0.51,0.0,0.0,0.0,8.020000000000001,2530000000.0
