,549300X1IL2SQS14P736,-077-,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,TNWE6LERP1CI9IDAZB80,6BS8JLEICI3VGJ264L55,2138006AZELNYKR3A325,549300RYJEP013YME360,IEY25V8W6D7HRX2LB395,549300GHZ48Y72I6HZ24,-074-,549300X6BK8XW1RP4G25,-005-,549300ARVD4LVNCUBN81,-096-,-006-,5493005OCC8XKDFQ8U37,-075-,549300RK1FB0VMTPD087,549300LVXYIVJKE13M84,-066-,Total,Market_capitalization
2023-12-28,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-27,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-26,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-25,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-24,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-23,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-22,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-21,1.03,1.07,0.0,0.61,0.0,0.5,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2640000000.0
2023-12-20,1.03,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-12-19,0.95,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2640000000.0
2023-12-18,0.95,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2640000000.0
2023-12-17,0.95,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-12-16,0.95,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-12-15,0.95,1.07,0.0,0.61,0.0,0.49,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-12-14,0.95,1.12,0.0,0.61,0.0,0.49,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,2640000000.0
2023-12-13,1.09,1.23,0.0,0.61,0.0,0.49,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,2640000000.0
2023-12-12,1.09,1.19,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,2640000000.0
2023-12-11,1.18,1.19,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,2640000000.0
2023-12-10,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2640000000.0
2023-12-09,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2640000000.0
2023-12-08,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2640000000.0
2023-12-07,1.18,1.19,0.0,0.61,0.0,0.5,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,2640000000.0
2023-12-06,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,2640000000.0
2023-12-05,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,2640000000.0
2023-12-04,1.18,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,2640000000.0
2023-12-03,1.2,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,2640000000.0
2023-12-02,1.2,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,2640000000.0
2023-12-01,1.2,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,2640000000.0
2023-11-30,1.17,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2640000000.0
2023-11-29,1.17,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2640000000.0
2023-11-28,1.17,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2640000000.0
2023-11-27,1.17,1.2,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2640000000.0
2023-11-26,1.17,1.18,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2640000000.0
2023-11-25,1.17,1.18,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2640000000.0
2023-11-24,1.17,1.18,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2640000000.0
2023-11-23,1.17,1.27,0.0,0.61,0.0,0.5,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6899999999999995,2640000000.0
2023-11-22,1.29,1.27,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,2640000000.0
2023-11-21,1.29,1.27,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,2640000000.0
2023-11-20,1.29,1.37,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,2640000000.0
2023-11-19,1.33,1.37,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,2640000000.0
2023-11-18,1.33,1.37,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,2640000000.0
2023-11-17,1.33,1.37,0.0,0.61,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,2640000000.0
2023-11-16,1.33,1.37,0.0,0.46,0.0,0.48,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,2640000000.0
2023-11-15,1.21,1.37,0.0,0.46,0.0,0.48,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,2640000000.0
2023-11-14,1.21,1.37,0.0,0.46,0.0,0.5,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,2640000000.0
2023-11-13,1.21,1.43,0.0,0.46,0.0,0.5,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,2640000000.0
2023-11-12,1.33,1.36,0.0,0.46,0.0,0.48,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,2640000000.0
2023-11-11,1.33,1.36,0.0,0.46,0.0,0.48,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,2640000000.0
2023-11-10,1.33,1.36,0.0,0.46,0.0,0.48,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,2640000000.0
2023-11-09,1.33,1.36,0.0,0.46,0.5,0.48,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.080000000000001,2640000000.0
2023-11-08,1.33,1.36,0.0,0.61,0.5,0.48,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,2640000000.0
2023-11-07,1.43,1.23,0.0,0.58,0.5,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2640000000.0
2023-11-06,1.43,1.23,0.0,0.57,0.5,0.49,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,2640000000.0
2023-11-05,1.71,1.23,0.0,0.57,0.5,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2640000000.0
2023-11-04,1.71,1.23,0.0,0.57,0.5,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2640000000.0
2023-11-03,1.71,1.23,0.0,0.42,0.5,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,2640000000.0
2023-11-02,1.71,1.12,0.0,0.42,0.5,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,2640000000.0
2023-11-01,1.71,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,2640000000.0
2023-10-31,1.64,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,2640000000.0
2023-10-30,1.64,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,2640000000.0
2023-10-29,1.75,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-10-28,1.75,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-10-27,1.75,1.12,0.0,0.42,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2640000000.0
2023-10-26,1.62,1.05,0.0,0.57,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,2640000000.0
2023-10-25,1.62,1.05,0.0,0.57,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,2640000000.0
2023-10-24,1.55,0.9,0.0,0.64,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.180000000000001,2640000000.0
2023-10-23,1.55,0.9,0.0,0.64,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.180000000000001,2640000000.0
2023-10-22,1.55,0.82,0.0,0.51,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9699999999999998,2640000000.0
2023-10-21,1.55,0.82,0.0,0.51,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9699999999999998,2640000000.0
2023-10-20,1.55,0.82,0.0,0.51,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9699999999999998,2640000000.0
2023-10-19,1.49,0.82,0.0,0.51,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2640000000.0
2023-10-18,1.52,0.82,0.0,0.46,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8899999999999997,2640000000.0
2023-10-17,1.52,0.91,0.0,0.46,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,2640000000.0
2023-10-16,1.52,0.89,0.0,0.46,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,2640000000.0
2023-10-15,1.52,0.91,0.0,0.46,0.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,2640000000.0
2023-10-14,1.52,0.91,0.0,0.46,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2640000000.0
2023-10-13,1.52,0.91,0.0,0.46,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2640000000.0
2023-10-12,1.52,0.85,0.0,0.46,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4399999999999995,2640000000.0
2023-10-11,1.49,0.85,0.0,0.46,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,2640000000.0
2023-10-10,1.5,0.93,0.0,0.5,0.5,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.540000000000001,2640000000.0
2023-10-09,1.45,0.93,0.0,0.62,0.5,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619999999999999,2640000000.0
2023-10-08,1.45,0.93,0.0,0.62,0.5,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619999999999999,2640000000.0
2023-10-07,1.45,0.93,0.0,0.62,0.5,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619999999999999,2640000000.0
2023-10-06,1.45,0.93,0.0,0.62,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.119999999999999,2640000000.0
2023-10-05,1.35,0.8,0.0,0.62,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890000000000001,2640000000.0
2023-10-04,1.35,0.8,0.0,0.62,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890000000000001,2640000000.0
2023-10-03,1.35,0.8,0.0,0.51,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,2640000000.0
2023-10-02,1.2,0.7,0.0,0.51,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,2640000000.0
2023-10-01,1.2,0.7,0.0,0.51,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,2640000000.0
2023-09-30,1.2,0.7,0.0,0.51,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,2640000000.0
2023-09-29,1.2,0.7,0.0,0.51,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,2640000000.0
2023-09-28,1.2,0.62,0.0,0.68,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,2640000000.0
2023-09-27,1.16,0.51,0.0,0.68,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470000000000001,2640000000.0
2023-09-26,1.16,0.51,0.0,0.68,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470000000000001,2640000000.0
2023-09-25,1.16,0.51,0.0,0.75,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,2640000000.0
2023-09-24,1.16,0.51,0.0,0.66,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2640000000.0
2023-09-23,1.16,0.51,0.0,0.66,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2640000000.0
2023-09-22,1.16,0.51,0.0,0.66,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2640000000.0
2023-09-21,1.16,0.51,0.0,0.66,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,2640000000.0
2023-09-20,1.16,0.51,0.0,0.57,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,2640000000.0
2023-09-19,1.16,0.0,0.0,0.57,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,2640000000.0
2023-09-18,1.02,0.0,0.0,0.57,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6799999999999997,2640000000.0
2023-09-17,1.02,0.0,0.0,0.57,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6799999999999997,2640000000.0
2023-09-16,1.02,0.0,0.0,0.57,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6799999999999997,2640000000.0
2023-09-15,1.02,0.0,0.0,0.57,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6799999999999997,2640000000.0
2023-09-14,1.02,0.0,0.0,0.62,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,2640000000.0
2023-09-13,1.02,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2640000000.0
2023-09-12,1.02,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2640000000.0
2023-09-11,1.02,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2640000000.0
2023-09-10,0.9,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,2640000000.0
2023-09-09,0.9,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,2640000000.0
2023-09-08,0.9,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,2640000000.0
2023-09-07,0.9,0.0,0.0,0.79,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,2640000000.0
2023-09-06,0.9,0.0,0.0,0.89,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,2640000000.0
2023-09-05,0.9,0.0,0.0,0.89,0.5,0.57,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,2640000000.0
2023-09-04,0.9,0.0,0.0,0.89,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2640000000.0
2023-09-03,0.9,0.0,0.0,0.89,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2640000000.0
2023-09-02,0.9,0.0,0.0,0.89,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2640000000.0
2023-09-01,0.9,0.0,0.0,0.89,0.5,0.6,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,2640000000.0
