,54930030NRYV5EVS2N02,549300SHI4D0QGWI8X45,549300DCU7KOL83B3B08,5493003FS3JD468P6Z37,549300LPS48DJ96NXT15,LO3UDTZUG0RICVPFGQ53,2138001GBION41P49M96,70DNWEAINTGFO4DMV441,213800SFSQPS3XKC4E48,549300MAWC0XRT4T3W74,6BS8JLEICI3VGJ264L55,213800LW6586WAWHGO96,549300GBUIYIH2F2T107,-077-,213800DTEB6NWEO6E777,2138005EXQDVICS9O155,549300ARVD4LVNCUBN81,549300DCQS14SYSPPR61,2138006AZELNYKR3A325,213800B4PLJI84A5MF35,549300WTVI4KO4GEJN54,-080-,549300X1IL2SQS14P736,549300XXZKX7UGH6E231,549300CNWH54BTXURM94,MLH7B1BVFWXZVST01715,-096-,TNWE6LERP1CI9IDAZB80,549300G4GEZ3XA3HPV97,549300A6QDHQKENHMS92,Total,Market_capitalization
2024-12-03,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-12-02,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-12-01,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-30,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-29,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-28,3.22,0.56,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,13.06,1930000000.0
2024-11-27,3.22,0.56,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-26,3.22,0.56,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-25,3.22,0.56,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.99,1930000000.0
2024-11-24,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-23,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-22,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-21,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-20,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-19,3.22,0.56,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.75,1930000000.0
2024-11-18,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-17,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-16,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-15,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-14,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-13,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-12,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-11,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-10,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-09,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-08,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.24,1930000000.0
2024-11-07,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.57,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.76,1930000000.0
2024-11-06,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.57,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.770000000000001,1930000000.0
2024-11-05,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.57,0.0,0.58,0.64,0.53,0.0,0.0,0.0,12.69,1930000000.0
2024-11-04,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.0,0.58,0.64,0.53,0.0,0.0,0.0,13.219999999999999,1930000000.0
2024-11-03,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.0,0.58,0.64,0.53,0.0,0.0,0.0,13.219999999999999,1930000000.0
2024-11-02,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.719999999999999,1930000000.0
2024-11-01,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.719999999999999,1930000000.0
2024-10-31,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.67,1930000000.0
2024-10-30,3.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.67,1930000000.0
2024-10-29,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.719999999999999,1930000000.0
2024-10-28,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.719999999999999,1930000000.0
2024-10-27,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.64,1930000000.0
2024-10-26,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.64,1930000000.0
2024-10-25,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.64,1930000000.0
2024-10-24,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.45,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.64,1930000000.0
2024-10-23,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.69,1930000000.0
2024-10-22,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.69,1930000000.0
2024-10-21,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.49,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.68,1930000000.0
2024-10-20,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.49,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.68,1930000000.0
2024-10-19,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.49,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.68,1930000000.0
2024-10-18,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.49,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,13.68,1930000000.0
2024-10-17,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.15,1930000000.0
2024-10-16,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.15,1930000000.0
2024-10-15,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.15,1930000000.0
2024-10-14,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.1,1930000000.0
2024-10-13,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.1,1930000000.0
2024-10-12,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.1,1930000000.0
2024-10-11,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.1,1930000000.0
2024-10-10,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.5,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.48,0.64,0.53,0.0,0.0,0.0,14.200000000000001,1930000000.0
2024-10-09,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.49,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.29,1930000000.0
2024-10-08,3.38,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.34,1930000000.0
2024-10-07,3.69,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.65,1930000000.0
2024-10-06,3.69,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.65,1930000000.0
2024-10-05,3.69,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.65,1930000000.0
2024-10-04,3.69,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.65,1930000000.0
2024-10-03,3.72,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.68,1930000000.0
2024-10-02,3.72,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.68,1930000000.0
2024-10-01,3.72,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.68,1930000000.0
2024-09-30,3.72,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.0,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,14.68,1570000000.0
2024-09-29,3.81,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.6,0.53,0.0,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,15.37,1570000000.0
2024-09-28,3.81,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,15.879999999999999,1570000000.0
2024-09-27,3.81,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,15.879999999999999,1570000000.0
2024-09-26,3.97,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.54,3.46,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,16.04,1570000000.0
2024-09-25,3.97,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.54,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.58,0.64,0.53,0.0,0.0,0.0,15.999999999999998,1570000000.0
2024-09-24,3.97,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.54,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.029999999999998,1570000000.0
2024-09-23,3.97,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.119999999999997,1570000000.0
2024-09-22,3.97,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.119999999999997,1570000000.0
2024-09-21,3.97,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.119999999999997,1570000000.0
2024-09-20,3.97,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.119999999999997,1570000000.0
2024-09-19,4.15,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.41,1570000000.0
2024-09-18,4.46,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.72,1570000000.0
2024-09-17,4.59,0.49,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,16.93,1570000000.0
2024-09-16,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,17.119999999999997,1570000000.0
2024-09-15,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,17.119999999999997,1570000000.0
2024-09-14,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,17.119999999999997,1570000000.0
2024-09-13,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.68,0.64,0.53,0.0,0.0,0.0,17.119999999999997,1570000000.0
2024-09-12,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,17.23,1570000000.0
2024-09-11,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,3.32,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,17.26,1570000000.0
2024-09-10,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.77,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.71,1570000000.0
2024-09-09,4.71,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.54,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.48,1570000000.0
2024-09-08,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.3,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.37,1570000000.0
2024-09-07,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.3,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.37,1570000000.0
2024-09-06,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.3,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.37,1570000000.0
2024-09-05,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,2.01,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,16.080000000000002,1570000000.0
2024-09-04,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.799999999999999,1570000000.0
2024-09-03,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.74,1570000000.0
2024-09-02,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.74,1570000000.0
2024-09-01,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.74,1570000000.0
2024-08-31,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.74,1570000000.0
2024-08-30,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.59,1570000000.0
2024-08-29,4.71,0.69,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.490000000000002,1570000000.0
