,54930030NRYV5EVS2N02,549300SHI4D0QGWI8X45,549300DCU7KOL83B3B08,5493003FS3JD468P6Z37,549300LPS48DJ96NXT15,LO3UDTZUG0RICVPFGQ53,2138001GBION41P49M96,70DNWEAINTGFO4DMV441,213800SFSQPS3XKC4E48,549300MAWC0XRT4T3W74,6BS8JLEICI3VGJ264L55,213800LW6586WAWHGO96,549300GBUIYIH2F2T107,-077-,213800DTEB6NWEO6E777,2138005EXQDVICS9O155,549300ARVD4LVNCUBN81,549300DCQS14SYSPPR61,2138006AZELNYKR3A325,213800B4PLJI84A5MF35,549300WTVI4KO4GEJN54,-080-,549300X1IL2SQS14P736,549300XXZKX7UGH6E231,549300CNWH54BTXURM94,MLH7B1BVFWXZVST01715,-096-,TNWE6LERP1CI9IDAZB80,549300G4GEZ3XA3HPV97,549300A6QDHQKENHMS92,Total,Market_capitalization
2024-08-28,4.71,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.52,1570000000.0
2024-08-27,4.71,0.66,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.47,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.46,1570000000.0
2024-08-26,4.71,0.66,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.439999999999998,1570000000.0
2024-08-25,4.71,0.66,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.439999999999998,1570000000.0
2024-08-24,4.71,0.66,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.439999999999998,1570000000.0
2024-08-23,4.71,0.66,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.49,0.53,0.0,0.0,0.0,15.439999999999998,1570000000.0
2024-08-22,4.71,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.64,0.53,0.0,0.0,0.0,15.389999999999999,1570000000.0
2024-08-21,4.71,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.76,0.53,0.0,0.0,0.0,15.509999999999998,1570000000.0
2024-08-20,4.87,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.79,0.86,0.31,0.0,0.0,0.0,15.519999999999998,1570000000.0
2024-08-19,4.87,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,15.62,1570000000.0
2024-08-18,4.87,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,15.639999999999999,1570000000.0
2024-08-17,4.87,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,15.639999999999999,1570000000.0
2024-08-16,4.87,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,15.639999999999999,1570000000.0
2024-08-15,5.01,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.53,1.73,0.0,0.0,0.25,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,15.78,1570000000.0
2024-08-14,5.01,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.31,0.0,0.0,0.0,16.04,1570000000.0
2024-08-13,5.01,0.72,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.53,1.73,0.0,0.0,0.51,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.31,0.0,0.0,0.0,15.959999999999999,1570000000.0
2024-08-12,5.01,0.93,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.53,2.66,0.0,0.0,1.03,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.53,0.0,0.0,0.0,17.63,1570000000.0
2024-08-11,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.53,2.66,0.0,0.0,0.69,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.61,0.0,0.0,0.0,17.319999999999997,1570000000.0
2024-08-10,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.53,2.66,0.0,0.0,0.69,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.61,0.0,0.0,0.0,17.319999999999997,1570000000.0
2024-08-09,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.53,2.66,0.0,0.0,0.69,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.61,0.0,0.0,0.0,17.319999999999997,1570000000.0
2024-08-08,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.53,2.66,0.0,0.0,0.27,0.6,0.53,0.51,0.0,0.57,0.5,0.9,0.86,0.53,0.0,0.0,0.0,16.73,1570000000.0
2024-08-07,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.53,2.66,0.0,0.0,0.27,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.53,0.0,0.0,0.0,16.72,1570000000.0
2024-08-06,5.01,0.88,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.27,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.6,0.0,0.0,0.0,16.759999999999998,1570000000.0
2024-08-05,5.01,0.97,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.56,0.0,0.0,0.0,17.119999999999997,1570000000.0
2024-08-04,5.01,1.06,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.56,0.0,0.0,0.0,17.21,1570000000.0
2024-08-03,5.01,1.06,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.56,0.0,0.0,0.0,17.21,1570000000.0
2024-08-02,5.01,1.06,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.56,0.0,0.0,0.0,17.21,1570000000.0
2024-08-01,5.01,1.06,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.650000000000002,1570000000.0
2024-07-31,5.01,1.06,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.650000000000002,1570000000.0
2024-07-30,5.01,1.13,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.72,1570000000.0
2024-07-29,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.86,1570000000.0
2024-07-28,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.759999999999998,1570000000.0
2024-07-27,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.759999999999998,1570000000.0
2024-07-26,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.66,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.759999999999998,1570000000.0
2024-07-25,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.54,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.639999999999997,1570000000.0
2024-07-24,5.01,1.26,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.54,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.639999999999997,1570000000.0
2024-07-23,5.01,1.31,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.54,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.86,0.0,0.0,0.0,0.0,16.689999999999998,1570000000.0
2024-07-22,5.01,1.31,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.54,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.599999999999998,1570000000.0
2024-07-21,5.01,1.31,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.47,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.53,1570000000.0
2024-07-20,5.01,1.31,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.47,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.53,1570000000.0
2024-07-19,5.01,1.31,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.53,2.47,0.0,0.0,0.58,0.6,0.53,0.51,0.0,0.57,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.53,1570000000.0
2024-07-18,5.01,1.28,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,2.36,0.0,0.0,0.31,0.6,0.53,0.51,0.0,0.57,0.46,0.89,0.77,0.0,0.0,0.0,0.0,15.989999999999998,1570000000.0
2024-07-17,5.2,1.39,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,2.27,0.0,0.0,0.54,0.6,0.53,0.51,0.0,0.57,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.43,1570000000.0
2024-07-16,5.2,1.41,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,2.07,0.0,0.0,0.54,0.6,0.53,0.51,0.0,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.169999999999998,1570000000.0
2024-07-15,5.2,1.41,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,2.07,0.0,0.0,0.54,0.6,0.53,0.51,0.0,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.669999999999998,1570000000.0
2024-07-14,5.2,1.38,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,1.74,0.0,0.0,0.54,0.6,0.53,0.51,0.0,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.31,1570000000.0
2024-07-13,5.2,1.38,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,1.74,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.81,1570000000.0
2024-07-12,5.2,1.38,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,1.74,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.81,1570000000.0
2024-07-11,5.2,1.47,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.53,1.5,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.49,0.46,0.89,0.77,0.0,0.0,0.0,0.0,16.66,1570000000.0
2024-07-10,5.2,1.47,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.53,1.4,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.49,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.57,1570000000.0
2024-07-09,5.2,1.54,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.53,0.97,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.49,0.5,0.89,0.77,0.0,0.0,0.0,0.0,16.08,1570000000.0
2024-07-08,5.2,1.54,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.53,0.68,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.57,0.5,0.89,0.77,0.0,0.0,0.0,0.0,15.769999999999998,1570000000.0
2024-07-07,5.2,1.47,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.69,0.5,0.9,0.77,0.0,0.0,0.0,0.0,16.14,1570000000.0
2024-07-06,5.2,1.47,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.69,0.5,0.9,0.77,0.0,0.0,0.0,0.0,16.14,1570000000.0
2024-07-05,5.2,1.47,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.53,0.51,0.5,0.69,0.5,0.9,0.77,0.0,0.0,0.0,0.0,16.14,1570000000.0
2024-07-04,5.2,1.38,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.61,0.51,0.5,0.82,0.5,0.8,0.77,0.0,0.0,0.0,0.0,16.16,1570000000.0
2024-07-03,5.2,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.9,0.5,0.8,0.77,0.0,0.0,0.0,0.0,16.470000000000002,1570000000.0
2024-07-02,5.15,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.490000000000002,1570000000.0
2024-07-01,4.63,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,1.01,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.07,1570000000.0
2024-06-30,4.63,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.53,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,15.959999999999999,775990000.0
2024-06-29,4.63,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.53,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.55,775990000.0
2024-06-28,4.63,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.26,775990000.0
2024-06-27,4.63,1.44,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.26,775990000.0
2024-06-26,4.63,1.44,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.8,0.77,0.0,0.0,0.0,0.0,16.160000000000004,775990000.0
2024-06-25,4.63,1.44,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.9,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.060000000000002,775990000.0
2024-06-24,4.48,1.39,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.48,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.44,0.73,0.51,0.5,0.86,0.59,0.7,0.77,0.0,0.0,0.0,0.0,15.77,775990000.0
2024-06-23,4.48,1.47,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.37,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.96,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.0,775990000.0
2024-06-22,4.48,1.47,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.37,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.96,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.0,775990000.0
2024-06-21,4.48,1.47,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.37,0.59,0.0,0.24,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.96,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.0,775990000.0
2024-06-20,4.48,1.47,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.22,0.59,0.0,0.53,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,1.0,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.18,775990000.0
2024-06-19,4.48,1.52,0.5,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.74,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,0.97,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.34,775990000.0
2024-06-18,4.48,1.49,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,1.06,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.590000000000003,775990000.0
2024-06-17,4.72,1.49,0.5,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.73,0.51,0.5,1.06,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.830000000000002,775990000.0
2024-06-16,4.72,1.55,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.64,0.51,0.5,0.91,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.759999999999998,775990000.0
2024-06-15,4.72,1.55,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.64,0.51,0.5,0.91,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.759999999999998,775990000.0
2024-06-14,4.72,1.55,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.64,0.51,0.5,0.91,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.759999999999998,775990000.0
2024-06-13,4.72,1.55,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.83,0.99,0.0,0.0,0.54,0.6,0.64,0.49,0.5,0.91,0.59,0.7,0.77,0.0,0.0,0.0,0.0,16.74,775990000.0
2024-06-12,4.72,1.55,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.15,0.59,0.0,0.76,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.91,0.59,0.7,0.77,0.0,0.0,0.0,0.0,17.18,775990000.0
2024-06-11,4.72,1.55,0.5,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.26,0.59,0.0,0.76,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.91,0.59,0.6,0.64,0.0,0.0,0.0,0.0,17.19,775990000.0
2024-06-10,4.72,1.55,0.5,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.26,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.89,0.59,0.6,0.64,0.0,0.0,0.0,0.0,17.050000000000004,775990000.0
2024-06-09,4.72,1.49,0.5,0.0,0.94,0.0,0.0,0.0,0.0,0.0,1.35,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.89,0.59,0.6,0.64,0.0,0.0,0.0,0.0,17.140000000000004,775990000.0
2024-06-08,4.72,1.49,0.5,0.0,0.94,0.0,0.0,0.0,0.0,0.0,1.35,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.89,0.59,0.6,0.64,0.0,0.0,0.0,0.0,17.140000000000004,775990000.0
2024-06-07,4.72,1.49,0.5,0.0,0.94,0.0,0.0,0.0,0.0,0.0,1.35,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.89,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.040000000000003,775990000.0
2024-06-06,4.72,1.49,0.5,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.35,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.49,0.5,0.89,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.180000000000003,775990000.0
2024-06-05,4.72,1.5,0.5,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.46,0.59,0.0,0.64,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.9,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.330000000000002,775990000.0
2024-06-04,4.72,1.44,0.5,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.53,0.59,0.0,0.58,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.88,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.37,775990000.0
2024-06-03,4.72,1.44,0.5,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.71,0.59,0.0,0.58,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.91,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.580000000000002,775990000.0
2024-06-02,4.72,1.51,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.82,0.59,0.0,0.49,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.87,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.66,775990000.0
2024-06-01,4.72,1.51,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.82,0.59,0.0,0.49,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.87,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.66,775990000.0
2024-05-31,4.72,1.51,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.82,0.59,0.0,0.49,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.87,0.49,0.6,0.64,0.0,0.0,0.0,0.0,17.66,775990000.0
2024-05-30,4.72,1.44,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.49,0.99,0.0,0.0,0.97,0.6,0.64,0.51,0.5,0.9,0.59,0.6,0.64,0.0,0.0,0.0,0.0,17.880000000000003,775990000.0
2024-05-29,4.72,1.55,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.49,0.99,0.0,0.0,0.97,0.71,0.64,0.51,0.5,0.87,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.07,775990000.0
2024-05-28,4.72,1.48,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.82,0.99,0.0,0.0,0.97,0.71,0.64,0.49,0.5,0.87,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.310000000000002,775990000.0
2024-05-27,4.72,1.32,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.9,0.99,0.0,0.0,0.97,0.71,0.64,0.49,0.5,1.04,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.400000000000006,775990000.0
2024-05-26,4.72,1.32,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.9,0.99,0.0,0.0,0.97,0.71,0.64,0.49,0.5,1.04,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.400000000000006,775990000.0
2024-05-25,4.72,1.32,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.9,0.99,0.0,0.0,0.97,0.71,0.64,0.49,0.5,1.04,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.400000000000006,775990000.0
2024-05-24,4.72,1.32,0.5,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.98,0.59,0.0,0.9,0.99,0.0,0.0,0.97,0.71,0.64,0.49,0.5,1.04,0.59,0.6,0.64,0.0,0.0,0.0,0.0,18.400000000000006,775990000.0
