,549300DCU7KOL83B3B08,213800RUT3C1PCHUQP60,-096-,549300Y6MN6ECOGZD589,54930030NRYV5EVS2N02,2138005EXQDVICS9O155,549300MDXMDILOI3EJ96,549300A6QDHQKENHMS92,213800CWAHHW6YYZII58,213800S2TA8P2U4L5P50,549300X1IL2SQS14P736,Total,Market_capitalization
2023-12-17,0.0,1.27,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,56350000.0
2023-12-16,0.0,1.27,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,56350000.0
2023-12-15,0.0,1.27,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,56350000.0
2023-12-14,0.0,1.27,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,56350000.0
2023-12-13,0.0,1.27,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,56350000.0
2023-12-12,0.0,1.27,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,56350000.0
2023-12-11,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-10,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-09,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-08,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-07,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-06,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-05,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-04,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-03,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-02,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-12-01,0.0,1.27,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,56350000.0
2023-11-30,0.0,1.27,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,56350000.0
2023-11-29,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-28,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-27,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-26,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-25,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-24,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-23,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-22,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-21,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-20,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-19,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-18,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-17,0.0,1.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,56350000.0
2023-11-16,0.0,1.27,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,56350000.0
2023-11-15,0.0,1.27,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,56350000.0
2023-11-14,0.0,1.27,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,56350000.0
2023-11-13,0.0,1.27,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,56350000.0
2023-11-12,0.0,1.27,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,56350000.0
2023-11-11,0.0,1.27,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,56350000.0
2023-11-10,0.46,1.27,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,56350000.0
2023-11-09,0.46,1.27,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,56350000.0
2023-11-08,0.46,1.27,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,56350000.0
2023-11-07,0.46,1.27,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,56350000.0
2023-11-06,0.46,1.27,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,56350000.0
2023-11-05,0.46,1.27,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,56350000.0
2023-11-04,0.46,1.27,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,56350000.0
2023-11-03,0.46,1.27,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359999999999999,56350000.0
2023-11-02,0.5,1.27,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,56350000.0
2023-11-01,0.5,1.27,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.609999999999999,56350000.0
2023-10-31,0.5,1.27,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.609999999999999,56350000.0
2023-10-30,0.5,1.27,2.84,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,5.09,56350000.0
2023-10-29,0.46,1.27,2.78,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,4.99,56350000.0
2023-10-28,0.46,1.27,2.78,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,4.99,56350000.0
2023-10-27,0.46,1.27,2.78,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,4.99,56350000.0
2023-10-26,0.46,1.27,2.8,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,5.01,56350000.0
2023-10-25,0.46,1.27,2.8,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,5.01,56350000.0
2023-10-24,0.46,1.34,2.8,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,5.08,56350000.0
2023-10-23,0.46,1.42,2.9,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,5.26,56350000.0
2023-10-22,0.58,1.69,3.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,5.9399999999999995,56350000.0
2023-10-21,0.58,1.69,3.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,5.9399999999999995,56350000.0
2023-10-20,0.58,1.69,3.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,5.9399999999999995,56350000.0
2023-10-19,0.58,1.69,3.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,5.9399999999999995,56350000.0
2023-10-18,0.69,1.69,3.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,6.05,56350000.0
2023-10-17,0.69,1.89,3.08,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,6.73,56350000.0
2023-10-16,0.69,1.89,3.08,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,6.73,56350000.0
2023-10-15,0.69,0.0,3.11,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.869999999999999,56350000.0
2023-10-14,0.69,0.0,3.11,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.869999999999999,56350000.0
2023-10-13,0.69,0.0,3.11,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.869999999999999,56350000.0
2023-10-12,0.69,0.0,3.07,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.83,56350000.0
2023-10-11,0.69,0.0,3.07,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.83,56350000.0
2023-10-10,0.69,0.0,3.07,0.0,0.0,0.0,0.0,0.59,0.48,0.0,0.0,4.83,56350000.0
2023-10-09,0.69,0.0,3.12,0.0,0.0,0.0,0.0,0.59,0.51,0.0,0.0,4.91,56350000.0
2023-10-08,0.69,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,4.99,56350000.0
2023-10-07,0.69,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,4.99,56350000.0
2023-10-06,0.69,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,4.99,56350000.0
2023-10-05,0.69,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,4.99,56350000.0
2023-10-04,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,56350000.0
2023-10-03,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,56350000.0
2023-10-02,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,56350000.0
2023-10-01,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,56350000.0
2023-09-30,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,809570000.0
2023-09-29,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,809570000.0
2023-09-28,0.71,0.0,3.12,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.01,809570000.0
2023-09-27,0.71,0.0,3.09,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,4.9799999999999995,809570000.0
2023-09-26,0.71,0.0,3.18,0.0,0.0,0.0,0.0,0.67,0.51,0.0,0.0,5.07,809570000.0
2023-09-25,0.71,0.0,3.18,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.5600000000000005,809570000.0
2023-09-24,0.71,0.0,3.04,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.42,809570000.0
2023-09-23,0.71,0.0,3.04,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.42,809570000.0
2023-09-22,0.71,0.0,3.04,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.42,809570000.0
2023-09-21,0.71,0.0,3.04,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.42,809570000.0
2023-09-20,0.71,0.0,2.91,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.29,809570000.0
2023-09-19,0.71,0.0,2.91,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.29,809570000.0
2023-09-18,0.71,0.0,2.91,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.29,809570000.0
2023-09-17,0.71,0.0,2.88,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,4.08,809570000.0
2023-09-16,0.71,0.0,2.88,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,4.08,809570000.0
2023-09-15,0.71,0.0,2.88,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,4.08,809570000.0
2023-09-14,0.68,0.0,2.88,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,4.05,809570000.0
2023-09-13,0.79,0.0,2.88,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,4.16,809570000.0
2023-09-12,0.79,0.0,2.77,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,4.07,809570000.0
2023-09-11,0.79,0.0,2.77,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,4.07,809570000.0
2023-09-10,0.79,2.02,2.92,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,6.24,809570000.0
2023-09-09,0.79,2.02,2.92,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,6.24,809570000.0
2023-09-08,0.79,2.02,2.92,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,6.24,809570000.0
2023-09-07,0.79,2.02,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6899999999999995,809570000.0
2023-09-06,0.79,2.02,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,809570000.0
2023-09-05,0.79,2.02,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,809570000.0
2023-09-04,0.79,2.02,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,809570000.0
2023-09-03,0.79,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,809570000.0
2023-09-02,0.79,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,809570000.0
2023-09-01,0.79,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,809570000.0
2023-08-31,0.79,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,809570000.0
2023-08-30,0.89,2.02,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,809570000.0
2023-08-29,0.89,2.02,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,809570000.0
2023-08-28,0.89,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,809570000.0
2023-08-27,0.89,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,809570000.0
2023-08-26,0.89,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,809570000.0
2023-08-25,0.89,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,809570000.0
2023-08-24,0.89,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,809570000.0
2023-08-23,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-22,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-21,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-20,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-19,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-18,0.92,2.02,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-17,0.92,2.02,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,809570000.0
2023-08-16,0.92,2.02,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,809570000.0
2023-08-15,0.92,2.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,809570000.0
2023-08-14,0.86,2.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999,809570000.0
2023-08-13,0.86,2.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999,809570000.0
2023-08-12,0.86,2.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999,809570000.0
2023-08-11,0.86,2.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999,809570000.0
2023-08-10,1.09,2.02,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640000000000001,809570000.0
2023-08-09,1.09,2.02,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,809570000.0
2023-08-08,1.09,2.02,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,809570000.0
2023-08-07,1.09,2.02,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-06,1.09,2.02,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-05,1.09,2.02,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-04,1.09,2.02,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,809570000.0
2023-08-03,1.09,2.02,2.51,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.11,809570000.0
2023-08-02,1.15,2.02,2.51,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.17,809570000.0
2023-08-01,1.15,2.02,2.51,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.17,809570000.0
2023-07-31,1.15,2.02,2.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.0600000000000005,809570000.0
2023-07-30,1.15,2.02,2.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.0600000000000005,809570000.0
2023-07-29,1.15,2.02,2.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.0600000000000005,809570000.0
2023-07-28,1.15,2.02,2.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.0600000000000005,809570000.0
2023-07-27,1.15,2.02,2.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.0600000000000005,809570000.0
2023-07-26,1.15,2.02,2.5,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,6.26,809570000.0
2023-07-25,1.09,2.02,2.39,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,6.26,809570000.0
2023-07-24,1.13,2.02,2.55,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,6.579999999999999,809570000.0
2023-07-23,1.13,2.02,2.48,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,6.51,809570000.0
2023-07-22,1.13,2.02,2.48,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,6.51,809570000.0
2023-07-21,1.13,2.02,2.48,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,6.51,809570000.0
2023-07-20,1.13,2.02,2.48,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,6.51,809570000.0
2023-07-19,1.13,2.02,2.48,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,6.609999999999999,809570000.0
2023-07-18,1.13,2.02,2.48,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,6.609999999999999,809570000.0
2023-07-17,1.13,2.02,2.48,0.0,2.49,0.0,0.98,0.0,0.0,0.0,0.0,9.100000000000001,809570000.0
2023-07-16,1.13,2.02,2.48,0.0,2.49,0.0,0.98,0.0,0.0,0.0,0.0,9.100000000000001,809570000.0
2023-07-15,1.13,2.02,2.48,0.0,2.49,0.0,0.98,0.0,0.0,0.0,0.0,9.100000000000001,809570000.0
2023-07-14,1.13,2.02,2.48,0.0,2.49,0.89,0.98,0.0,0.0,0.0,0.0,9.990000000000002,809570000.0
2023-07-13,1.13,2.02,2.48,0.0,2.49,0.89,1.03,0.0,0.0,0.0,0.0,10.040000000000001,809570000.0
2023-07-12,1.07,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.14,809570000.0
2023-07-11,1.11,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.18,809570000.0
2023-07-10,1.11,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.18,809570000.0
2023-07-09,1.11,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.18,809570000.0
2023-07-08,1.11,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.18,809570000.0
2023-07-07,1.11,2.02,2.48,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.18,809570000.0
2023-07-06,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-07-05,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-07-04,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-07-03,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-07-02,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-07-01,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-06-30,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-06-29,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-06-28,1.11,2.02,2.59,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-06-27,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-26,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-25,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-24,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-23,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-22,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-21,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-20,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-19,1.11,2.02,2.65,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.35,809570000.0
2023-06-18,1.02,2.02,2.65,0.0,2.49,0.89,1.27,0.0,0.0,0.0,0.0,10.34,809570000.0
2023-06-17,1.02,2.02,2.65,0.0,2.49,0.89,1.27,0.0,0.0,0.0,0.0,10.34,809570000.0
2023-06-16,1.02,2.02,2.65,0.0,2.49,0.89,1.27,0.0,0.0,0.0,0.0,10.34,809570000.0
2023-06-15,1.02,2.02,2.89,0.0,2.49,0.89,1.27,0.0,0.0,0.0,0.0,10.58,809570000.0
2023-06-14,0.95,2.02,2.89,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.6,809570000.0
2023-06-13,1.0,2.02,2.99,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.75,809570000.0
2023-06-12,0.93,2.02,2.99,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.68,809570000.0
2023-06-11,0.93,2.02,3.08,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.77,809570000.0
2023-06-10,0.93,2.02,3.08,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.77,809570000.0
2023-06-09,0.93,2.02,3.08,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.77,809570000.0
2023-06-08,0.93,2.02,3.08,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.77,809570000.0
2023-06-07,0.93,2.02,3.08,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.77,809570000.0
2023-06-06,0.93,2.02,2.97,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.66,809570000.0
2023-06-05,0.86,2.02,2.97,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.59,809570000.0
2023-06-04,0.86,2.02,3.04,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.66,809570000.0
2023-06-03,0.86,2.02,3.04,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.66,809570000.0
2023-06-02,0.86,2.02,3.04,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.66,809570000.0
2023-06-01,0.95,2.02,3.04,0.0,2.49,0.89,1.36,0.0,0.0,0.0,0.0,10.75,809570000.0
2023-05-31,1.01,2.02,3.04,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.700000000000001,809570000.0
2023-05-30,1.01,2.02,2.95,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.610000000000001,809570000.0
2023-05-29,1.01,2.02,2.95,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.610000000000001,809570000.0
2023-05-28,0.99,2.02,2.95,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.59,809570000.0
2023-05-27,0.99,2.02,2.95,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.59,809570000.0
2023-05-26,0.99,2.02,2.95,0.0,2.49,0.89,1.25,0.0,0.0,0.0,0.0,10.59,809570000.0
2023-05-25,1.09,2.02,2.95,0.0,2.49,0.89,1.19,0.0,0.0,0.0,0.0,10.63,809570000.0
2023-05-24,1.09,2.02,2.95,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.440000000000001,809570000.0
2023-05-23,0.89,2.02,2.8,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.09,809570000.0
2023-05-22,0.91,2.02,2.71,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.020000000000001,809570000.0
2023-05-21,0.89,2.02,2.68,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,9.97,809570000.0
2023-05-20,0.89,2.02,2.68,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,9.97,809570000.0
2023-05-19,0.89,2.02,2.68,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,9.97,809570000.0
2023-05-18,0.89,2.02,2.7,0.0,2.49,0.89,1.0,0.0,0.0,0.0,0.0,9.990000000000002,809570000.0
2023-05-17,0.9,2.02,2.67,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.450000000000001,809570000.0
2023-05-16,0.8,2.02,2.55,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.23,809570000.0
2023-05-15,0.8,2.02,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.290000000000001,809570000.0
2023-05-14,0.7,2.02,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.190000000000001,809570000.0
2023-05-13,0.7,2.02,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.190000000000001,809570000.0
2023-05-12,0.7,2.02,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.190000000000001,809570000.0
2023-05-11,0.7,2.02,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.190000000000001,809570000.0
2023-05-10,0.7,1.9,2.61,0.48,2.49,0.89,1.0,0.0,0.0,0.0,0.0,10.07,809570000.0
