,549300DCU7KOL83B3B08,549300KKLDTNOIW0NU52,549300SHI4D0QGWI8X45,6BS8JLEICI3VGJ264L55,549300ARVD4LVNCUBN81,549300XXZKX7UGH6E231,54930030NRYV5EVS2N02,-077-,549300GHZ48Y72I6HZ24,213800R9V4YAT2TH3762,5493003FS3JD468P6Z37,549300X1IL2SQS14P736,549300DCQS14SYSPPR61,549300IL8TQT0JMDJJ80,549300RHSQCH106OWF77,549300RYJEP013YME360,549300GC5MDF1KXYMP06,549300LPS48DJ96NXT15,-066-,Total,Market_capitalization
2024-04-04,1.71,0.58,0.91,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,1980000000.0
2024-04-03,1.71,0.58,0.91,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7600000000000002,1980000000.0
2024-04-02,1.58,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,1980000000.0
2024-04-01,1.67,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1980000000.0
2024-03-31,1.67,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2140000000.0
2024-03-30,1.67,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2140000000.0
2024-03-29,1.67,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2140000000.0
2024-03-28,1.67,0.58,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,2140000000.0
2024-03-27,1.76,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,2140000000.0
2024-03-26,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-25,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-24,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-23,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-22,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-21,1.86,0.58,0.79,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2140000000.0
2024-03-20,1.73,0.58,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2140000000.0
2024-03-19,1.73,0.58,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2140000000.0
2024-03-18,1.73,0.58,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2140000000.0
2024-03-17,1.64,0.58,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2140000000.0
2024-03-16,1.64,0.58,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6199999999999997,2140000000.0
2024-03-15,1.64,0.49,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,2140000000.0
2024-03-14,1.64,0.49,0.84,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,2140000000.0
2024-03-13,1.37,0.49,1.08,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,2140000000.0
2024-03-12,1.27,0.49,0.96,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,2140000000.0
2024-03-11,1.27,0.49,0.96,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,2140000000.0
2024-03-10,1.27,0.49,0.87,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,2140000000.0
2024-03-09,1.27,0.49,0.87,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2140000000.0
2024-03-08,1.27,0.49,0.87,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,2140000000.0
2024-03-07,1.27,0.58,0.87,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003,2140000000.0
2024-03-06,1.27,0.58,0.87,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003,2140000000.0
2024-03-05,1.27,0.58,0.87,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003,2140000000.0
2024-03-04,1.27,0.66,0.76,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8300000000000005,2140000000.0
2024-03-03,1.27,0.66,0.63,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2140000000.0
2024-03-02,1.27,0.66,0.63,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2140000000.0
2024-03-01,1.27,0.66,0.63,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2140000000.0
2024-02-29,1.37,0.66,0.57,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,2140000000.0
2024-02-28,1.41,0.66,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2140000000.0
2024-02-27,1.41,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,2140000000.0
2024-02-26,1.56,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2140000000.0
2024-02-25,1.56,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2140000000.0
2024-02-24,1.56,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2140000000.0
2024-02-23,1.56,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2140000000.0
2024-02-22,1.56,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2140000000.0
2024-02-21,1.67,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2140000000.0
2024-02-20,1.67,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,2140000000.0
2024-02-19,1.67,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,2140000000.0
2024-02-18,1.67,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,2140000000.0
2024-02-17,1.67,0.78,0.59,0.0,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,2140000000.0
2024-02-16,1.67,0.78,0.59,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2140000000.0
2024-02-15,1.67,0.78,0.59,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2140000000.0
2024-02-14,1.79,0.78,0.59,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4799999999999995,2140000000.0
2024-02-13,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2140000000.0
2024-02-12,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2140000000.0
2024-02-11,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2140000000.0
2024-02-10,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,2140000000.0
2024-02-09,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,2140000000.0
2024-02-08,1.79,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,2140000000.0
2024-02-07,1.8,0.78,0.47,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,2140000000.0
2024-02-06,1.77,0.88,0.47,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,2140000000.0
2024-02-05,1.84,0.88,0.59,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-02-04,1.84,0.88,0.59,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-02-03,1.84,0.88,0.59,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-02-02,1.84,0.88,0.59,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-02-01,1.84,0.88,0.59,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-01-31,1.84,0.88,0.65,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,2140000000.0
2024-01-30,1.7,0.88,0.65,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,2140000000.0
2024-01-29,1.7,0.88,0.76,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249999999999999,2140000000.0
2024-01-28,1.7,0.88,0.76,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249999999999999,2140000000.0
2024-01-27,1.7,0.88,0.76,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249999999999999,2140000000.0
2024-01-26,1.7,0.88,0.76,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249999999999999,2140000000.0
2024-01-25,1.69,0.88,0.76,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-24,1.69,0.88,0.81,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,2140000000.0
2024-01-23,1.69,0.88,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,2140000000.0
2024-01-22,1.69,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-21,1.69,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-20,1.69,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-19,1.69,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-18,1.69,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239999999999999,2140000000.0
2024-01-17,1.75,0.89,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,2140000000.0
2024-01-16,1.75,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2140000000.0
2024-01-15,1.75,0.9,0.74,0.57,0.0,0.58,0.56,0.0,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2140000000.0
2024-01-14,1.75,0.9,0.74,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2140000000.0
2024-01-13,1.75,0.9,0.74,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2140000000.0
2024-01-12,1.75,0.9,0.74,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2140000000.0
2024-01-11,1.75,0.9,0.62,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2140000000.0
2024-01-10,1.75,0.9,0.62,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2140000000.0
2024-01-09,1.75,0.9,0.62,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680000000000001,2140000000.0
2024-01-08,1.75,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,2140000000.0
2024-01-07,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-06,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-05,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-04,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-03,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-02,1.82,0.9,0.57,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,2140000000.0
2024-01-01,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2140000000.0
2023-12-31,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-30,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-29,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-28,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-27,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-26,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-25,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-24,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-23,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-22,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-21,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-20,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-19,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-18,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-17,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-16,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-15,1.82,0.9,0.64,0.57,0.0,0.58,0.56,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,2450000000.0
2023-12-14,1.73,0.9,0.64,0.57,0.0,0.58,0.63,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,2450000000.0
2023-12-13,1.73,0.9,0.7,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,2450000000.0
2023-12-12,1.6,0.9,0.7,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,2450000000.0
2023-12-11,1.6,0.81,0.7,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,2450000000.0
2023-12-10,1.6,0.81,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,2450000000.0
2023-12-09,1.6,0.81,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,2450000000.0
2023-12-08,1.6,0.81,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,2450000000.0
2023-12-07,1.42,0.81,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,2450000000.0
2023-12-06,1.42,0.74,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,2450000000.0
2023-12-05,1.26,0.74,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2450000000.0
2023-12-04,1.15,0.74,0.65,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2450000000.0
2023-12-03,0.99,0.74,0.59,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2450000000.0
2023-12-02,0.99,0.74,0.59,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2450000000.0
2023-12-01,0.99,0.74,0.59,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2450000000.0
2023-11-30,1.08,0.74,0.6,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,2450000000.0
2023-11-29,1.08,0.74,0.52,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2450000000.0
2023-11-28,1.08,0.74,0.52,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2450000000.0
2023-11-27,1.1,0.74,0.52,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,2450000000.0
2023-11-26,1.08,0.74,0.52,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2450000000.0
2023-11-25,1.08,0.74,0.52,0.57,0.0,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2450000000.0
2023-11-24,1.08,0.74,0.52,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4799999999999995,2450000000.0
2023-11-23,1.16,0.74,0.47,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-22,1.16,0.74,0.47,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-21,1.26,0.74,0.47,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-20,1.26,0.74,0.47,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-19,1.26,0.74,0.47,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-18,1.26,0.74,0.47,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-17,1.26,0.74,0.47,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,2450000000.0
2023-11-16,1.26,0.74,0.5,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,2450000000.0
2023-11-15,1.26,0.74,0.49,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,2450000000.0
2023-11-14,1.16,0.74,0.53,0.57,0.59,0.48,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,2450000000.0
