,549300DCU7KOL83B3B08,549300KKLDTNOIW0NU52,549300SHI4D0QGWI8X45,6BS8JLEICI3VGJ264L55,549300ARVD4LVNCUBN81,549300XXZKX7UGH6E231,54930030NRYV5EVS2N02,-077-,549300GHZ48Y72I6HZ24,213800R9V4YAT2TH3762,5493003FS3JD468P6Z37,549300X1IL2SQS14P736,549300DCQS14SYSPPR61,549300IL8TQT0JMDJJ80,549300RHSQCH106OWF77,549300RYJEP013YME360,549300GC5MDF1KXYMP06,549300LPS48DJ96NXT15,-066-,Total,Market_capitalization
2023-11-13,1.07,0.74,0.53,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4799999999999995,2450000000.0
2023-11-12,0.94,0.74,0.47,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,2450000000.0
2023-11-11,0.94,0.74,0.47,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,2450000000.0
2023-11-10,0.94,0.74,0.47,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,2450000000.0
2023-11-09,0.94,0.74,0.57,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,2450000000.0
2023-11-08,0.83,0.89,0.57,0.57,0.59,0.58,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,2450000000.0
2023-11-07,0.83,0.89,0.57,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,2450000000.0
2023-11-06,0.7,0.89,0.62,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,2450000000.0
2023-11-05,0.63,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,2450000000.0
2023-11-04,0.63,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,2450000000.0
2023-11-03,0.63,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,2450000000.0
2023-11-02,0.42,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,2450000000.0
2023-11-01,0.42,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.829999999999999,2450000000.0
2023-10-31,0.42,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.829999999999999,2450000000.0
2023-10-30,0.42,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.829999999999999,2450000000.0
2023-10-29,0.58,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989999999999999,2450000000.0
2023-10-28,0.58,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989999999999999,2450000000.0
2023-10-27,0.58,0.89,0.5,0.57,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989999999999999,2450000000.0
2023-10-26,0.58,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2450000000.0
2023-10-25,0.6,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,2450000000.0
2023-10-24,0.52,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2450000000.0
2023-10-23,0.55,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2450000000.0
2023-10-22,0.55,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2450000000.0
2023-10-21,0.55,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2450000000.0
2023-10-20,0.55,0.89,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2450000000.0
2023-10-19,0.55,0.91,0.5,0.47,0.59,0.6,0.7,0.5,0.49,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2450000000.0
2023-10-18,0.55,0.91,0.5,0.57,0.59,0.6,0.7,0.5,0.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,2450000000.0
2023-10-17,0.55,0.91,0.5,0.57,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.089999999999999,2450000000.0
2023-10-16,0.55,0.91,0.5,0.69,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209999999999999,2450000000.0
2023-10-15,0.55,0.91,0.5,0.69,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209999999999999,2450000000.0
2023-10-14,0.55,0.91,0.5,0.69,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209999999999999,2450000000.0
2023-10-13,0.55,0.91,0.5,0.69,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.209999999999999,2450000000.0
2023-10-12,0.55,0.91,0.5,0.78,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2450000000.0
2023-10-11,0.55,0.91,0.5,0.78,0.59,0.6,0.68,0.5,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2450000000.0
2023-10-10,0.55,0.91,0.5,0.88,0.59,0.6,0.68,0.5,0.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999999999998,2450000000.0
2023-10-09,0.55,0.91,0.5,0.88,0.59,0.6,0.68,0.5,0.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999999999998,2450000000.0
2023-10-08,0.55,0.91,0.5,0.88,0.59,0.6,0.68,0.5,0.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999999999998,2450000000.0
2023-10-07,0.55,0.91,0.5,0.88,0.59,0.6,0.68,0.5,0.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999999999998,2450000000.0
2023-10-06,0.55,0.91,0.5,0.88,0.59,0.6,0.68,0.5,0.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.499999999999998,2450000000.0
2023-10-05,0.55,0.91,0.5,0.98,0.59,0.6,0.68,0.5,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2450000000.0
2023-10-04,0.55,0.91,0.5,0.98,0.59,0.6,0.68,0.5,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2450000000.0
2023-10-03,0.55,0.91,0.5,1.03,0.59,0.6,0.68,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,2450000000.0
2023-10-02,0.55,0.91,0.5,1.03,0.59,0.6,0.68,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.959999999999999,2450000000.0
2023-10-01,0.55,0.91,0.5,0.93,0.59,0.6,0.68,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2450000000.0
2023-09-30,0.55,0.91,0.5,0.93,0.59,0.6,0.68,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2450000000.0
2023-09-29,0.55,0.91,0.5,0.93,0.59,0.6,0.68,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2450000000.0
2023-09-28,0.55,0.91,0.5,0.93,0.59,0.6,0.68,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.859999999999999,2450000000.0
2023-09-27,0.55,0.91,0.5,0.93,0.59,0.6,0.51,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6899999999999995,2450000000.0
2023-09-26,0.55,0.91,0.5,0.93,0.59,0.6,0.51,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6899999999999995,2450000000.0
2023-09-25,0.55,0.91,0.5,0.93,0.59,0.6,0.51,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6899999999999995,2450000000.0
2023-09-24,0.55,0.91,0.5,0.87,0.59,0.6,0.51,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.529999999999999,2450000000.0
2023-09-23,0.55,0.91,0.5,0.87,0.59,0.6,0.51,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.529999999999999,2450000000.0
2023-09-22,0.34,0.91,0.5,0.87,0.59,0.6,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930000000000001,2450000000.0
2023-09-21,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-20,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-19,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-18,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-17,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-16,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-15,0.34,0.91,0.5,0.79,0.59,0.5,0.51,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2450000000.0
2023-09-14,0.55,0.91,0.5,0.86,0.59,0.5,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,2450000000.0
2023-09-13,0.55,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,2450000000.0
2023-09-12,0.55,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,2450000000.0
2023-09-11,0.0,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,2450000000.0
2023-09-10,0.0,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,2450000000.0
2023-09-09,0.0,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,2450000000.0
2023-09-08,0.0,0.91,0.5,0.86,0.59,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,2450000000.0
2023-09-07,0.0,0.91,0.5,0.86,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,2450000000.0
2023-09-06,0.0,0.91,0.5,0.98,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,2450000000.0
2023-09-05,0.0,0.91,0.5,0.98,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,2450000000.0
2023-09-04,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-09-03,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-09-02,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-09-01,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-08-31,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-08-30,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-08-29,0.0,0.91,0.5,1.0,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2450000000.0
2023-08-28,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-27,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-26,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-25,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-24,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-23,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-22,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-21,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-20,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-19,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-18,0.0,0.91,0.5,1.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2450000000.0
2023-08-17,0.0,0.82,0.5,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2450000000.0
2023-08-16,0.0,0.82,0.5,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2450000000.0
2023-08-15,0.0,0.82,0.5,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2450000000.0
2023-08-14,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-13,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-12,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-11,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-10,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-09,0.0,0.82,0.5,0.93,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2450000000.0
2023-08-08,0.0,0.82,0.5,0.87,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6799999999999997,2450000000.0
2023-08-07,0.0,0.82,0.5,0.87,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6799999999999997,2450000000.0
2023-08-06,0.0,0.82,0.5,0.87,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2450000000.0
2023-08-05,0.0,0.82,0.5,0.87,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2450000000.0
2023-08-04,0.0,0.82,0.49,0.87,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,2450000000.0
2023-08-03,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-08-02,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-08-01,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-07-31,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-07-30,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-07-29,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-07-28,0.0,0.71,0.49,0.74,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2450000000.0
2023-07-27,0.0,0.71,0.5,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2450000000.0
2023-07-26,0.0,0.71,0.5,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2450000000.0
2023-07-25,0.0,0.71,0.49,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-24,0.0,0.71,0.5,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,2450000000.0
2023-07-23,0.0,0.71,0.58,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,2450000000.0
2023-07-22,0.0,0.71,0.58,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,2450000000.0
2023-07-21,0.0,0.71,0.58,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,2450000000.0
2023-07-20,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-19,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-18,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-17,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-16,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-15,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-14,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-13,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-12,0.0,0.71,0.58,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2450000000.0
2023-07-11,0.0,0.71,0.58,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2450000000.0
2023-07-10,0.0,0.71,0.58,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2450000000.0
2023-07-09,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-08,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-07,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-06,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-05,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-04,0.0,0.71,0.58,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899999999999997,2450000000.0
2023-07-03,0.0,0.71,0.58,0.62,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,2450000000.0
2023-07-02,0.0,0.71,0.58,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,2450000000.0
2023-07-01,0.0,0.71,0.58,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,2450000000.0
2023-06-30,0.0,0.71,0.45,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,2450000000.0
2023-06-29,0.0,0.71,0.45,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,2450000000.0
2023-06-28,0.0,0.71,0.45,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7799999999999998,2450000000.0
2023-06-27,0.0,0.71,0.45,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7799999999999998,2450000000.0
2023-06-26,0.0,0.71,0.45,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7799999999999998,2450000000.0
2023-06-25,0.0,0.71,0.45,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7799999999999998,2450000000.0
2023-06-24,0.0,0.71,0.45,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7799999999999998,2450000000.0
