,549300SHI4D0QGWI8X45,549300RK1FB0VMTPD087,6BS8JLEICI3VGJ264L55,549300KKLDTNOIW0NU52,TIJEY45X097ZK7UNQS80,549300DCU7KOL83B3B08,549300ARVD4LVNCUBN81,549300LPS48DJ96NXT15,IEY25V8W6D7HRX2LB395,Total,Market_capitalization
2023-05-16,0.58,0.81,0.09,0.42,0.22,0.78,0.0,0.0,0.0,2.9000000000000004,2310000000.0
2023-05-15,0.6,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,3.0,2310000000.0
2023-05-14,0.57,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,2.9699999999999998,2310000000.0
2023-05-13,0.57,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,2.9699999999999998,2310000000.0
2023-05-12,0.57,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,2.9699999999999998,2310000000.0
2023-05-11,0.57,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,2.9699999999999998,2310000000.0
2023-05-10,0.57,0.81,0.09,0.42,0.22,0.86,0.0,0.0,0.0,2.9699999999999998,2310000000.0
2023-05-09,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-08,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-07,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-06,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-05,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-04,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-03,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-02,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-05-01,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
2023-04-30,0.69,0.81,0.09,0.42,0.22,0.99,0.0,0.0,0.0,3.2200000000000006,2310000000.0
