,549300SHI4D0QGWI8X45,549300RHSQCH106OWF77,549300DCU7KOL83B3B08,213800RUT3C1PCHUQP60,-077-,5493007QZ05MKPON5O03,213800YQHG6V3VDDRN10,549300GHZ48Y72I6HZ24,549300EJ1ZB4YYIOMD56,54930030NRYV5EVS2N02,549300ARVD4LVNCUBN81,549300X1IL2SQS14P736,549300XXZKX7UGH6E231,MQILSVGGL6RJH5NDWP11,70DNWEAINTGFO4DMV441,TNWE6LERP1CI9IDAZB80,-066-,549300LPS48DJ96NXT15,Total,Market_capitalization
2024-12-19,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.5,0.0,0.0,0.0,0.0,1.69,1720000000.0
2024-12-18,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,1.69,1720000000.0
2024-12-17,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.6,1720000000.0
2024-12-16,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.6,1720000000.0
2024-12-15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1720000000.0
2024-12-14,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1720000000.0
2024-12-13,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-12,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-11,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-10,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-09,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-08,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-07,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-06,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.53,1720000000.0
2024-12-05,0.0,0.0,1.98,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.48,1720000000.0
2024-12-04,0.0,0.0,2.08,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.5700000000000003,1720000000.0
2024-12-03,0.0,0.0,2.08,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.64,1720000000.0
2024-12-02,0.0,0.0,2.08,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.64,1720000000.0
2024-12-01,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-30,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-29,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-28,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-27,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-26,0.0,0.0,2.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-11-25,0.0,0.0,2.13,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.81,1720000000.0
2024-11-24,0.0,0.0,2.29,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.97,1720000000.0
2024-11-23,0.0,0.0,2.29,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.97,1720000000.0
2024-11-22,0.0,0.0,2.29,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.97,1720000000.0
2024-11-21,0.0,0.0,2.29,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3.97,1720000000.0
2024-11-20,0.0,0.0,2.32,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.0,1720000000.0
2024-11-19,0.0,0.0,2.32,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.029999999999999,1720000000.0
2024-11-18,0.0,0.0,2.22,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4.38,1720000000.0
2024-11-17,0.0,0.0,2.22,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88,1720000000.0
2024-11-16,0.0,0.0,2.22,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88,1720000000.0
2024-11-15,0.0,0.0,2.22,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88,1720000000.0
2024-11-14,0.0,0.0,2.22,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.88,1720000000.0
2024-11-13,0.0,0.0,2.22,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.8899999999999997,1720000000.0
2024-11-12,0.0,0.0,2.22,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3899999999999997,1720000000.0
2024-11-11,0.0,0.0,2.22,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1720000000.0
2024-11-10,0.0,0.0,2.22,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4400000000000004,1720000000.0
2024-11-09,0.0,0.0,2.22,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4400000000000004,1720000000.0
2024-11-08,0.0,0.0,2.22,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4400000000000004,1720000000.0
2024-11-07,0.0,0.0,2.22,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5200000000000005,1720000000.0
2024-11-06,0.0,0.0,2.31,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003,1720000000.0
2024-11-05,0.0,0.0,2.19,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5500000000000003,1720000000.0
2024-11-04,0.0,0.0,2.29,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,1720000000.0
2024-11-03,0.0,0.0,2.29,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,1720000000.0
2024-11-02,0.0,0.0,2.29,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,1720000000.0
2024-11-01,0.0,0.0,2.29,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,1720000000.0
2024-10-31,0.0,0.0,2.36,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7600000000000002,1720000000.0
2024-10-30,0.0,0.0,2.16,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,1720000000.0
2024-10-29,0.0,0.0,2.16,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,1720000000.0
2024-10-28,0.0,0.0,2.21,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1720000000.0
2024-10-27,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1720000000.0
2024-10-26,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1720000000.0
2024-10-25,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1720000000.0
2024-10-24,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-23,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-22,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-21,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-20,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-19,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-18,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-17,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,1720000000.0
2024-10-16,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,1720000000.0
2024-10-15,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1720000000.0
2024-10-14,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,1720000000.0
2024-10-13,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.76,1720000000.0
2024-10-12,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.76,1720000000.0
2024-10-11,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.76,1720000000.0
2024-10-10,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.67,1720000000.0
2024-10-09,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.67,1720000000.0
2024-10-08,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.17,1720000000.0
2024-10-07,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1720000000.0
2024-10-06,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.1799999999999997,1720000000.0
2024-10-05,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.1799999999999997,1720000000.0
2024-10-04,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.6499999999999995,1720000000.0
2024-10-03,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1720000000.0
2024-10-02,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.52,1720000000.0
2024-10-01,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.52,1720000000.0
2024-09-30,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.4600000000000004,1800000000.0
2024-09-29,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,1800000000.0
2024-09-28,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,1800000000.0
2024-09-27,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,1800000000.0
2024-09-26,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1399999999999997,1800000000.0
2024-09-25,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1800000000.0
2024-09-24,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1800000000.0
2024-09-23,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3899999999999997,1800000000.0
2024-09-22,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3899999999999997,1800000000.0
2024-09-21,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3899999999999997,1800000000.0
2024-09-20,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3899999999999997,1800000000.0
2024-09-19,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399999999999998,1800000000.0
2024-09-18,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399999999999998,1800000000.0
2024-09-17,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399999999999998,1800000000.0
2024-09-16,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2399999999999998,1800000000.0
2024-09-15,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1800000000.0
2024-09-14,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1800000000.0
2024-09-13,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7199999999999998,1800000000.0
2024-09-12,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1800000000.0
2024-09-11,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1800000000.0
2024-09-10,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1800000000.0
2024-09-09,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1800000000.0
2024-09-08,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1800000000.0
2024-09-07,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1800000000.0
2024-09-06,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1800000000.0
2024-09-05,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1800000000.0
2024-09-04,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,1800000000.0
2024-09-03,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,1800000000.0
2024-09-02,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1800000000.0
2024-09-01,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1800000000.0
2024-08-31,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1800000000.0
2024-08-30,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0599999999999996,1800000000.0
2024-08-29,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1399999999999997,1800000000.0
2024-08-28,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1800000000.0
2024-08-27,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,1800000000.0
2024-08-26,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,1800000000.0
2024-08-25,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,1800000000.0
2024-08-24,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,1800000000.0
2024-08-23,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.61,0.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299999999999995,1800000000.0
2024-08-22,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.61,0.57,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,1800000000.0
2024-08-21,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.61,0.57,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,1800000000.0
2024-08-20,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.61,0.57,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,1800000000.0
2024-08-19,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.5,0.57,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9400000000000004,1800000000.0
2024-08-18,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.5,0.57,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1800000000.0
2024-08-17,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.5,0.57,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1800000000.0
2024-08-16,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.5,0.57,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1800000000.0
2024-08-15,0.0,0.0,2.16,0.24,0.0,0.0,0.0,0.5,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,1800000000.0
2024-08-14,0.0,0.0,2.27,0.55,0.0,0.0,0.0,0.5,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,1800000000.0
2024-08-13,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.5,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,1800000000.0
2024-08-12,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.0,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1499999999999995,1800000000.0
2024-08-11,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.0,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1499999999999995,1800000000.0
2024-08-10,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.0,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1499999999999995,1800000000.0
2024-08-09,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.48,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,1800000000.0
2024-08-08,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.48,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,1800000000.0
2024-08-07,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.48,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,1800000000.0
2024-08-06,0.0,0.0,2.27,0.63,0.0,0.0,0.0,0.48,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,1800000000.0
2024-08-05,0.0,0.0,2.3,0.63,0.0,0.0,0.0,0.48,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.659999999999999,1800000000.0
2024-08-04,0.0,0.0,2.22,0.63,0.0,0.0,0.0,0.48,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1800000000.0
2024-08-03,0.0,0.0,2.22,0.63,0.0,0.0,0.0,0.48,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1800000000.0
2024-08-02,0.0,0.0,2.22,0.63,0.0,0.0,0.0,0.48,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1800000000.0
2024-08-01,0.0,0.45,2.22,0.63,0.0,0.0,0.0,0.5,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,1800000000.0
2024-07-31,0.0,0.45,2.22,0.72,0.0,0.0,0.0,0.5,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.160000000000001,1800000000.0
2024-07-30,0.0,0.45,2.22,0.86,0.0,0.0,0.0,0.5,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.300000000000001,1800000000.0
2024-07-29,0.0,0.45,2.22,1.08,0.0,0.0,0.0,0.5,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5200000000000005,1800000000.0
2024-07-28,0.0,0.45,2.22,1.15,0.0,0.0,0.0,0.49,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580000000000001,1800000000.0
2024-07-27,0.0,0.45,2.22,1.15,0.0,0.0,0.0,0.49,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580000000000001,1800000000.0
2024-07-26,0.0,0.45,2.22,1.15,0.0,0.0,0.0,0.49,0.57,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580000000000001,1800000000.0
2024-07-25,0.0,0.45,2.22,1.15,0.0,0.0,0.0,0.5,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,1800000000.0
2024-07-24,0.0,0.53,2.13,1.15,0.0,0.0,0.0,0.5,0.6,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,1800000000.0
