,-unknown-,<05,<1,<2,<5,>=5,CA,GB,Market_capitalization,NL,US,Total
2024-06-08,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.78,3.8499999999999996
2024-06-07,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.78,3.8499999999999996
2024-06-06,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.78,3.8499999999999996
2024-06-05,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.78,3.8499999999999996
2024-06-04,0.0,0,0,1,2,0,0.0,3.08,1530560000.0,0.0,0.78,3.8600000000000003
2024-06-03,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.82,3.8899999999999997
2024-06-02,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.82,3.8899999999999997
2024-06-01,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.82,3.8899999999999997
2024-05-31,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.82,3.8899999999999997
2024-05-30,0.0,0,0,1,2,0,0.0,3.07,1530560000.0,0.0,0.81,3.88
2024-05-29,0.0,0,0,1,2,0,0.0,3.08,1530560000.0,0.0,0.82,3.9
2024-05-28,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-27,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-26,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-25,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-24,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-23,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-22,0.0,0,0,1,2,0,0.0,3.0,1530560000.0,0.0,0.82,3.82
2024-05-21,0.0,0,0,1,2,0,0.0,2.97,1530560000.0,0.0,0.73,3.7
2024-05-20,0.0,0,0,1,2,0,0.0,2.85,1530560000.0,0.0,0.73,3.58
2024-05-19,0.0,0,0,0,3,0,0.04,2.86,1530560000.0,0.0,0.73,3.63
2024-05-18,0.0,0,0,0,3,0,0.04,2.86,1530560000.0,0.0,0.73,3.63
2024-05-17,0.0,0,0,0,3,0,0.04,2.86,1530560000.0,0.0,0.73,3.63
2024-05-16,0.0,0,0,0,3,0,0.04,2.62,1530560000.0,0.0,0.73,3.39
2024-05-15,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-14,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-13,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-12,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-11,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-10,0.0,0,0,1,2,0,0.04,1.81,1530560000.0,0.0,0.12,1.9700000000000002
2024-05-09,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.53,2.38
2024-05-08,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.53,2.38
2024-05-07,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.53,2.38
2024-05-06,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.56,2.41
2024-05-05,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.56,2.41
2024-05-04,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.56,2.41
2024-05-03,0.0,0,0,0,3,0,0.04,1.81,1530560000.0,0.0,0.56,2.41
2024-05-02,0.0,0,0,1,2,0,0.04,1.75,1530560000.0,0.0,0.56,2.35
2024-05-01,0.0,0,0,1,2,0,0.04,1.75,1530560000.0,0.0,0.56,2.35
2024-04-30,0.0,0,0,1,2,0,0.04,1.75,1530560000.0,0.0,0.56,2.35
2024-04-29,0.0,0,0,1,2,0,0.04,1.7,1530560000.0,0.0,0.56,2.3
2024-04-28,0.0,0,0,1,2,0,0.04,1.7,1530560000.0,0.0,0.56,2.3
2024-04-27,0.0,0,0,1,2,0,0.04,1.7,1530560000.0,0.0,0.56,2.3
2024-04-26,0.0,0,0,1,2,0,0.04,1.7,1530560000.0,0.0,0.56,2.3
2024-04-25,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-24,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-23,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-22,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-21,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-20,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-19,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-18,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-17,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-16,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-15,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-14,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-13,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-12,0.0,0,0,2,1,0,0.04,1.7,1530560000.0,0.0,0.12,1.8599999999999999
2024-04-11,0.0,0,0,2,1,0,0.04,1.73,1530560000.0,0.0,0.12,1.8900000000000001
2024-04-10,0.0,0,0,2,1,0,0.04,1.73,1530560000.0,0.0,0.12,1.8900000000000001
2024-04-09,0.0,0,0,2,1,0,0.04,1.73,1530560000.0,0.0,0.12,1.8900000000000001
2024-04-08,0.0,0,0,2,1,0,0.04,1.71,1530560000.0,0.0,0.12,1.87
2024-04-07,0.0,0,0,2,1,0,0.04,1.71,1530560000.0,0.0,0.12,1.87
2024-04-06,0.0,0,0,2,1,0,0.04,1.71,1530560000.0,0.0,0.12,1.87
2024-04-05,0.0,0,0,2,1,0,0.04,1.71,1530560000.0,0.0,0.12,1.87
2024-04-04,0.0,0,0,2,1,0,0.04,1.71,1530560000.0,0.0,0.12,1.87
2024-04-03,0.0,0,0,1,2,0,0.04,1.8,1530560000.0,0.0,0.12,1.96
2024-04-02,0.0,0,0,1,2,0,0.04,1.8,1530560000.0,0.0,0.12,1.96
2024-04-01,0.0,0,0,1,2,0,0.04,1.8,1530560000.0,0.0,0.12,1.96
2024-03-31,0.0,0,0,1,2,0,0.04,1.82,1517720000.0,0.0,0.11,1.9700000000000002
2024-03-30,0.0,0,0,1,2,0,0.04,1.82,1517720000.0,0.0,0.11,1.9700000000000002
2024-03-29,0.0,0,0,1,2,0,0.04,1.82,1517720000.0,0.0,0.11,1.9700000000000002
2024-03-28,0.0,0,0,1,2,0,0.04,1.82,1517720000.0,0.0,0.11,1.9700000000000002
2024-03-27,0.0,0,0,1,2,0,0.04,1.82,1517720000.0,0.0,0.11,1.9700000000000002
2024-03-26,0.0,0,0,1,2,0,0.04,2.19,1517720000.0,0.0,0.11,2.34
2024-03-25,0.0,0,0,1,2,0,0.04,2.27,1517720000.0,0.0,0.11,2.42
2024-03-24,0.0,0,0,1,2,0,0.04,2.27,1517720000.0,0.0,0.11,2.42
2024-03-23,0.0,0,0,1,2,0,0.04,2.27,1517720000.0,0.0,0.11,2.42
2024-03-22,0.0,0,0,1,2,0,0.04,2.27,1517720000.0,0.0,0.11,2.42
2024-03-21,0.0,0,0,1,2,0,0.04,2.4,1517720000.0,0.0,0.11,2.55
2024-03-20,0.0,0,0,1,2,0,0.04,2.4,1517720000.0,0.0,0.11,2.55
2024-03-19,0.0,0,0,1,2,0,0.04,2.4,1517720000.0,0.0,0.11,2.55
2024-03-18,0.0,0,0,1,2,0,0.04,2.61,1517720000.0,0.0,0.11,2.76
2024-03-17,0.0,0,0,1,2,0,0.04,2.61,1517720000.0,0.0,0.11,2.76
2024-03-16,0.0,0,0,1,2,0,0.04,2.61,1517720000.0,0.0,0.11,2.76
2024-03-15,0.0,0,0,1,2,0,0.04,2.61,1517720000.0,0.0,0.11,2.76
2024-03-14,0.0,0,0,1,2,0,0.04,2.61,1517720000.0,0.0,0.11,2.76
2024-03-13,0.0,0,0,1,2,0,0.04,2.7,1517720000.0,0.0,0.11,2.85
2024-03-12,0.0,0,0,1,2,0,0.04,2.7,1517720000.0,0.0,0.11,2.85
2024-03-11,0.0,0,0,1,2,0,0.04,2.7,1517720000.0,0.0,0.11,2.85
2024-03-10,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-09,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-08,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-07,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-06,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-05,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-04,0.0,0,0,1,2,0,0.04,2.77,1517720000.0,0.0,0.11,2.92
2024-03-03,0.0,0,0,1,2,0,0.04,2.88,1517720000.0,0.0,0.11,3.03
2024-03-02,0.0,0,0,1,2,0,0.04,2.88,1517720000.0,0.0,0.11,3.03
2024-03-01,0.0,0,0,1,2,0,0.04,2.88,1517720000.0,0.0,0.11,3.03
2024-02-29,0.0,0,0,1,2,0,0.04,2.88,1517720000.0,0.0,0.11,3.03
2024-02-28,0.0,0,0,1,2,0,0.04,2.88,1517720000.0,0.0,0.11,3.03
2024-02-27,0.0,0,0,1,2,0,0.04,2.91,1517720000.0,0.0,0.11,3.06
2024-02-26,0.0,0,0,1,2,0,0.04,2.91,1517720000.0,0.0,0.11,3.06
2024-02-25,0.0,0,0,1,2,0,0.04,2.91,1517720000.0,0.0,0.11,3.06
2024-02-24,0.0,0,0,1,2,0,0.04,2.91,1517720000.0,0.0,0.11,3.06
2024-02-23,0.0,0,0,1,2,0,0.04,2.91,1517720000.0,0.0,0.11,3.06
2024-02-22,0.0,0,0,1,2,0,0.04,2.94,1517720000.0,0.0,0.11,3.09
2024-02-21,0.0,0,0,1,2,0,0.04,2.94,1517720000.0,0.0,0.11,3.09
2024-02-20,0.0,0,0,1,2,0,0.04,2.94,1517720000.0,0.0,0.11,3.09
2024-02-19,0.0,0,0,1,2,0,0.04,2.89,1517720000.0,0.0,0.11,3.04
2024-02-18,0.0,0,0,1,2,0,0.04,2.89,1517720000.0,0.0,0.11,3.04
2024-02-17,0.0,0,0,1,2,0,0.04,2.89,1517720000.0,0.0,0.11,3.04
2024-02-16,0.0,0,0,1,2,0,0.04,2.89,1517720000.0,0.0,0.11,3.04
2024-02-15,0.0,0,0,1,2,0,0.04,2.93,1517720000.0,0.0,0.07,3.04
2024-02-14,0.0,0,0,1,2,0,0.04,2.85,1517720000.0,0.0,0.07,2.96
2024-02-13,0.0,0,0,1,2,0,0.04,2.96,1517720000.0,0.0,0.07,3.07
2024-02-12,0.0,0,0,1,2,0,0.04,2.96,1517720000.0,0.0,0.07,3.07
2024-02-11,0.0,0,0,1,2,0,0.04,2.93,1517720000.0,0.0,0.07,3.04
2024-02-10,0.0,0,0,1,2,0,0.04,2.93,1517720000.0,0.0,0.07,3.04
2024-02-09,0.0,0,0,1,2,0,0.04,2.93,1517720000.0,0.0,0.51,3.4800000000000004
2024-02-08,0.0,0,0,1,2,0,0.04,3.19,1517720000.0,0.0,0.51,3.74
2024-02-07,0.0,0,0,1,2,0,0.04,3.13,1517720000.0,0.0,0.51,3.6799999999999997
2024-02-06,0.0,0,0,1,2,0,0.04,3.13,1517720000.0,0.0,0.52,3.69
2024-02-05,0.0,0,0,1,2,0,0.04,3.17,1517720000.0,0.0,0.52,3.73
2024-02-04,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.52,3.84
2024-02-03,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.52,3.84
2024-02-02,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.52,3.84
2024-02-01,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.53,3.8499999999999996
2024-01-31,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.53,3.8499999999999996
2024-01-30,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-29,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-28,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-27,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-26,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-25,0.0,0,0,1,2,0,0.04,3.29,1517720000.0,0.0,0.08,3.41
2024-01-24,0.0,0,0,1,2,0,0.04,3.29,1517720000.0,0.0,0.08,3.41
2024-01-23,0.0,0,0,1,2,0,0.04,3.29,1517720000.0,0.0,0.08,3.41
2024-01-22,0.0,0,0,1,2,0,0.04,3.29,1517720000.0,0.0,0.08,3.41
2024-01-21,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-20,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-19,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-18,0.0,0,0,1,2,0,0.04,3.28,1517720000.0,0.0,0.08,3.4
2024-01-17,0.0,0,0,1,2,0,0.0,3.27,1517720000.0,0.0,0.08,3.35
2024-01-16,0.0,0,0,1,2,0,0.0,3.11,1517720000.0,0.0,0.07,3.1799999999999997
2024-01-15,0.0,0,0,1,2,0,0.0,3.13,1517720000.0,0.0,0.07,3.1999999999999997
2024-01-14,0.0,0,0,1,2,0,0.0,3.05,1517720000.0,0.0,0.07,3.1199999999999997
2024-01-13,0.0,0,0,1,2,0,0.0,3.05,1517720000.0,0.0,0.07,3.1199999999999997
2024-01-12,0.0,0,0,1,2,0,0.0,3.05,1517720000.0,0.0,0.07,3.1199999999999997
2024-01-11,0.0,0,0,1,2,0,0.0,3.05,1517720000.0,0.0,0.07,3.1199999999999997
2024-01-10,0.0,0,0,1,2,0,0.0,2.98,1517720000.0,0.0,0.07,3.05
2024-01-09,0.0,0,0,1,2,0,0.0,2.51,1517720000.0,0.0,0.07,2.5799999999999996
2024-01-08,0.0,0,0,1,2,0,0.0,2.51,1517720000.0,0.0,0.07,2.5799999999999996
2024-01-07,0.0,0,0,1,2,0,0.0,2.34,1517720000.0,0.0,0.07,2.4099999999999997
2024-01-06,0.0,0,0,1,2,0,0.0,2.34,1517720000.0,0.0,0.07,2.4099999999999997
2024-01-05,0.0,0,0,1,2,0,0.0,2.34,1517720000.0,0.0,0.07,2.4099999999999997
2024-01-04,0.0,0,0,1,2,0,0.0,2.34,1517720000.0,0.0,0.07,2.4099999999999997
2024-01-03,0.0,0,0,1,2,0,0.0,2.21,1517720000.0,0.0,0.07,2.28
2024-01-02,0.0,0,0,1,2,0,0.0,2.1,1517720000.0,0.0,0.07,2.17
2024-01-01,0.0,0,0,1,2,0,0.0,2.1,1517720000.0,0.0,0.07,2.17
2023-12-31,0.0,0,0,1,2,0,0.0,2.07,1555240000.0,0.0,0.08,2.15
2023-12-30,0.0,0,0,1,2,0,0.0,2.07,1555240000.0,0.0,0.08,2.15
2023-12-29,0.0,0,0,1,2,0,0.0,2.07,1555240000.0,0.0,0.5,2.57
2023-12-28,0.0,0,0,1,2,0,0.0,2.07,1555240000.0,0.0,0.5,2.57
2023-12-27,0.0,0,0,1,2,0,0.0,2.07,1555240000.0,0.0,0.5,2.57
2023-12-26,0.0,0,0,1,2,0,0.0,2.04,1555240000.0,0.0,0.5,2.54
2023-12-25,0.0,0,0,1,2,0,0.0,2.04,1555240000.0,0.0,0.5,2.54
2023-12-24,0.0,0,0,1,2,0,0.0,2.04,1555240000.0,0.0,0.5,2.54
2023-12-23,0.0,0,0,1,2,0,0.0,2.04,1555240000.0,0.0,0.5,2.54
2023-12-22,0.0,0,0,1,2,0,0.0,2.04,1555240000.0,0.0,0.5,2.54
2023-12-21,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.47,2.51
2023-12-20,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.47,2.51
2023-12-19,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.47,2.51
2023-12-18,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.47,2.51
2023-12-17,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.03,2.07
2023-12-16,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.03,2.07
2023-12-15,0.0,0,1,0,2,0,0.0,2.04,1555240000.0,0.0,0.03,2.07
2023-12-14,0.0,0,1,0,2,0,0.0,2.13,1555240000.0,0.0,0.03,2.1599999999999997
2023-12-13,0.0,0,1,0,2,0,0.0,2.13,1555240000.0,0.0,0.03,2.1599999999999997
2023-12-12,0.0,0,1,0,2,0,0.0,2.17,1555240000.0,0.0,0.03,2.1999999999999997
2023-12-11,0.0,0,1,0,2,0,0.0,2.09,1555240000.0,0.0,0.03,2.1199999999999997
2023-12-10,0.0,0,1,0,2,0,0.0,2.09,1555240000.0,0.0,0.03,2.1199999999999997
2023-12-09,0.0,0,1,0,2,0,0.0,2.09,1555240000.0,0.0,0.03,2.1199999999999997
2023-12-08,0.0,0,1,0,2,0,0.0,2.09,1555240000.0,0.0,0.03,2.1199999999999997
2023-12-07,0.0,0,1,0,2,0,0.0,2.08,1555240000.0,0.0,0.03,2.11
2023-12-06,0.0,0,1,0,2,0,0.0,2.42,1555240000.0,0.0,0.03,2.4499999999999997
2023-12-05,0.0,0,1,0,2,0,0.0,2.42,1555240000.0,0.0,0.03,2.4499999999999997
2023-12-04,0.0,0,1,0,2,0,0.0,2.42,1555240000.0,0.0,0.03,2.4499999999999997
2023-12-03,0.0,0,1,1,1,0,0.0,2.45,1555240000.0,0.0,0.03,2.48
2023-12-02,0.0,0,1,1,1,0,0.0,2.45,1555240000.0,0.0,0.03,2.48
2023-12-01,0.0,0,1,1,1,0,0.0,2.45,1555240000.0,0.0,0.03,2.48
2023-11-30,0.0,0,1,1,1,0,0.0,2.39,1555240000.0,0.0,0.03,2.42
2023-11-29,0.0,0,1,1,1,0,0.0,2.25,1555240000.0,0.0,0.03,2.28
2023-11-28,0.0,0,1,1,1,0,0.0,2.29,1555240000.0,0.0,0.03,2.32
2023-11-27,0.0,0,1,2,0,0,0.0,1.81,1555240000.0,0.0,0.03,1.84
2023-11-26,0.0,0,2,0,1,0,0.0,1.82,1555240000.0,0.0,0.03,1.85
2023-11-25,0.0,0,2,0,1,0,0.0,1.82,1555240000.0,0.0,0.03,1.85
2023-11-24,0.0,0,2,0,1,0,0.0,1.82,1555240000.0,0.0,0.03,1.85
2023-11-23,0.0,0,2,0,1,0,0.0,1.82,1555240000.0,0.0,0.03,1.85
2023-11-22,0.0,0,2,0,1,0,0.0,1.82,1555240000.0,0.0,0.03,1.85
2023-11-21,0.0,0,2,1,0,0,0.0,1.39,1555240000.0,0.0,0.03,1.42
2023-11-20,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-19,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-18,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-17,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-16,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-15,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-14,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-13,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-12,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-11,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-10,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-09,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-08,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-07,0.0,0,2,1,0,0,0.0,1.37,1555240000.0,0.0,0.03,1.4000000000000001
2023-11-06,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-05,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-04,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-03,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-02,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-11-01,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-31,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-30,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-29,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-28,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-27,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-26,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-25,0.0,0,2,1,0,0,0.0,1.36,1555240000.0,0.0,0.03,1.3900000000000001
2023-10-24,0.0,0,2,1,0,0,0.0,1.43,1555240000.0,0.0,0.03,1.46
2023-10-23,0.0,0,2,1,0,0,0.0,1.43,1555240000.0,0.0,0.03,1.46
2023-10-22,0.0,0,2,1,0,0,0.0,1.43,1555240000.0,0.0,0.03,1.46
2023-10-21,0.0,0,2,1,0,0,0.0,1.43,1555240000.0,0.0,0.03,1.46
2023-10-20,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-19,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-18,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-17,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-16,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-15,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-14,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-13,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-12,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-11,0.0,0,1,2,0,0,0.0,1.47,1555240000.0,0.0,0.08,1.55
2023-10-10,0.0,0,1,2,0,0,0.0,1.47,1555240000.0,0.0,0.08,1.55
2023-10-09,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-10-08,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-10-07,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-10-06,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-10-05,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-10-04,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-03,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-10-02,0.0,0,1,2,0,0,0.0,1.45,1555240000.0,0.0,0.08,1.53
2023-10-01,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-09-30,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-09-29,0.0,0,1,2,0,0,0.0,1.43,1555240000.0,0.0,0.08,1.51
2023-09-28,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-09-27,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-09-26,0.0,0,1,2,0,0,0.0,1.44,1555240000.0,0.0,0.08,1.52
2023-09-25,0.0,0,1,2,0,0,0.0,1.34,1555240000.0,0.0,0.08,1.4200000000000002
2023-09-24,0.0,0,1,2,0,0,0.0,1.34,1555240000.0,0.0,0.08,1.4200000000000002
2023-09-23,0.0,0,1,2,0,0,0.0,1.34,1555240000.0,0.0,0.08,1.4200000000000002
2023-09-22,0.0,0,1,2,0,0,0.0,1.34,1555240000.0,0.0,0.08,1.4200000000000002
2023-09-21,0.0,0,1,2,0,0,0.0,1.34,1555240000.0,0.0,0.08,1.4200000000000002
2023-09-20,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.49,1.82
2023-09-19,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.49,1.82
2023-09-18,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.49,1.82
2023-09-17,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.52,1.85
2023-09-16,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.52,1.85
2023-09-15,0.0,0,1,2,0,0,0.0,1.33,1555240000.0,0.0,0.52,1.85
2023-09-14,0.0,0,1,2,0,0,0.0,1.41,1555240000.0,0.0,0.08,1.49
2023-09-13,0.0,0,1,2,0,0,0.0,1.41,1555240000.0,0.0,0.08,1.49
2023-09-12,0.0,1,1,0,1,0,0.0,1.36,1555240000.0,0.0,0.51,1.87
2023-09-11,0.0,1,1,0,1,0,0.0,1.36,1555240000.0,0.0,0.51,1.87
2023-09-10,0.0,1,1,0,1,0,0.0,1.37,1555240000.0,0.0,0.51,1.8800000000000001
2023-09-09,0.0,1,1,0,1,0,0.0,1.37,1555240000.0,0.0,0.51,1.8800000000000001
2023-09-08,0.0,1,1,0,1,0,0.0,1.37,1555240000.0,0.0,0.51,1.8800000000000001
2023-09-07,0.0,1,1,0,1,0,0.0,1.37,1555240000.0,0.0,0.52,1.8900000000000001
2023-09-06,0.0,1,1,0,1,0,0.0,1.37,1555240000.0,0.0,0.52,1.8900000000000001
2023-09-05,0.0,1,1,0,1,0,0.0,1.36,1555240000.0,0.0,0.52,1.8800000000000001
2023-09-04,0.0,1,1,0,1,0,0.0,1.36,1555240000.0,0.0,0.52,1.8800000000000001
2023-09-03,0.0,1,1,0,1,0,0.0,1.38,1555240000.0,0.0,0.51,1.89
