,<05,<1,<2,<5,>=5,CA,GB,Market_capitalization,NL,US,Total
2025-05-05,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-05-04,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-05-03,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-05-02,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-05-01,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-30,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-29,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-28,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-27,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-26,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-25,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-24,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-23,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-22,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-21,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-20,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-19,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-18,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-17,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-16,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-15,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-14,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-13,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-12,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-11,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-10,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-09,0,2,1,1,0,0.0,1.2,21530000000.0,0.0,0.13,1.33
2025-04-08,0,2,1,1,0,0.0,1.22,21530000000.0,0.0,0.22,1.44
2025-04-07,0,2,1,1,0,0.0,1.22,21530000000.0,0.0,0.22,1.44
2025-04-06,0,2,1,1,0,0.0,1.24,21530000000.0,0.0,0.22,1.46
2025-04-05,0,2,1,1,0,0.0,1.24,21530000000.0,0.0,0.22,1.46
2025-04-04,0,2,1,1,0,0.0,1.24,21530000000.0,0.0,0.22,1.46
2025-04-03,0,2,1,1,0,0.0,1.28,21530000000.0,0.0,0.18,1.46
2025-04-02,0,2,1,1,0,0.0,1.28,21530000000.0,0.0,0.18,1.46
2025-04-01,0,2,1,1,0,0.0,1.31,21530000000.0,0.0,0.18,1.49
2025-03-31,0,2,1,1,0,0.0,1.32,21530000000.0,0.0,0.18,1.5
2025-03-30,0,2,1,1,0,0.0,1.32,21530000000.0,0.0,0.18,1.5
2025-03-29,0,2,1,1,0,0.0,1.32,21530000000.0,0.0,0.18,1.5
2025-03-28,0,2,1,1,0,0.0,1.32,21530000000.0,0.0,0.18,1.5
2025-03-27,0,2,1,1,0,0.0,1.35,21530000000.0,0.0,0.22,1.57
2025-03-26,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.22,1.6099999999999999
2025-03-25,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.22,1.6099999999999999
2025-03-24,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.22,1.6099999999999999
2025-03-23,0,2,1,1,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2025-03-22,0,2,1,1,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2025-03-21,0,2,1,1,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2025-03-20,0,2,1,1,0,0.0,1.36,21530000000.0,0.0,0.22,1.58
2025-03-19,0,2,1,1,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2025-03-18,0,2,1,1,0,0.0,1.38,21530000000.0,0.0,0.34,1.72
2025-03-17,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.34,1.73
2025-03-16,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.34,1.73
2025-03-15,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.34,1.73
2025-03-14,0,2,1,1,0,0.0,1.39,21530000000.0,0.0,0.34,1.73
2025-03-13,0,1,2,1,0,0.0,1.39,21530000000.0,0.2,0.35,1.94
2025-03-12,0,1,2,1,0,0.0,1.39,21530000000.0,0.2,0.22,1.8099999999999998
2025-03-11,0,1,2,1,0,0.0,1.39,21530000000.0,0.2,0.35,1.94
2025-03-10,0,1,2,1,0,0.0,1.43,21530000000.0,0.2,0.47,2.0999999999999996
2025-03-09,0,1,2,1,0,0.0,1.43,21530000000.0,0.2,0.47,2.0999999999999996
2025-03-08,0,1,2,1,0,0.0,1.43,21530000000.0,0.2,0.47,2.0999999999999996
2025-03-07,0,1,2,1,0,0.0,1.43,21530000000.0,0.2,0.47,2.0999999999999996
2025-03-06,0,1,2,1,0,0.0,1.43,21530000000.0,0.2,0.47,2.0999999999999996
2025-03-05,1,0,2,0,1,0.0,1.39,21530000000.0,0.2,0.48,2.07
2025-03-04,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.48,2.1799999999999997
2025-03-03,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.48,2.1799999999999997
2025-03-02,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.48,2.1799999999999997
2025-03-01,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.48,2.1799999999999997
2025-02-28,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.48,2.1799999999999997
2025-02-27,1,0,2,1,0,0.0,1.48,21530000000.0,0.2,0.35,2.03
2025-02-26,1,0,2,0,1,0.0,1.5,21530000000.0,0.2,0.35,2.05
2025-02-25,1,0,2,0,1,0.0,1.53,21530000000.0,0.2,0.35,2.08
2025-02-24,1,0,2,0,1,0.0,1.53,21530000000.0,0.2,0.35,2.08
2025-02-23,1,0,2,0,1,0.0,1.48,21530000000.0,0.2,0.35,2.03
2025-02-22,1,0,2,0,1,0.0,1.48,21530000000.0,0.2,0.35,2.03
2025-02-21,1,0,2,0,1,0.0,1.48,21530000000.0,0.2,0.35,2.03
2025-02-20,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-19,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-18,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-17,1,0,2,1,0,0.0,1.38,21530000000.0,0.2,0.35,1.9299999999999997
2025-02-16,1,0,2,1,0,0.0,1.38,21530000000.0,0.2,0.35,1.9299999999999997
2025-02-15,1,0,2,1,0,0.0,1.38,21530000000.0,0.2,0.35,1.9299999999999997
2025-02-14,1,0,2,1,0,0.0,1.38,21530000000.0,0.2,0.35,1.9299999999999997
2025-02-13,1,0,2,1,0,0.0,1.37,21530000000.0,0.2,0.22,1.79
2025-02-12,1,0,2,1,0,0.0,1.37,21530000000.0,0.2,0.35,1.92
2025-02-11,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-10,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-09,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-08,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-07,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-06,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-05,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-04,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-03,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-02,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-02-01,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-01-31,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.35,1.9100000000000001
2025-01-30,1,0,2,1,0,0.0,1.35,21530000000.0,0.2,0.35,1.9
2025-01-29,1,0,2,1,0,0.0,1.35,21530000000.0,0.2,0.35,1.9
2025-01-28,1,0,2,0,1,0.0,1.36,21530000000.0,0.2,0.47,2.0300000000000002
2025-01-27,1,0,2,0,1,0.0,1.35,21530000000.0,0.2,0.47,2.02
2025-01-26,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.47,1.8599999999999999
2025-01-25,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.47,1.8599999999999999
2025-01-24,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.47,1.8599999999999999
2025-01-23,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-22,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-21,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-20,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-19,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-18,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-17,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-16,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-15,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-14,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-13,1,1,1,0,1,0.0,1.19,21530000000.0,0.2,0.49,1.88
2025-01-12,1,1,1,0,1,0.0,1.17,21530000000.0,0.2,0.49,1.8599999999999999
2025-01-11,1,1,1,0,1,0.0,1.17,21530000000.0,0.2,0.49,1.8599999999999999
2025-01-10,1,1,1,0,1,0.0,1.17,21530000000.0,0.2,0.49,1.8599999999999999
2025-01-09,1,1,1,0,1,0.0,1.17,21530000000.0,0.2,0.49,1.8599999999999999
2025-01-08,1,1,1,0,1,0.0,1.33,21530000000.0,0.2,0.49,2.02
2025-01-07,1,1,1,0,1,0.0,1.31,21530000000.0,0.2,0.49,2.0
2025-01-06,1,1,1,0,1,0.0,1.31,21530000000.0,0.2,0.49,2.0
2025-01-05,1,0,2,0,1,0.0,1.36,21530000000.0,0.2,0.49,2.05
2025-01-04,1,0,2,0,1,0.0,1.36,21530000000.0,0.2,0.49,2.05
2025-01-03,1,0,2,0,1,0.0,1.36,21530000000.0,0.2,0.49,2.05
2025-01-02,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.36,1.92
2025-01-01,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.36,1.92
2024-12-31,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.36,1.92
2024-12-30,1,0,2,1,0,0.0,1.36,21530000000.0,0.2,0.36,1.92
2024-12-29,1,0,2,1,0,0.0,1.34,21530000000.0,0.2,0.36,1.9
2024-12-28,1,0,2,1,0,0.0,1.34,21530000000.0,0.2,0.36,1.9
2024-12-27,1,0,2,1,0,0.0,1.34,21530000000.0,0.2,0.36,1.9
2024-12-26,1,0,2,1,0,0.0,1.34,21530000000.0,0.2,0.36,1.9
2024-12-25,1,0,2,1,0,0.0,1.34,21530000000.0,0.2,0.36,1.9
2024-12-24,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.48,2.02
2024-12-23,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.48,2.02
2024-12-22,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.48,2.02
2024-12-21,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.48,2.02
2024-12-20,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.48,2.02
2024-12-19,1,0,2,0,1,0.0,1.34,21530000000.0,0.2,0.49,2.0300000000000002
2024-12-18,1,0,2,1,0,0.0,1.33,21530000000.0,0.2,0.36,1.8900000000000001
2024-12-17,1,0,2,1,0,0.0,1.35,21530000000.0,0.2,0.36,1.9100000000000001
2024-12-16,1,0,2,1,0,0.0,1.33,21530000000.0,0.2,0.36,1.8900000000000001
2024-12-15,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-14,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-13,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-12,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-11,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-10,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-09,1,0,2,1,0,0.0,1.29,21530000000.0,0.2,0.36,1.85
2024-12-08,1,0,2,1,0,0.0,1.27,21530000000.0,0.2,0.36,1.83
2024-12-07,1,0,2,1,0,0.0,1.27,21530000000.0,0.2,0.36,1.83
2024-12-06,1,0,2,1,0,0.0,1.27,21530000000.0,0.2,0.36,1.83
2024-12-05,1,0,1,2,0,0.0,1.46,21530000000.0,0.2,0.36,2.02
2024-12-04,1,0,1,2,0,0.0,1.43,21530000000.0,0.2,0.36,1.9899999999999998
2024-12-03,1,0,1,2,0,0.0,1.45,21530000000.0,0.2,0.36,2.01
2024-12-02,1,0,1,2,0,0.0,1.5,21530000000.0,0.2,0.36,2.06
2024-12-01,1,0,1,2,0,0.0,1.48,21530000000.0,0.2,0.36,2.04
2024-11-30,1,0,1,2,0,0.0,1.48,21530000000.0,0.2,0.36,2.04
2024-11-29,1,0,1,2,0,0.0,1.48,21530000000.0,0.2,0.36,2.04
2024-11-28,1,0,1,2,0,0.0,1.48,21530000000.0,0.2,0.36,2.04
2024-11-27,1,0,1,2,0,0.0,1.48,21530000000.0,0.2,0.36,2.04
2024-11-26,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-25,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-24,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-23,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-22,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-21,1,0,1,2,0,0.0,1.47,21530000000.0,0.2,0.22,1.89
2024-11-20,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-19,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-18,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-17,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-16,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-15,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-14,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-13,1,0,1,2,0,0.0,1.44,21530000000.0,0.2,0.22,1.8599999999999999
2024-11-12,1,0,1,2,0,0.0,1.42,21530000000.0,0.2,0.22,1.8399999999999999
2024-11-11,1,0,1,2,0,0.0,1.41,21530000000.0,0.2,0.22,1.8299999999999998
2024-11-10,1,1,0,2,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2024-11-09,1,1,0,2,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2024-11-08,1,1,0,2,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2024-11-07,1,1,0,2,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2024-11-06,1,1,0,2,0,0.0,1.38,21530000000.0,0.0,0.22,1.5999999999999999
2024-11-05,1,1,0,2,0,0.0,1.37,21530000000.0,0.0,0.22,1.59
2024-11-04,1,1,0,2,0,0.0,1.37,21530000000.0,0.0,0.22,1.59
2024-11-03,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-11-02,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-11-01,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-31,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-30,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-29,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-28,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-27,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-26,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
2024-10-25,1,1,0,2,0,0.0,1.33,21530000000.0,0.0,0.22,1.55
