,<05,<1,<2,<5,>=5,CA,GB,Market_capitalization,NL,US,Total
2023-12-14,2,2,0,0,0,0.0,0.39,21530000000.0,0.0,0.0,0.39
2023-12-13,2,2,0,0,0,0.0,0.39,21530000000.0,0.0,0.0,0.39
2023-12-12,2,2,0,0,0,0.0,0.39,21530000000.0,0.0,0.0,0.39
2023-12-11,2,2,0,0,0,0.0,0.41,21530000000.0,0.0,0.0,0.41
2023-12-10,2,2,0,0,0,0.0,0.42,21530000000.0,0.0,0.0,0.42
2023-12-09,2,2,0,0,0,0.0,0.42,21530000000.0,0.0,0.0,0.42
2023-12-08,2,2,0,0,0,0.0,0.42,21530000000.0,0.0,0.0,0.42
2023-12-07,2,2,0,0,0,0.0,0.42,21530000000.0,0.0,0.0,0.42
2023-12-06,2,2,0,0,0,0.0,0.42,21530000000.0,0.0,0.0,0.42
2023-12-05,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-12-04,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-12-03,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-12-02,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-12-01,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-11-30,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-11-29,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-11-28,2,1,1,0,0,0.0,0.43,21530000000.0,0.0,0.0,0.43
2023-11-27,2,1,1,0,0,0.0,0.55,21530000000.0,0.0,0.0,0.55
2023-11-26,2,1,1,0,0,0.0,0.54,21530000000.0,0.0,0.0,0.54
2023-11-25,2,1,1,0,0,0.0,0.54,21530000000.0,0.0,0.0,0.54
2023-11-24,2,0,2,0,0,0.0,0.65,21530000000.0,0.0,0.0,0.65
2023-11-23,2,0,2,0,0,0.0,0.65,21530000000.0,0.0,0.0,0.65
2023-11-22,2,0,2,0,0,0.0,0.66,21530000000.0,0.0,0.0,0.66
2023-11-21,2,0,2,0,0,0.0,0.68,21530000000.0,0.0,0.0,0.68
2023-11-20,2,0,2,0,0,0.0,0.68,21530000000.0,0.0,0.0,0.68
2023-11-19,2,0,2,0,0,0.16,0.55,21530000000.0,0.0,0.0,0.7100000000000001
2023-11-18,2,0,2,0,0,0.16,0.55,21530000000.0,0.0,0.0,0.7100000000000001
2023-11-17,2,0,2,0,0,0.16,0.55,21530000000.0,0.0,0.0,0.7100000000000001
2023-11-16,2,0,2,0,0,0.16,0.57,21530000000.0,0.0,0.0,0.73
2023-11-15,2,0,2,0,0,0.16,0.57,21530000000.0,0.0,0.0,0.73
2023-11-14,2,0,2,0,0,0.16,0.57,21530000000.0,0.0,0.0,0.73
2023-11-13,2,1,1,0,0,0.16,0.57,21530000000.0,0.0,0.0,0.73
2023-11-12,2,1,1,0,0,0.16,0.56,21530000000.0,0.0,0.0,0.7200000000000001
2023-11-11,2,1,1,0,0,0.16,0.56,21530000000.0,0.0,0.0,0.7200000000000001
2023-11-10,2,0,2,0,0,0.16,0.68,21530000000.0,0.0,0.0,0.8400000000000001
2023-11-09,2,0,2,0,0,0.16,0.68,21530000000.0,0.0,0.0,0.8400000000000001
2023-11-08,2,0,2,0,0,0.16,0.68,21530000000.0,0.0,0.0,0.8400000000000001
2023-11-07,2,0,1,1,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-11-06,2,0,1,1,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-11-05,2,0,1,1,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-11-04,2,0,1,1,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-11-03,2,0,1,1,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-11-02,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-11-01,2,0,1,1,0,0.16,0.83,21530000000.0,0.0,0.0,0.99
2023-10-31,2,0,2,0,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-10-30,2,0,2,0,0,0.16,0.81,21530000000.0,0.0,0.0,0.9700000000000001
2023-10-29,2,0,1,1,0,0.16,0.84,21530000000.0,0.0,0.0,1.0
2023-10-28,2,0,1,1,0,0.16,0.84,21530000000.0,0.0,0.0,1.0
2023-10-27,2,0,1,1,0,0.16,0.84,21530000000.0,0.0,0.0,1.0
2023-10-26,2,0,1,1,0,0.16,0.84,21530000000.0,0.0,0.0,1.0
2023-10-25,2,0,2,0,0,0.16,0.73,21530000000.0,0.0,0.0,0.89
2023-10-24,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-23,2,0,2,0,0,0.16,0.82,21530000000.0,0.0,0.0,0.98
2023-10-22,2,0,2,0,0,0.16,0.82,21530000000.0,0.0,0.0,0.98
2023-10-21,2,0,2,0,0,0.16,0.82,21530000000.0,0.0,0.0,0.98
2023-10-20,2,0,2,0,0,0.16,0.82,21530000000.0,0.0,0.0,0.98
2023-10-19,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-18,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-17,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-16,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-15,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-14,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-13,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-12,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-11,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-10,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-09,2,0,0,2,0,0.16,0.87,21530000000.0,0.0,0.0,1.03
2023-10-08,2,0,0,2,0,0.16,0.87,21530000000.0,0.0,0.0,1.03
2023-10-07,2,0,0,2,0,0.16,0.87,21530000000.0,0.0,0.0,1.03
2023-10-06,2,0,0,2,0,0.16,0.87,21530000000.0,0.0,0.0,1.03
2023-10-05,2,0,0,2,0,0.16,0.87,21530000000.0,0.0,0.0,1.03
2023-10-04,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-03,2,0,1,1,0,0.16,0.85,21530000000.0,0.0,0.0,1.01
2023-10-02,2,0,1,1,0,0.16,0.73,21530000000.0,0.0,0.0,0.89
2023-10-01,2,0,1,1,0,0.16,0.73,21530000000.0,0.0,0.0,0.89
2023-09-30,2,0,1,1,0,0.16,0.73,21530000000.0,0.0,0.0,0.89
2023-09-29,2,0,1,1,0,0.16,0.73,21530000000.0,0.0,0.0,0.89
2023-09-28,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-27,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-26,2,0,1,1,0,0.16,0.7,21530000000.0,0.0,0.0,0.86
2023-09-25,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-24,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-23,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-22,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-21,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-20,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-19,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-18,2,0,1,1,0,0.16,0.72,21530000000.0,0.0,0.0,0.88
2023-09-17,2,0,1,1,0,0.16,0.7,21530000000.0,0.0,0.0,0.86
2023-09-16,2,0,1,1,0,0.16,0.7,21530000000.0,0.0,0.0,0.86
2023-09-15,2,0,1,1,0,0.16,0.7,21530000000.0,0.0,0.0,0.86
2023-09-14,2,0,1,1,0,0.16,0.7,21530000000.0,0.0,0.0,0.86
2023-09-13,2,0,1,1,0,0.16,0.67,21530000000.0,0.0,0.0,0.8300000000000001
2023-09-12,2,0,2,0,0,0.16,0.54,21530000000.0,0.0,0.0,0.7000000000000001
2023-09-11,2,0,2,0,0,0.16,0.54,21530000000.0,0.0,0.0,0.7000000000000001
2023-09-10,2,0,2,0,0,0.16,0.51,21530000000.0,0.0,0.0,0.67
2023-09-09,2,0,2,0,0,0.16,0.51,21530000000.0,0.0,0.0,0.67
2023-09-08,2,0,2,0,0,0.16,0.51,21530000000.0,0.0,0.0,0.67
2023-09-07,2,0,2,0,0,0.16,0.63,21530000000.0,0.0,0.0,0.79
2023-09-06,2,0,2,0,0,0.16,0.63,21530000000.0,0.0,0.0,0.79
2023-09-05,2,0,2,0,0,0.16,0.75,21530000000.0,0.0,0.0,0.91
2023-09-04,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-09-03,2,0,2,0,0,0.16,0.77,21530000000.0,0.0,0.0,0.93
2023-09-02,2,0,2,0,0,0.16,0.77,21530000000.0,0.0,0.0,0.93
2023-09-01,2,0,2,0,0,0.16,0.77,21530000000.0,0.0,0.0,0.93
2023-08-31,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-30,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-29,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-28,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-27,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-26,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-25,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-24,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-23,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-22,2,0,2,0,0,0.16,0.78,21530000000.0,0.0,0.0,0.9400000000000001
2023-08-21,2,0,2,0,0,0.16,0.76,21530000000.0,0.0,0.0,0.92
2023-08-20,2,0,2,0,0,0.16,0.76,21530000000.0,0.0,0.0,0.92
2023-08-19,2,0,2,0,0,0.16,0.76,21530000000.0,0.0,0.0,0.92
2023-08-18,2,0,2,0,0,0.16,0.76,21530000000.0,0.0,0.0,0.92
2023-08-17,2,0,2,0,0,0.17,0.73,21530000000.0,0.0,0.0,0.9
2023-08-16,2,0,2,0,0,0.17,0.73,21530000000.0,0.0,0.0,0.9
2023-08-15,2,0,2,0,0,0.17,0.73,21530000000.0,0.0,0.0,0.9
2023-08-14,2,0,2,0,0,0.17,0.7,21530000000.0,0.0,0.0,0.87
2023-08-13,2,0,2,0,0,0.17,0.7,21530000000.0,0.0,0.0,0.87
2023-08-12,2,0,2,0,0,0.17,0.7,21530000000.0,0.0,0.0,0.87
2023-08-11,2,0,2,0,0,0.17,0.7,21530000000.0,0.0,0.0,0.87
2023-08-10,2,0,2,0,0,0.17,0.57,21530000000.0,0.0,0.0,0.74
2023-08-09,2,0,2,0,0,0.17,0.57,21530000000.0,0.0,0.0,0.74
2023-08-08,2,0,2,0,0,0.17,0.55,21530000000.0,0.0,0.0,0.7200000000000001
2023-08-07,2,0,2,0,0,0.17,0.55,21530000000.0,0.0,0.0,0.7200000000000001
2023-08-06,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-08-05,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-08-04,2,0,2,0,0,0.17,0.54,21530000000.0,0.0,0.0,0.7100000000000001
2023-08-03,2,0,2,0,0,0.17,0.54,21530000000.0,0.0,0.0,0.7100000000000001
2023-08-02,2,0,2,0,0,0.17,0.54,21530000000.0,0.0,0.0,0.7100000000000001
2023-08-01,2,0,2,0,0,0.17,0.54,21530000000.0,0.0,0.0,0.7100000000000001
2023-07-31,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-30,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-29,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-28,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-27,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-26,2,1,1,0,0,0.17,0.41,21530000000.0,0.0,0.0,0.58
2023-07-25,2,1,1,0,0,0.17,0.42,21530000000.0,0.0,0.0,0.59
2023-07-24,2,1,1,0,0,0.17,0.42,21530000000.0,0.0,0.0,0.59
2023-07-23,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-07-22,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-07-21,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-07-20,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-07-19,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-07-18,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-17,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-16,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-15,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-14,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-13,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-12,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-11,2,1,1,0,0,0.15,0.5,21530000000.0,0.0,0.0,0.65
2023-07-10,2,1,1,0,0,0.15,0.5,21530000000.0,0.0,0.0,0.65
2023-07-09,2,1,1,0,0,0.15,0.5,21530000000.0,0.0,0.0,0.65
2023-07-08,2,1,1,0,0,0.15,0.5,21530000000.0,0.0,0.0,0.65
2023-07-07,2,1,1,0,0,0.15,0.5,21530000000.0,0.0,0.0,0.65
2023-07-06,2,0,2,0,0,0.15,0.51,21530000000.0,0.0,0.0,0.66
2023-07-05,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-04,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-03,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-02,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-07-01,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-06-30,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-06-29,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-06-28,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-27,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-26,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-25,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-24,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-23,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-22,2,1,1,0,0,0.15,0.4,21530000000.0,0.0,0.0,0.55
2023-06-21,3,0,1,0,0,0.15,0.26,21530000000.0,0.0,0.0,0.41000000000000003
2023-06-20,3,0,1,0,0,0.15,0.26,21530000000.0,0.0,0.0,0.41000000000000003
2023-06-19,3,0,1,0,0,0.15,0.26,21530000000.0,0.0,0.0,0.41000000000000003
2023-06-18,3,0,1,0,0,0.15,0.26,21530000000.0,0.0,0.0,0.41000000000000003
2023-06-17,3,0,1,0,0,0.15,0.26,21530000000.0,0.0,0.0,0.41000000000000003
2023-06-16,3,0,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-06-15,2,1,1,0,0,0.15,0.37,21530000000.0,0.0,0.0,0.52
2023-06-14,2,1,1,0,0,0.15,0.37,21530000000.0,0.0,0.0,0.52
2023-06-13,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-06-12,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-11,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-10,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-09,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-08,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-07,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-06,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-05,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-04,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-03,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-02,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-06-01,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-31,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-30,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-29,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-28,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-27,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-26,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-25,2,0,2,0,0,0.15,0.39,21530000000.0,0.0,0.0,0.54
2023-05-24,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-05-23,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-05-22,2,1,1,0,0,0.15,0.38,21530000000.0,0.0,0.0,0.53
2023-05-21,2,1,1,0,0,0.15,0.41,21530000000.0,0.0,0.0,0.5599999999999999
2023-05-20,2,1,1,0,0,0.15,0.41,21530000000.0,0.0,0.0,0.5599999999999999
2023-05-19,2,1,1,0,0,0.15,0.41,21530000000.0,0.0,0.0,0.5599999999999999
2023-05-18,3,0,1,0,0,0.15,0.28,21530000000.0,0.0,0.0,0.43000000000000005
2023-05-17,3,0,1,0,0,0.15,0.28,21530000000.0,0.0,0.0,0.43000000000000005
2023-05-16,3,0,1,0,0,0.15,0.43,21530000000.0,0.0,0.0,0.58
2023-05-15,3,0,1,0,0,0.15,0.43,21530000000.0,0.0,0.0,0.58
2023-05-14,3,0,1,0,0,0.15,0.43,21530000000.0,0.0,0.0,0.58
2023-05-13,3,0,1,0,0,0.15,0.43,21530000000.0,0.0,0.0,0.58
2023-05-12,3,0,1,0,0,0.15,0.43,21530000000.0,0.0,0.0,0.58
2023-05-11,2,1,1,0,0,0.15,0.44,21530000000.0,0.0,0.0,0.59
2023-05-10,2,1,1,0,0,0.15,0.44,21530000000.0,0.0,0.0,0.59
2023-05-09,2,1,1,0,0,0.15,0.45,21530000000.0,0.0,0.0,0.6
2023-05-08,2,1,1,0,0,0.15,0.45,21530000000.0,0.0,0.0,0.6
2023-05-07,2,1,1,0,0,0.15,0.45,21530000000.0,0.0,0.0,0.6
