,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,JE,Market_capitalization,NL,US,Total
2024-03-09,0.0,0,1,0,0,1,0.0,0.0,0.0,4.03,0.0,1747030000.0,1.49,0.0,5.5200000000000005
2024-03-08,0.0,0,1,0,0,1,0.0,0.0,0.0,4.03,0.0,1747030000.0,1.49,0.0,5.5200000000000005
2024-03-07,0.0,0,1,0,0,1,0.0,0.0,0.4,3.28,0.0,1747030000.0,1.49,0.0,5.17
2024-03-06,0.0,0,1,0,0,1,0.0,0.0,0.4,3.22,0.0,1747030000.0,1.46,0.0,5.08
2024-03-05,0.0,0,1,0,0,1,0.0,0.0,0.4,3.12,0.0,1747030000.0,1.39,0.0,4.91
2024-03-04,0.0,0,1,0,0,1,0.0,0.0,0.4,2.77,0.0,1747030000.0,1.3,0.0,4.47
2024-03-03,0.0,0,1,0,0,1,0.0,0.0,0.4,2.77,0.0,1747030000.0,1.24,0.0,4.41
2024-03-02,0.0,0,1,0,0,1,0.0,0.0,0.4,2.77,0.0,1747030000.0,1.24,0.0,4.41
2024-03-01,0.0,0,1,0,0,1,0.0,0.0,0.4,2.77,0.0,1747030000.0,1.24,0.0,4.41
2024-02-29,0.0,0,1,0,0,1,0.0,0.0,0.4,2.77,0.0,1747030000.0,1.24,0.0,4.41
2024-02-28,1.1,0,1,0,0,1,0.0,0.0,0.4,3.26,0.0,1747030000.0,1.24,0.0,6.0
2024-02-27,1.1,0,1,0,0,1,0.0,0.0,0.4,3.41,0.0,1747030000.0,1.24,0.0,6.15
2024-02-26,1.08,0,1,0,0,1,0.0,0.0,0.4,3.59,0.0,1747030000.0,1.24,0.0,6.3100000000000005
2024-02-25,0.97,0,1,0,0,1,0.0,0.0,0.4,3.2,0.0,1747030000.0,1.24,0.0,5.8100000000000005
2024-02-24,0.97,0,1,0,0,1,0.0,0.0,0.4,3.2,0.0,1747030000.0,1.24,0.0,5.8100000000000005
2024-02-23,0.97,0,1,0,0,1,0.0,0.0,0.4,3.2,0.0,1747030000.0,1.24,0.0,5.8100000000000005
2024-02-22,0.91,0,1,0,0,1,0.0,0.0,0.4,3.31,0.0,1747030000.0,1.24,0.0,5.86
2024-02-21,0.83,0,1,0,0,1,0.0,0.0,0.4,3.36,0.0,1747030000.0,1.24,0.0,5.83
2024-02-20,0.74,0,1,0,0,1,0.0,0.0,0.4,3.35,0.0,1747030000.0,1.24,0.0,5.73
2024-02-19,0.58,0,1,0,0,1,0.0,0.0,0.4,3.44,0.0,1747030000.0,1.24,0.0,5.66
2024-02-18,0.58,0,1,0,0,1,0.0,0.0,0.4,3.43,0.0,1747030000.0,1.24,0.0,5.65
2024-02-17,0.58,0,1,0,0,1,0.0,0.0,0.4,3.43,0.0,1747030000.0,1.24,0.0,5.65
2024-02-16,0.58,0,1,0,0,1,0.0,0.0,0.4,3.43,0.0,1747030000.0,1.24,0.0,5.65
2024-02-15,0.52,0,1,0,0,1,0.0,0.0,0.4,3.45,0.0,1747030000.0,1.18,0.0,5.55
2024-02-14,0.47,0,1,0,0,1,0.0,0.0,0.4,3.85,0.0,1747030000.0,1.18,0.0,5.8999999999999995
2024-02-13,0.42,0,1,0,0,1,0.0,0.0,0.4,3.81,0.0,1747030000.0,1.18,0.0,5.81
2024-02-12,0.38,0,1,0,0,1,0.0,0.0,0.4,3.75,0.0,1747030000.0,1.18,0.0,5.71
2024-02-11,0.38,0,1,0,0,1,0.0,0.0,0.4,3.75,0.0,1747030000.0,1.1,0.0,5.630000000000001
2024-02-10,0.38,0,1,0,0,1,0.0,0.0,0.4,3.75,0.0,1747030000.0,1.1,0.0,5.630000000000001
2024-02-09,0.38,0,1,0,0,1,0.0,0.0,0.4,3.75,0.0,1747030000.0,1.1,0.0,5.630000000000001
2024-02-08,0.38,0,1,0,0,1,0.0,0.0,0.4,3.57,0.0,1747030000.0,1.1,0.0,5.449999999999999
2024-02-07,0.38,0,1,0,0,1,0.0,0.0,0.4,3.57,0.0,1747030000.0,1.1,0.0,5.449999999999999
2024-02-06,0.38,0,1,0,0,1,0.0,0.0,0.4,3.64,0.0,1747030000.0,1.1,0.0,5.52
2024-02-05,0.46,0,1,0,0,1,0.0,0.0,0.4,3.57,0.0,1747030000.0,1.1,0.0,5.529999999999999
2024-02-04,0.46,0,1,0,0,1,0.0,0.0,0.4,3.83,0.0,1747030000.0,1.04,0.0,5.73
2024-02-03,0.46,0,1,0,0,1,0.0,0.0,0.4,3.83,0.0,1747030000.0,1.04,0.0,5.73
2024-02-02,0.46,0,1,0,0,1,0.0,0.0,0.4,3.83,0.0,1747030000.0,1.04,0.0,5.73
2024-02-01,0.46,0,1,0,0,1,0.0,0.0,0.4,3.83,0.0,1747030000.0,1.04,0.0,5.73
2024-01-31,0.46,0,1,0,0,1,0.0,0.0,0.4,3.76,0.0,1747030000.0,1.04,0.0,5.66
2024-01-30,0.46,0,1,0,0,1,0.0,0.0,0.4,3.7,0.0,1747030000.0,1.04,0.0,5.6000000000000005
2024-01-29,0.46,0,1,0,0,1,0.0,0.0,0.4,3.7,0.0,1747030000.0,1.04,0.0,5.6000000000000005
2024-01-28,0.41,0,1,0,0,1,0.0,0.0,0.4,3.7,0.0,1747030000.0,1.04,0.0,5.55
2024-01-27,0.41,0,1,0,0,1,0.0,0.0,0.4,3.7,0.0,1747030000.0,1.04,0.0,5.55
2024-01-26,0.41,0,1,0,0,1,0.0,0.0,0.4,3.7,0.0,1747030000.0,1.04,0.0,5.55
2024-01-25,0.41,0,0,1,0,1,0.0,0.0,0.4,3.84,0.0,1747030000.0,1.04,0.0,5.69
2024-01-24,0.36,0,0,1,0,1,0.0,0.0,0.4,3.84,0.0,1747030000.0,1.04,0.0,5.64
2024-01-23,0.36,0,0,1,0,1,0.0,0.0,0.4,3.79,0.0,1747030000.0,1.04,0.0,5.59
2024-01-22,0.36,0,0,1,0,1,0.0,0.0,0.33,4.05,0.0,1747030000.0,1.04,0.17,5.95
2024-01-21,0.4,0,0,1,0,1,0.0,0.0,0.0,4.05,0.0,1747030000.0,1.04,0.17,5.66
2024-01-20,0.4,0,0,1,0,1,0.0,0.0,0.0,4.05,0.0,1747030000.0,1.04,0.17,5.66
2024-01-19,0.4,0,0,1,0,1,0.0,0.0,0.0,4.05,0.0,1747030000.0,1.04,0.17,5.66
2024-01-18,0.35,0,0,1,0,1,0.0,0.0,0.0,3.97,0.0,1747030000.0,1.04,0.17,5.53
2024-01-17,0.28,0,0,1,0,1,0.0,0.0,0.0,3.97,0.0,1747030000.0,1.04,0.18,5.47
2024-01-16,0.28,0,0,1,0,1,0.0,0.0,0.0,3.71,0.0,1747030000.0,1.04,0.18,5.21
2024-01-15,0.28,0,0,1,0,1,0.0,0.0,0.0,3.74,0.0,1747030000.0,1.04,0.18,5.24
2024-01-14,0.28,0,0,1,0,1,0.0,0.0,0.0,3.69,0.0,1747030000.0,1.04,0.18,5.1899999999999995
2024-01-13,0.28,0,0,1,0,1,0.0,0.0,0.0,3.69,0.0,1747030000.0,1.04,0.18,5.1899999999999995
2024-01-12,0.28,0,0,1,0,1,0.0,0.0,0.0,3.69,0.0,1747030000.0,1.04,0.18,5.1899999999999995
2024-01-11,0.28,0,0,1,0,1,0.0,0.0,0.0,3.58,0.0,1747030000.0,1.04,0.18,5.08
2024-01-10,0.28,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,1.04,0.46,4.99
2024-01-09,0.32,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,1.04,0.46,5.03
2024-01-08,0.32,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,0.97,0.46,4.96
2024-01-07,0.32,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,0.97,0.46,4.96
2024-01-06,0.32,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,0.97,0.46,4.96
2024-01-05,0.32,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,1747030000.0,0.97,0.77,5.27
2024-01-04,0.32,0,0,1,0,1,0.0,0.0,0.0,3.16,0.0,1747030000.0,0.9,0.77,5.15
2024-01-03,0.32,0,0,1,0,1,0.0,0.0,0.0,3.16,0.0,1747030000.0,0.9,0.77,5.15
2024-01-02,0.32,0,1,0,0,1,0.0,0.0,0.0,3.11,0.0,1747030000.0,0.9,0.65,4.98
2024-01-01,0.32,0,1,0,0,1,0.0,0.0,0.0,3.02,0.0,1747030000.0,0.9,0.65,4.890000000000001
2023-12-31,0.4,0,1,0,0,1,0.0,0.0,0.0,3.52,0.0,3107030000.0,1.13,0.81,5.859999999999999
2023-12-30,0.4,0,1,0,0,1,0.0,0.0,0.0,3.52,0.0,3107030000.0,1.13,0.81,5.859999999999999
2023-12-29,0.4,0,1,0,0,1,0.0,0.0,0.0,3.52,0.0,3107030000.0,1.13,0.81,5.859999999999999
2023-12-28,0.4,0,1,0,0,1,0.0,0.0,0.0,3.52,0.0,3107030000.0,1.13,0.87,5.92
2023-12-27,0.4,0,1,0,0,1,0.0,0.0,0.0,3.52,0.0,3107030000.0,1.13,0.87,5.92
2023-12-26,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-25,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-24,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-23,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-22,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-21,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-20,0.4,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.88
2023-12-19,0.38,0,1,0,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,0.95,5.86
2023-12-18,0.42,0,0,1,0,1,0.0,0.0,0.0,3.41,0.0,3107030000.0,1.13,1.13,6.09
2023-12-17,0.0,0,0,1,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,1.13,5.659999999999999
2023-12-16,0.0,0,0,1,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,1.13,5.659999999999999
2023-12-15,0.0,0,0,1,0,1,0.0,0.0,0.0,3.4,0.0,3107030000.0,1.13,1.13,5.659999999999999
2023-12-14,0.0,0,0,1,0,1,0.0,0.0,0.0,3.3,0.0,3107030000.0,1.13,0.72,5.1499999999999995
2023-12-13,0.0,0,0,1,0,1,0.0,0.0,0.0,3.06,0.0,3107030000.0,1.13,0.73,4.92
2023-12-12,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,0.73,5.07
2023-12-11,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,0.73,5.07
2023-12-10,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,0.73,5.07
2023-12-09,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,0.73,5.07
2023-12-08,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,0.73,5.07
2023-12-07,0.0,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.13,1.12,5.46
2023-12-06,0.0,0,0,1,0,1,0.0,0.0,0.0,2.98,0.0,3107030000.0,1.13,1.12,5.2299999999999995
2023-12-05,0.0,0,0,1,0,1,0.0,0.0,0.0,2.91,0.0,3107030000.0,1.05,1.12,5.08
2023-12-04,0.0,0,0,1,0,1,0.0,0.0,0.0,2.67,0.0,3107030000.0,1.05,1.02,4.74
2023-12-03,0.0,0,0,1,0,1,0.0,0.0,0.0,2.77,0.0,3107030000.0,1.05,1.02,4.84
2023-12-02,0.0,0,0,1,0,1,0.0,0.0,0.0,2.77,0.0,3107030000.0,1.05,1.02,4.84
2023-12-01,0.0,0,0,1,0,1,0.0,0.0,0.0,2.77,0.0,3107030000.0,1.05,1.02,4.84
2023-11-30,0.0,0,0,1,0,1,0.0,0.0,0.0,2.79,0.0,3107030000.0,1.05,1.02,4.859999999999999
2023-11-29,0.0,0,0,1,0,1,0.0,0.0,0.0,2.83,0.0,3107030000.0,1.05,1.04,4.92
2023-11-28,0.0,0,0,1,0,1,0.0,0.0,0.0,2.83,0.0,3107030000.0,1.05,1.04,4.92
2023-11-27,0.38,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.05,1.11,5.75
2023-11-26,0.38,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.05,1.11,5.75
2023-11-25,0.38,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.05,1.11,5.75
2023-11-24,0.38,0,0,1,0,1,0.0,0.0,0.0,3.21,0.0,3107030000.0,1.05,1.11,5.75
2023-11-23,0.38,0,0,1,0,1,0.0,0.13,0.0,3.21,0.0,3107030000.0,1.05,1.11,5.88
2023-11-22,0.38,0,0,1,0,1,0.0,0.13,0.0,3.22,0.0,3107030000.0,0.99,1.11,5.830000000000001
2023-11-21,0.38,0,0,0,1,1,0.0,0.13,0.0,3.21,0.0,3107030000.0,0.99,1.21,5.92
2023-11-20,0.38,0,0,0,1,1,0.0,0.13,0.0,3.21,0.0,3107030000.0,0.99,0.8,5.51
2023-11-19,0.42,0,0,0,1,1,0.0,0.13,0.0,3.27,0.0,3107030000.0,0.99,0.8,5.61
2023-11-18,0.42,0,0,0,1,1,0.0,0.13,0.0,3.27,0.0,3107030000.0,0.99,0.8,5.61
2023-11-17,0.42,0,0,0,1,1,0.0,0.13,0.0,3.27,0.0,3107030000.0,0.99,0.8,5.61
2023-11-16,0.42,0,0,0,1,1,0.0,0.13,0.0,2.86,0.0,3107030000.0,0.99,0.82,5.220000000000001
2023-11-15,0.42,0,0,0,1,1,0.0,0.0,0.0,3.09,0.0,3107030000.0,0.99,0.84,5.34
2023-11-14,0.42,0,0,0,1,1,0.0,0.0,0.0,3.09,0.0,3107030000.0,0.91,0.86,5.28
2023-11-13,0.42,0,0,0,1,1,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.8,0.86,5.0200000000000005
2023-11-12,0.42,0,0,0,1,1,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.8,0.87,5.03
2023-11-11,0.42,0,0,0,1,1,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.8,0.87,5.03
2023-11-10,0.42,0,0,0,1,1,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.8,0.87,5.03
2023-11-09,0.0,0,0,0,1,1,0.0,0.0,0.0,2.93,0.0,3107030000.0,0.8,0.87,4.6000000000000005
2023-11-08,0.0,0,0,0,1,1,0.0,0.0,0.0,2.93,0.0,3107030000.0,0.8,0.87,4.6000000000000005
2023-11-07,0.0,0,0,0,1,1,0.0,0.0,0.0,2.93,0.0,3107030000.0,0.76,0.87,4.5600000000000005
2023-11-06,0.39,0,0,0,1,1,0.09,0.0,0.0,2.93,0.0,3107030000.0,0.76,0.87,5.04
2023-11-05,0.39,0,0,0,1,1,0.09,0.0,0.0,2.95,0.0,3107030000.0,0.76,0.87,5.0600000000000005
2023-11-04,0.39,0,0,0,1,1,0.09,0.0,0.0,2.95,0.0,3107030000.0,0.76,0.87,5.0600000000000005
2023-11-03,0.39,0,0,0,1,1,0.09,0.0,0.0,2.95,0.0,3107030000.0,0.76,0.87,5.0600000000000005
2023-11-02,0.39,0,0,0,1,1,0.09,0.0,0.0,2.88,0.0,3107030000.0,0.68,0.9,4.94
2023-11-01,0.39,0,0,0,1,1,0.1,0.0,0.0,3.18,0.0,3107030000.0,0.48,0.9,5.050000000000001
2023-10-31,0.39,0,0,0,1,1,0.1,0.0,0.0,3.14,0.0,3107030000.0,0.48,0.9,5.01
2023-10-30,0.39,0,0,0,1,1,0.0,0.0,0.0,3.06,0.0,3107030000.0,0.48,0.9,4.83
2023-10-29,0.4,0,0,0,1,1,0.0,0.0,0.0,3.07,0.0,3107030000.0,0.42,0.9,4.79
2023-10-28,0.4,0,0,0,1,1,0.0,0.0,0.0,3.07,0.0,3107030000.0,0.42,0.9,4.79
2023-10-27,0.4,0,0,0,1,1,0.0,0.0,0.0,3.07,0.0,3107030000.0,0.42,0.9,4.79
2023-10-26,0.4,0,0,0,2,0,0.0,0.0,0.0,3.07,0.0,3107030000.0,0.0,0.9,4.37
2023-10-25,0.4,0,0,0,2,0,0.0,0.0,0.0,3.07,0.0,3107030000.0,0.0,0.9,4.37
2023-10-24,0.4,0,0,0,2,0,0.0,0.0,0.0,3.08,0.0,3107030000.0,0.0,0.9,4.38
2023-10-23,0.4,0,0,0,2,0,0.0,0.0,0.0,3.02,0.0,3107030000.0,0.0,0.9,4.32
2023-10-22,0.4,0,0,0,2,0,0.0,0.0,0.0,3.02,0.0,3107030000.0,0.0,0.9,4.32
2023-10-21,0.4,0,0,0,2,0,0.0,0.0,0.0,3.02,0.0,3107030000.0,0.0,0.9,4.32
2023-10-20,0.4,0,0,0,1,1,0.0,0.0,0.0,3.41,0.0,3107030000.0,0.0,0.9,4.71
2023-10-19,0.4,0,0,0,1,1,0.0,0.0,0.0,3.41,0.0,3107030000.0,0.0,0.99,4.8
2023-10-18,0.4,0,0,0,1,1,0.0,0.0,0.0,3.41,0.0,3107030000.0,0.0,0.99,4.8
2023-10-17,0.0,0,0,0,2,0,0.0,0.0,0.0,3.44,0.0,3107030000.0,0.0,0.99,4.43
2023-10-16,0.0,0,0,0,2,0,0.0,0.0,0.0,3.44,0.0,3107030000.0,0.0,0.99,4.43
2023-10-15,0.0,0,0,0,2,0,0.0,0.0,0.0,3.36,0.0,3107030000.0,0.0,0.99,4.35
2023-10-14,0.0,0,0,0,2,0,0.0,0.0,0.0,3.36,0.0,3107030000.0,0.0,0.99,4.35
2023-10-13,0.0,0,0,0,2,0,0.0,0.0,0.0,3.36,0.0,3107030000.0,0.0,0.99,4.35
2023-10-12,0.0,0,0,0,2,0,0.0,0.0,0.0,2.85,0.0,3107030000.0,0.0,0.99,3.84
2023-10-11,0.0,0,0,0,2,0,0.0,0.0,0.0,2.87,0.0,3107030000.0,0.0,0.99,3.8600000000000003
2023-10-10,0.0,0,0,0,2,0,0.0,0.0,0.0,2.81,0.0,3107030000.0,0.0,0.99,3.8
2023-10-09,0.0,0,0,0,2,0,0.0,0.0,0.0,2.79,0.0,3107030000.0,0.0,0.99,3.7800000000000002
2023-10-08,0.0,0,0,0,2,0,0.0,0.0,0.0,2.72,0.0,3107030000.0,0.0,0.99,3.71
2023-10-07,0.0,0,0,0,2,0,0.0,0.0,0.0,2.72,0.0,3107030000.0,0.0,0.99,3.71
2023-10-06,0.0,0,0,0,2,0,0.0,0.0,0.0,2.72,0.0,3107030000.0,0.0,0.99,3.71
2023-10-05,0.0,0,0,0,2,0,0.0,0.0,0.0,2.72,0.0,3107030000.0,0.0,0.99,3.71
2023-10-04,0.0,0,0,0,2,0,0.0,0.0,0.0,2.4,0.0,3107030000.0,0.0,0.99,3.3899999999999997
2023-10-03,0.0,0,0,0,2,0,0.0,0.0,0.0,2.4,0.0,3107030000.0,0.0,0.99,3.3899999999999997
2023-10-02,0.0,0,0,0,2,0,0.0,0.0,0.0,2.4,0.0,3107030000.0,0.0,0.18,2.58
2023-10-01,0.0,0,0,1,1,0,0.0,0.0,0.0,2.38,0.0,3107030000.0,0.0,0.18,2.56
2023-09-30,0.0,0,0,1,1,0,0.0,0.0,0.0,2.38,0.0,3107030000.0,0.0,0.18,2.56
2023-09-29,0.0,0,0,1,1,0,0.0,0.0,0.0,2.38,0.0,3107030000.0,0.0,0.18,2.56
2023-09-28,0.0,0,0,1,1,0,0.0,0.0,0.0,2.76,0.0,3107030000.0,0.0,0.16,2.92
2023-09-27,0.0,0,0,1,1,0,0.0,0.0,0.0,2.84,0.0,3107030000.0,0.0,0.16,3.0
2023-09-26,0.0,0,0,1,1,0,0.0,0.0,0.0,2.82,0.0,3107030000.0,0.0,0.25,3.07
2023-09-25,0.0,0,0,1,1,0,0.0,0.0,0.0,2.73,0.0,3107030000.0,0.0,0.25,2.98
2023-09-24,0.0,0,0,1,1,0,0.0,0.0,0.0,2.31,0.0,3107030000.0,0.0,0.25,2.56
2023-09-23,0.0,0,0,1,1,0,0.0,0.0,0.0,2.31,0.0,3107030000.0,0.0,0.25,2.56
2023-09-22,0.0,0,0,1,1,0,0.0,0.0,0.0,2.31,0.0,3107030000.0,0.0,0.25,2.56
2023-09-21,0.0,0,0,0,2,0,0.0,0.0,0.0,2.39,0.0,3107030000.0,0.0,0.26,2.6500000000000004
2023-09-20,0.0,0,0,0,2,0,0.0,0.0,0.0,2.51,0.0,3107030000.0,0.0,0.26,2.7699999999999996
2023-09-19,0.0,0,0,0,2,0,0.0,0.0,0.0,2.51,0.0,3107030000.0,0.0,0.26,2.7699999999999996
2023-09-18,0.0,0,0,0,2,0,0.0,0.0,0.0,2.51,0.0,3107030000.0,0.0,0.26,2.7699999999999996
2023-09-17,0.0,0,0,0,2,0,0.0,0.0,0.0,2.55,0.0,3107030000.0,0.0,0.26,2.8099999999999996
2023-09-16,0.0,0,0,0,2,0,0.0,0.0,0.0,2.55,0.0,3107030000.0,0.0,0.26,2.8099999999999996
2023-09-15,0.0,0,0,0,2,0,0.0,0.0,0.0,2.55,0.0,3107030000.0,0.0,0.26,2.8099999999999996
2023-09-14,0.0,0,0,0,2,0,0.0,0.0,0.0,2.63,0.0,3107030000.0,0.0,0.26,2.8899999999999997
2023-09-13,0.0,0,0,0,2,0,0.0,0.0,0.0,2.77,0.0,3107030000.0,0.0,0.26,3.0300000000000002
2023-09-12,0.0,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.12
2023-09-11,0.0,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.12
2023-09-10,0.0,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.12
2023-09-09,0.0,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.12
2023-09-08,0.0,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.12
2023-09-07,0.38,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.5
2023-09-06,0.38,0,0,0,2,0,0.0,0.0,0.0,2.86,0.0,3107030000.0,0.0,0.26,3.5
2023-09-05,0.38,0,0,0,2,0,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.0,0.26,3.58
2023-09-04,0.38,0,0,0,2,0,0.0,0.0,0.0,2.94,0.0,3107030000.0,0.0,0.26,3.58
2023-09-03,0.38,0,0,0,2,0,0.0,0.0,0.0,3.1,0.0,3107030000.0,0.0,0.26,3.74
2023-09-02,0.38,0,0,0,2,0,0.0,0.0,0.0,3.1,0.0,3107030000.0,0.0,0.26,3.74
2023-09-01,0.38,0,0,0,2,0,0.0,0.0,0.0,3.1,0.0,3107030000.0,0.0,0.26,3.74
2023-08-31,0.38,0,0,0,2,0,0.0,0.0,0.0,3.1,0.0,3107030000.0,0.0,0.36,3.84
2023-08-30,0.48,0,0,0,2,0,0.0,0.0,0.0,3.23,0.0,3107030000.0,0.0,0.35,4.06
2023-08-29,0.47,0,0,0,2,0,0.0,0.0,0.0,3.36,0.0,3107030000.0,0.0,0.38,4.21
2023-08-28,0.47,0,0,0,2,0,0.0,0.0,0.0,3.43,0.0,3107030000.0,0.0,0.4,4.300000000000001
2023-08-27,0.47,0,0,0,2,0,0.0,0.0,0.0,3.43,0.0,3107030000.0,0.0,0.4,4.300000000000001
2023-08-26,0.47,0,0,0,2,0,0.0,0.0,0.0,3.43,0.0,3107030000.0,0.0,0.4,4.300000000000001
2023-08-25,0.47,0,0,0,2,0,0.0,0.0,0.0,3.43,0.0,3107030000.0,0.0,0.4,4.300000000000001
2023-08-24,0.47,0,0,0,2,0,0.0,0.0,0.0,3.5,0.0,3107030000.0,0.0,0.4,4.37
2023-08-23,0.47,0,0,0,2,0,0.0,0.0,0.0,3.5,0.0,3107030000.0,0.0,0.4,4.37
2023-08-22,0.47,0,0,0,2,0,0.0,0.0,0.0,3.5,0.0,3107030000.0,0.0,0.4,4.37
2023-08-21,0.47,0,0,0,1,1,0.0,0.0,0.0,3.58,0.0,3107030000.0,0.0,1.19,5.24
2023-08-20,0.47,0,0,0,1,1,0.0,0.0,0.0,3.67,0.0,3107030000.0,0.0,1.19,5.33
2023-08-19,0.47,0,0,0,1,1,0.0,0.0,0.0,3.67,0.0,3107030000.0,0.0,1.19,5.33
2023-08-18,0.47,0,0,0,1,1,0.0,0.0,0.0,3.67,0.0,3107030000.0,0.0,1.19,5.33
2023-08-17,0.47,0,0,0,1,1,0.0,0.0,0.0,3.66,0.0,3107030000.0,0.0,1.19,5.32
2023-08-16,0.47,0,0,0,1,1,0.0,0.0,0.0,3.68,0.0,3107030000.0,0.0,1.19,5.34
2023-08-15,0.49,0,0,0,1,1,0.0,0.0,0.0,3.68,0.0,3107030000.0,0.0,1.19,5.359999999999999
2023-08-14,0.49,0,0,0,1,1,0.0,0.0,0.0,3.77,0.0,3107030000.0,0.0,1.19,5.449999999999999
2023-08-13,0.49,0,0,0,1,1,0.0,0.0,0.0,3.77,0.0,3107030000.0,0.0,1.19,5.449999999999999
2023-08-12,0.49,0,0,0,1,1,0.0,0.0,0.0,3.77,0.0,3107030000.0,0.0,1.19,5.449999999999999
2023-08-11,0.49,0,0,0,1,1,0.0,0.0,0.0,3.77,0.0,3107030000.0,0.0,1.19,5.449999999999999
2023-08-10,0.49,0,0,0,1,1,0.0,0.0,0.0,3.77,0.0,3107030000.0,0.0,1.19,5.449999999999999
2023-08-09,0.49,0,0,0,1,1,0.0,0.0,0.0,3.82,0.0,3107030000.0,0.0,1.17,5.4799999999999995
2023-08-08,0.49,0,0,0,1,1,0.0,0.0,0.0,3.82,0.0,3107030000.0,0.0,1.17,5.4799999999999995
2023-08-07,0.49,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.17,5.57
2023-08-06,0.49,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.18,5.58
2023-08-05,0.49,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.18,5.58
2023-08-04,0.49,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.18,5.58
2023-08-03,0.41,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.18,5.5
2023-08-02,0.41,0,0,0,1,1,0.0,0.0,0.0,3.91,0.0,3107030000.0,0.0,1.51,5.83
2023-08-01,0.37,0,0,0,1,1,0.0,0.0,0.0,3.89,0.0,3107030000.0,0.0,1.51,5.77
2023-07-31,0.37,0,0,0,1,1,0.0,0.0,0.0,3.89,0.0,3107030000.0,0.0,1.49,5.75
2023-07-30,0.37,0,0,0,1,1,0.0,0.0,0.0,3.89,0.0,3107030000.0,0.0,1.49,5.75
2023-07-29,0.37,0,0,0,1,1,0.0,0.0,0.0,3.89,0.0,3107030000.0,0.0,1.49,5.75
2023-07-28,0.37,0,0,0,1,1,0.0,0.0,0.0,3.89,0.0,3107030000.0,0.0,1.49,5.75
2023-07-27,0.37,0,0,0,1,1,0.0,0.0,0.0,3.87,0.0,3107030000.0,0.0,1.46,5.7
