,<05,<1,<2,<5,>=5,FR,GB,Market_capitalization,NL,US,Total
2023-08-16,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-15,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-14,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-13,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-12,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-11,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-10,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-09,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-08,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-07,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-06,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-05,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-04,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-03,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-02,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-08-01,1,1,1,0,0,0.0,0.15,35030000000.0,0.07,0.03,0.25
2023-07-31,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-30,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-29,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-28,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-27,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-26,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-25,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-24,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-23,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-22,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-21,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-20,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-19,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-18,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-17,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-16,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-15,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-14,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-13,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-12,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-11,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-10,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-09,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-08,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-07,1,0,2,0,0,0.0,0.15,35030000000.0,0.09,0.03,0.27
2023-07-06,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-05,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-04,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-03,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-02,1,0,2,0,0,0.0,0.15,35030000000.0,0.08,0.03,0.26
2023-07-01,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-30,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-29,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-28,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-27,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-26,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-25,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-24,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-23,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-22,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-21,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-20,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-19,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-18,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-17,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-16,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-15,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-14,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-13,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-12,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-06-11,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-10,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-09,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-08,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-07,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-06,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-05,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-04,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-03,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-02,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.03,0.33999999999999997
2023-06-01,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.04,0.35
2023-05-31,1,0,2,0,0,0.07,0.16,35030000000.0,0.08,0.04,0.35
2023-05-30,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-29,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-28,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-27,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-26,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-25,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-24,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-23,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-22,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-21,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-20,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-19,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-18,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-17,1,0,2,0,0,0.07,0.14,35030000000.0,0.08,0.04,0.33
2023-05-16,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.04,0.33999999999999997
2023-05-15,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.05,0.35
2023-05-14,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.05,0.35
2023-05-13,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.05,0.35
2023-05-12,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.05,0.35
2023-05-11,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.05,0.35
2023-05-10,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-05-09,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-05-08,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-05-07,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-05-06,1,0,2,0,0,0.07,0.15,35030000000.0,0.08,0.03,0.32999999999999996
2023-05-05,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
2023-05-04,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
2023-05-03,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
2023-05-02,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
2023-05-01,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
2023-04-30,1,0,1,1,0,0.07,0.15,35030000000.0,0.08,0.1,0.4
