,<05,<1,<2,<5,>=5,FR,GB,JE,Market_capitalization,NL,US,Total
2025-05-05,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-05-04,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-05-03,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-05-02,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-05-01,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-30,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-29,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-28,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-27,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-26,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-25,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-24,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-23,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-22,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-21,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-20,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-19,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-18,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-17,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-16,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-15,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-14,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-13,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-12,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-11,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-10,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-09,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-08,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-07,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-06,True,False,False,False,False,0.0,0.0,0.0,2360000000.0,0.0,0.49,0.49
2025-04-05,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-04-04,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-04-03,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-04-02,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-04-01,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-31,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-30,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-29,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-28,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-27,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-26,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-25,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-24,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-23,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-22,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-21,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-20,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-19,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-18,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-17,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-16,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-15,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-14,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-13,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-12,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-11,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-10,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-09,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-08,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-07,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-06,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-05,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-04,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-03,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-02,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-03-01,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-28,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-27,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-26,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-25,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-24,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-23,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-22,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-21,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-20,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-19,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-18,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-17,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-16,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-15,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-14,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-13,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-12,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-11,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-10,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-09,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-08,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-07,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-06,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-05,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-04,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-03,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-02,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-02-01,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-31,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-30,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-29,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-28,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-27,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-26,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-25,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-24,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-23,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-22,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-21,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-20,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-19,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-18,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-17,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-16,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-15,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-14,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-13,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.49,0.87
2025-01-12,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-11,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-10,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-09,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-08,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-07,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-06,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-05,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-04,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-03,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-02,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2025-01-01,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-31,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-30,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-29,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-28,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-27,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-26,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-25,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-24,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-23,False,True,False,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.59,0.97
2024-12-22,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-21,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-20,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-19,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-18,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-17,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-16,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-15,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-14,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-13,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-12,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-11,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-10,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-09,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-08,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-07,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-06,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-05,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-04,False,False,True,False,False,0.0,0.38,0.0,2360000000.0,0.0,0.69,1.0699999999999998
2024-12-03,False,False,True,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.69,1.3199999999999998
2024-12-02,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-12-01,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-30,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-29,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-28,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-27,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-26,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-25,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-24,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-23,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-22,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-21,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-20,False,True,False,False,False,0.0,0.63,0.0,2360000000.0,0.0,0.0,0.63
2024-11-19,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-18,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-17,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-16,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-15,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-14,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-13,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-12,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-11,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-10,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-09,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-08,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-07,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-06,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-05,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
2024-11-04,False,True,False,False,False,0.0,0.52,0.0,2360000000.0,0.0,0.0,0.52
