,<05,<1,<2,<5,>=5,FR,GB,JE,Market_capitalization,NL,US,Total
2024-01-21,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,0.99,3.0200000000000005
2024-01-20,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-19,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-18,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-17,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-16,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-15,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,1.79,3.8200000000000003
2024-01-14,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-13,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-12,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-11,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-10,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-09,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-08,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-07,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-06,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-05,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-04,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.22,4.25
2024-01-03,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.31,4.34
2024-01-02,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2024-01-01,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2023-12-31,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2023-12-30,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2023-12-29,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2023-12-28,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.39,4.42
2023-12-27,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.5,4.53
2023-12-26,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.89,4.92
2023-12-25,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.89,4.92
2023-12-24,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.89,4.92
2023-12-23,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.89,4.92
2023-12-22,False,False,False,True,False,0.58,0.96,0.49,2360000000.0,0.0,2.89,4.92
2023-12-21,False,False,False,False,True,0.58,0.96,0.49,2360000000.0,0.0,3.02,5.050000000000001
2023-12-20,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-19,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-18,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-17,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-16,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-15,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-14,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-13,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-12,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-11,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-10,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-09,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-08,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-07,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-06,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-05,False,False,False,False,True,0.58,1.06,0.49,2360000000.0,0.0,3.02,5.15
2023-12-04,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-12-03,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-12-02,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-12-01,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-11-30,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-11-29,False,False,False,False,True,0.58,1.16,0.49,2360000000.0,0.0,3.02,5.25
2023-11-28,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-27,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-26,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-25,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-24,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-23,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-22,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-21,False,False,False,False,True,0.6,1.16,0.49,2360000000.0,0.0,3.02,5.27
2023-11-20,False,False,False,False,True,0.6,1.26,0.49,2360000000.0,0.0,3.02,5.369999999999999
2023-11-19,False,False,False,False,True,0.6,1.26,0.49,2360000000.0,0.0,3.02,5.369999999999999
2023-11-18,False,False,False,False,True,0.6,1.26,0.49,2360000000.0,0.0,3.02,5.369999999999999
2023-11-17,False,False,False,False,True,0.6,1.26,0.49,2360000000.0,0.0,3.02,5.369999999999999
2023-11-16,False,False,False,False,True,0.6,1.26,0.49,2360000000.0,0.0,3.02,5.369999999999999
2023-11-15,False,False,False,False,True,0.6,1.36,0.49,2360000000.0,0.0,3.02,5.470000000000001
2023-11-14,False,False,False,False,True,0.6,1.36,0.49,2360000000.0,0.0,3.02,5.470000000000001
2023-11-13,False,False,False,False,True,0.6,1.36,0.49,2360000000.0,0.0,3.02,5.470000000000001
2023-11-12,False,False,False,False,True,0.6,1.42,0.49,2360000000.0,0.0,3.02,5.529999999999999
2023-11-11,False,False,False,False,True,0.6,1.42,0.49,2360000000.0,0.0,3.02,5.529999999999999
2023-11-10,False,False,False,False,True,0.6,1.42,0.49,2360000000.0,0.0,3.02,5.529999999999999
2023-11-09,False,False,False,False,True,0.6,1.42,0.49,2360000000.0,0.0,3.02,5.529999999999999
2023-11-08,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-07,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-06,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-05,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-04,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-03,False,False,False,False,True,0.6,1.42,0.59,2360000000.0,0.0,3.02,5.63
2023-11-02,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.02,5.67
2023-11-01,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.02,5.67
2023-10-31,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.02,5.67
2023-10-30,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-29,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-28,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-27,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-26,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-25,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-24,False,False,False,False,True,0.6,1.46,0.59,2360000000.0,0.0,3.03,5.68
2023-10-23,False,False,False,True,False,0.6,1.46,0.59,2360000000.0,0.0,1.23,3.88
2023-10-22,False,False,False,True,False,0.6,1.46,0.59,2360000000.0,0.0,1.23,3.88
2023-10-21,False,False,False,True,False,0.6,1.46,0.59,2360000000.0,0.0,1.23,3.88
2023-10-20,False,False,False,True,False,0.6,1.46,0.59,2360000000.0,0.0,1.23,3.88
2023-10-19,False,False,False,True,False,0.6,1.46,0.59,2360000000.0,0.0,1.23,3.88
2023-10-18,False,False,False,True,False,0.6,1.4,0.59,2360000000.0,0.0,1.23,3.82
2023-10-17,False,False,False,True,False,0.6,1.44,0.59,2360000000.0,0.0,1.23,3.86
2023-10-16,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-15,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-14,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-13,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-12,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-11,False,False,False,True,False,0.6,1.43,0.59,2360000000.0,0.0,1.23,3.8499999999999996
2023-10-10,False,False,False,True,False,0.6,1.43,0.6,2360000000.0,0.0,1.23,3.86
2023-10-09,False,False,False,False,True,0.6,1.43,0.6,2360000000.0,0.0,3.14,5.77
2023-10-08,False,False,False,False,True,0.6,1.43,0.6,2360000000.0,0.0,3.14,5.77
2023-10-07,False,False,False,False,True,0.6,1.43,0.6,2360000000.0,0.0,3.14,5.77
2023-10-06,False,False,False,False,True,0.6,1.43,0.6,2360000000.0,0.0,3.14,5.77
2023-10-05,False,False,False,False,True,0.6,1.43,0.6,2360000000.0,0.0,3.14,5.77
2023-10-04,False,False,False,False,True,0.6,1.44,0.6,2360000000.0,0.0,3.14,5.78
2023-10-03,False,False,False,False,True,0.6,1.39,0.6,2360000000.0,0.0,3.14,5.73
2023-10-02,False,False,False,False,True,0.6,1.39,0.59,2360000000.0,0.0,3.14,5.72
2023-10-01,False,False,False,False,True,0.6,1.39,0.6,2360000000.0,0.0,3.14,5.73
2023-09-30,False,False,False,False,True,0.6,1.39,0.6,2360000000.0,0.0,3.14,5.73
2023-09-29,False,False,False,False,True,0.6,1.39,0.6,2360000000.0,0.0,3.14,5.73
2023-09-28,False,False,False,False,True,0.6,1.18,0.5,2360000000.0,0.0,3.14,5.42
2023-09-27,False,False,False,False,True,0.6,1.18,0.5,2360000000.0,0.0,3.14,5.42
2023-09-26,False,False,False,False,True,0.6,1.18,0.5,2360000000.0,0.0,3.14,5.42
2023-09-25,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-24,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-23,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-22,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-21,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-20,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.14,5.46
2023-09-19,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-18,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-17,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-16,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-15,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-14,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.05,5.369999999999999
2023-09-13,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-12,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-11,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-10,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-09,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-08,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-07,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.12,5.4399999999999995
2023-09-06,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.01,5.33
2023-09-05,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.0,5.32
2023-09-04,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.0,5.32
2023-09-03,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.0,5.32
2023-09-02,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.0,5.32
2023-09-01,False,False,False,False,True,0.6,1.22,0.5,2360000000.0,0.0,3.0,5.32
2023-08-31,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-30,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-29,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-28,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-27,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-26,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-25,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-24,False,False,False,True,False,0.6,0.69,0.5,2360000000.0,0.0,3.02,4.8100000000000005
2023-08-23,False,False,False,True,False,0.6,0.71,0.5,2360000000.0,0.0,3.02,4.83
2023-08-22,False,False,False,True,False,0.0,0.71,0.5,2360000000.0,0.0,3.02,4.23
2023-08-21,False,False,False,True,False,0.0,0.71,0.5,2360000000.0,0.0,2.99,4.2
2023-08-20,False,False,False,True,False,0.0,0.71,0.5,2360000000.0,0.0,2.94,4.15
2023-08-19,False,False,False,True,False,0.0,0.71,0.5,2360000000.0,0.0,2.94,4.15
2023-08-18,False,False,False,True,False,0.0,0.71,0.5,2360000000.0,0.0,2.94,4.15
2023-08-17,False,False,False,True,False,0.0,0.71,0.49,2360000000.0,0.0,2.94,4.14
2023-08-16,False,False,False,True,False,0.0,0.71,0.49,2360000000.0,0.0,2.94,4.14
2023-08-15,False,False,False,True,False,0.0,0.71,0.49,2360000000.0,0.0,2.94,4.14
2023-08-14,False,False,False,True,False,0.0,0.71,0.49,2360000000.0,0.0,2.94,4.14
2023-08-13,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-12,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-11,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-10,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-09,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-08,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-07,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-06,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-05,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-04,False,False,False,True,False,0.0,1.2,0.49,2360000000.0,0.0,2.94,4.63
2023-08-03,False,False,False,False,True,0.49,1.2,0.49,2360000000.0,0.0,2.94,5.119999999999999
2023-08-02,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-08-01,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-07-31,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-07-30,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-07-29,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-07-28,False,False,False,False,True,0.49,1.16,0.49,2360000000.0,0.0,2.94,5.08
2023-07-27,False,False,False,False,True,0.49,1.21,0.49,2360000000.0,0.0,3.05,5.24
2023-07-26,False,False,False,False,True,0.49,1.16,0.59,2360000000.0,0.0,3.1,5.34
2023-07-25,False,False,False,True,False,0.49,1.2,0.59,2360000000.0,0.0,2.59,4.869999999999999
2023-07-24,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-23,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-22,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-21,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-20,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-19,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.59,4.82
2023-07-18,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.61,4.84
2023-07-17,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.61,4.84
2023-07-16,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.61,4.84
2023-07-15,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.61,4.84
2023-07-14,False,False,False,True,False,0.49,1.15,0.59,2360000000.0,0.0,2.61,4.84
2023-07-13,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-12,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-11,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-10,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-09,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-08,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-07,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-06,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.06,5.42
2023-07-05,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-04,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-03,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-02,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-07-01,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-06-30,False,False,False,False,True,0.49,1.28,0.59,2360000000.0,0.0,3.08,5.4399999999999995
2023-06-29,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.08,5.54
2023-06-28,False,False,False,False,True,0.49,1.3,0.69,2360000000.0,0.0,3.08,5.5600000000000005
2023-06-27,False,False,False,False,True,0.49,1.3,0.69,2360000000.0,0.0,3.08,5.5600000000000005
2023-06-26,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-25,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-24,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-23,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-22,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-21,False,False,False,False,True,0.49,1.21,0.69,2360000000.0,0.0,2.98,5.369999999999999
2023-06-20,False,False,False,False,True,0.49,1.18,0.69,2360000000.0,0.0,2.98,5.34
2023-06-19,False,False,False,False,True,0.49,1.18,0.69,2360000000.0,0.0,2.98,5.34
2023-06-18,False,False,False,False,True,0.49,1.29,0.69,2360000000.0,0.0,2.98,5.449999999999999
2023-06-17,False,False,False,False,True,0.49,1.29,0.69,2360000000.0,0.0,2.98,5.449999999999999
2023-06-16,False,False,False,False,True,0.49,1.29,0.69,2360000000.0,0.0,2.98,5.449999999999999
2023-06-15,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,2.98,5.4399999999999995
2023-06-14,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,2.98,5.4399999999999995
2023-06-13,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,2.98,5.4399999999999995
2023-06-12,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.47,5.93
2023-06-11,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.47,5.93
2023-06-10,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.47,5.93
2023-06-09,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.47,5.93
2023-06-08,False,False,False,False,True,0.49,1.28,0.69,2360000000.0,0.0,3.39,5.85
2023-06-07,False,False,False,False,True,0.49,1.29,0.69,2360000000.0,0.0,3.39,5.859999999999999
2023-06-06,False,False,False,False,True,0.49,1.28,0.7,2360000000.0,0.0,3.39,5.859999999999999
2023-06-05,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,3.39,5.92
2023-06-04,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,3.39,5.92
2023-06-03,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,3.39,5.92
2023-06-02,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,3.39,5.92
2023-06-01,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,2.6,5.130000000000001
2023-05-31,False,False,False,False,True,0.49,1.34,0.7,2360000000.0,0.0,2.48,5.01
2023-05-30,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.16,4.82
2023-05-29,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.16,4.82
2023-05-28,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.06,4.720000000000001
2023-05-27,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.06,4.720000000000001
2023-05-26,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.06,4.720000000000001
2023-05-25,False,False,False,True,False,0.49,1.47,0.7,2360000000.0,0.0,2.06,4.720000000000001
2023-05-24,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.0,1.56,4.24
2023-05-23,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.0,1.56,4.24
2023-05-22,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.0,1.56,4.24
2023-05-21,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.44,1.56,4.68
2023-05-20,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.44,1.56,4.68
2023-05-19,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.44,1.56,4.68
2023-05-18,False,False,False,True,False,0.49,1.49,0.7,2360000000.0,0.44,1.56,4.68
2023-05-17,False,False,False,True,False,0.49,1.48,0.7,2360000000.0,0.44,1.56,4.67
2023-05-16,False,False,False,True,False,0.49,1.48,0.7,2360000000.0,0.44,1.56,4.67
2023-05-15,False,False,False,True,False,0.49,1.48,0.7,2360000000.0,0.44,1.56,4.67
2023-05-14,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-13,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-12,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-11,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-10,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-09,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-08,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
2023-05-07,False,False,False,False,True,0.49,2.01,0.7,2360000000.0,0.44,1.56,5.2
