,-unknown-,<05,<1,<2,<5,>=5,CH,GB,Market_capitalization,US,Total
2023-11-07,2.1,False,False,False,False,True,0.37,5.21,832400000,0.95,8.629999999999999
2023-11-06,2.07,False,False,False,False,True,0.37,5.109999999999999,832400000,0.95,8.499999999999998
2023-11-05,2.06,False,False,False,False,True,0.37,5.109999999999999,832400000,0.95,8.489999999999998
2023-11-04,2.06,False,False,False,False,True,0.37,5.109999999999999,832400000,0.95,8.489999999999998
2023-11-03,2.06,False,False,False,False,True,0.37,5.109999999999999,832400000,0.95,8.489999999999998
2023-11-02,2.06,False,False,False,False,True,0.37,5.109999999999999,832400000,0.95,8.489999999999998
2023-11-01,2.07,False,False,False,False,True,0.37,5.239999999999998,832400000,0.95,8.629999999999997
2023-10-31,2.08,False,False,False,False,True,0.52,5.239999999999998,832400000,0.95,8.789999999999997
2023-10-30,1.88,False,False,False,False,True,0.52,5.239999999999998,832400000,0.95,8.589999999999998
2023-10-29,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-28,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-27,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-26,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-25,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-24,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-23,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-22,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-21,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-20,1.88,False,False,False,False,True,0.52,5.14,832400000,0.95,8.489999999999998
2023-10-19,1.83,False,False,False,False,True,0.0,5.04,832400000,0.95,7.82
2023-10-18,1.85,False,False,False,False,True,0.0,4.9399999999999995,832400000,0.95,7.739999999999999
2023-10-17,1.85,False,False,False,False,True,0.0,4.9399999999999995,832400000,0.95,7.739999999999999
2023-10-16,1.85,False,False,False,False,True,0.0,4.9399999999999995,832400000,0.95,7.739999999999999
2023-10-15,1.85,False,False,False,False,True,0.0,4.75,832400000,0.95,7.55
2023-10-14,1.85,False,False,False,False,True,0.0,4.75,832400000,0.95,7.55
2023-10-13,1.85,False,False,False,False,True,0.0,4.75,832400000,0.95,7.55
2023-10-12,1.83,False,False,False,False,True,0.0,4.75,832400000,0.95,7.53
2023-10-11,1.83,False,False,False,False,True,0.0,4.8,832400000,0.95,7.58
2023-10-10,1.83,False,False,False,False,True,0.0,4.8,832400000,0.95,7.58
2023-10-09,1.83,False,False,False,False,True,0.0,4.699999999999999,832400000,0.95,7.4799999999999995
2023-10-08,1.83,False,False,False,False,True,0.0,4.6899999999999995,832400000,0.95,7.47
2023-10-07,1.83,False,False,False,False,True,0.0,4.6899999999999995,832400000,0.95,7.47
2023-10-06,1.83,False,False,False,False,True,0.0,4.6899999999999995,832400000,0.95,7.47
2023-10-05,1.83,False,False,False,False,True,0.0,4.72,832400000,2.13,8.68
2023-10-04,1.83,False,False,False,False,True,0.0,4.629999999999999,832400000,2.13,8.59
2023-10-03,1.83,False,False,False,False,True,0.0,4.51,832400000,2.13,8.469999999999999
2023-10-02,1.83,False,False,False,False,True,0.0,4.5,832400000,2.13,8.46
2023-10-01,1.7,False,False,False,False,True,0.0,4.5,832400000,2.13,8.33
2023-09-30,1.7,False,False,False,False,True,0.0,4.5,832400000,2.13,8.33
2023-09-29,1.7,False,False,False,False,True,0.0,4.5,832400000,2.13,8.33
2023-09-28,1.7,False,False,False,False,True,0.0,4.5,832400000,2.13,8.33
2023-09-27,1.7,False,False,False,False,True,0.0,4.5,832400000,2.13,8.33
2023-09-26,1.7,False,False,False,False,True,0.0,4.4799999999999995,832400000,2.13,8.309999999999999
2023-09-25,1.18,False,False,False,False,True,0.0,4.4799999999999995,832400000,2.13,7.789999999999999
2023-09-24,1.18,False,False,False,False,True,0.0,4.4799999999999995,832400000,2.13,7.789999999999999
2023-09-23,1.18,False,False,False,False,True,0.0,4.4799999999999995,832400000,2.13,7.789999999999999
2023-09-22,1.18,False,False,False,False,True,0.0,4.4799999999999995,832400000,2.13,7.789999999999999
2023-09-21,1.18,False,False,False,False,True,0.0,4.59,832400000,2.13,7.8999999999999995
2023-09-20,1.18,False,False,False,False,True,0.0,4.59,832400000,2.13,7.8999999999999995
2023-09-19,1.18,False,False,False,False,True,0.0,4.59,832400000,2.13,7.8999999999999995
2023-09-18,1.18,False,False,False,False,True,0.0,4.59,832400000,2.13,7.8999999999999995
2023-09-17,1.18,False,False,False,False,True,0.0,4.59,832400000,2.13,7.8999999999999995
2023-09-16,1.18,False,False,False,False,True,0.0,4.949999999999999,832400000,2.13,8.259999999999998
2023-09-15,1.18,False,False,False,False,True,0.0,4.949999999999999,832400000,2.13,8.259999999999998
2023-09-14,1.19,False,False,False,False,True,0.0,4.949999999999999,832400000,2.13,8.27
2023-09-13,1.19,False,False,False,False,True,0.0,4.949999999999999,832400000,2.13,8.27
2023-09-12,1.18,False,False,False,False,True,0.0,4.949999999999999,832400000,2.13,8.259999999999998
2023-09-11,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-10,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-09,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-08,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-07,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-06,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-05,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-04,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-03,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-02,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-09-01,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-08-31,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-08-30,1.18,False,False,False,False,True,0.0,5.04,832400000,2.13,8.35
2023-08-29,1.28,False,False,False,False,True,0.0,5.04,832400000,2.13,8.45
2023-08-28,1.28,False,False,False,False,True,0.0,5.04,832400000,2.13,8.45
2023-08-27,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-26,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-25,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-24,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-23,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-22,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-21,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-20,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-19,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-18,1.28,False,False,False,False,True,0.47,5.140000000000001,832400000,2.13,9.02
2023-08-17,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-16,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-15,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-14,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-13,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-12,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-11,1.28,False,False,False,False,True,0.47,5.16,832400000,2.13,9.04
2023-08-10,1.29,False,False,False,False,True,0.47,5.16,832400000,2.13,9.05
2023-08-09,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-08,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-07,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-06,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-05,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-04,1.29,False,False,False,False,True,0.47,4.57,832400000,2.13,8.46
2023-08-03,1.27,False,False,False,False,True,0.47,4.57,832400000,2.13,8.440000000000001
2023-08-02,1.38,False,False,False,False,True,0.47,4.5,832400000,2.13,8.48
2023-08-01,1.38,False,False,False,False,True,0.47,4.5,832400000,2.13,8.48
2023-07-31,1.38,False,False,False,False,True,0.47,4.5,832400000,2.13,8.48
2023-07-30,1.47,False,False,False,False,True,0.47,4.5,832400000,2.13,8.57
2023-07-29,1.47,False,False,False,False,True,0.47,4.5,832400000,2.13,8.57
2023-07-28,1.47,False,False,False,False,True,0.47,4.5,832400000,2.13,8.57
2023-07-27,1.47,False,False,False,False,True,0.47,4.5,832400000,2.13,8.57
2023-07-26,1.47,False,False,False,False,True,0.47,4.449999999999999,832400000,2.13,8.52
2023-07-25,1.47,False,False,False,False,True,0.47,4.569999999999999,832400000,2.36,8.87
2023-07-24,1.5,False,False,False,False,True,0.47,4.569999999999999,832400000,2.36,8.899999999999999
2023-07-23,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-22,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-21,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-20,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-19,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-18,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-17,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-16,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-15,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-14,1.5,False,False,False,False,True,0.47,4.52,832400000,2.36,8.85
2023-07-13,1.5,False,False,False,False,True,0.47,4.52,832400000,2.37,8.86
2023-07-12,1.5,False,False,False,False,True,0.47,4.52,832400000,2.37,8.86
2023-07-11,1.5,False,False,False,False,True,0.47,4.52,832400000,2.37,8.86
2023-07-10,1.5,False,False,False,False,True,0.47,4.52,832400000,2.37,8.86
2023-07-09,1.5,False,False,False,False,True,0.47,4.4,832400000,2.45,8.82
2023-07-08,1.5,False,False,False,False,True,0.47,4.4,832400000,2.45,8.82
2023-07-07,1.5,False,False,False,False,True,0.47,4.4,832400000,2.45,8.82
2023-07-06,1.5,False,False,False,False,True,0.47,4.41,832400000,2.45,8.83
2023-07-05,1.48,False,False,False,False,True,0.47,4.39,832400000,2.45,8.79
2023-07-04,1.48,False,False,False,False,True,0.47,4.29,832400000,2.45,8.690000000000001
2023-07-03,1.48,False,False,False,False,True,0.47,4.1,832400000,2.45,8.5
2023-07-02,1.49,False,False,False,False,True,0.47,4.1,832400000,2.45,8.51
2023-07-01,1.49,False,False,False,False,True,0.47,4.1,832400000,2.45,8.51
2023-06-30,1.49,False,False,False,False,True,0.47,4.1,832400000,2.45,8.51
2023-06-29,1.41,False,False,False,False,True,0.47,3.96,832400000,2.45,8.29
2023-06-28,1.41,False,False,False,False,True,0.47,3.96,832400000,2.35,8.19
2023-06-27,1.41,False,False,False,False,True,0.47,3.96,832400000,2.35,8.19
2023-06-26,1.41,False,False,False,False,True,0.47,3.96,832400000,2.35,8.19
2023-06-25,1.41,False,False,False,False,True,0.47,3.98,832400000,2.38,8.239999999999998
2023-06-24,1.41,False,False,False,False,True,0.47,3.98,832400000,2.38,8.239999999999998
2023-06-23,1.41,False,False,False,False,True,0.47,3.98,832400000,2.38,8.239999999999998
2023-06-22,1.41,False,False,False,False,True,0.47,3.98,832400000,2.38,8.239999999999998
2023-06-21,1.41,False,False,False,False,True,0.47,3.43,832400000,2.36,7.67
2023-06-20,1.31,False,False,False,False,True,0.47,3.43,832400000,2.36,7.57
2023-06-19,1.31,False,False,False,False,True,0.47,3.43,832400000,2.36,7.57
2023-06-18,1.31,False,False,False,False,True,0.47,3.4099999999999993,832400000,2.36,7.549999999999999
2023-06-17,1.31,False,False,False,False,True,0.47,3.4099999999999993,832400000,2.36,7.549999999999999
2023-06-16,1.31,False,False,False,False,True,0.47,3.4099999999999993,832400000,2.36,7.549999999999999
2023-06-15,1.19,False,False,False,False,True,0.47,3.46,832400000,2.36,7.48
2023-06-14,1.19,False,False,False,False,True,0.47,3.46,832400000,2.36,7.48
2023-06-13,1.19,False,False,False,False,True,0.47,3.46,832400000,2.36,7.48
2023-06-12,1.19,False,False,False,False,True,0.47,3.46,832400000,2.36,7.48
2023-06-11,1.19,False,False,False,False,True,0.47,3.46,832400000,1.86,6.98
2023-06-10,1.19,False,False,False,False,True,0.47,3.46,832400000,1.86,6.98
2023-06-09,1.19,False,False,False,False,True,0.47,3.46,832400000,1.86,6.98
2023-06-08,1.37,False,False,False,False,True,0.47,3.54,832400000,1.86,7.24
2023-06-07,1.37,False,False,False,False,True,0.47,3.54,832400000,1.86,7.24
2023-06-06,1.37,False,False,False,False,True,0.47,3.61,832400000,1.86,7.3100000000000005
2023-06-05,1.37,False,False,False,False,True,0.47,3.49,832400000,1.69,7.02
2023-06-04,1.37,False,False,False,False,True,0.47,3.4799999999999995,832400000,1.8,7.119999999999999
2023-06-03,1.37,False,False,False,False,True,0.47,3.4799999999999995,832400000,1.8,7.119999999999999
2023-06-02,1.37,False,False,False,False,True,0.47,3.4799999999999995,832400000,1.8,7.119999999999999
2023-06-01,1.37,False,False,False,False,True,0.47,3.11,832400000,1.55,6.5
2023-05-31,1.37,False,False,False,False,True,0.47,2.98,832400000,1.55,6.37
2023-05-30,1.33,False,False,False,False,True,0.47,3.1,832400000,1.55,6.45
2023-05-29,1.33,False,False,False,False,True,0.47,3.1,832400000,1.55,6.45
2023-05-28,1.33,False,False,False,False,True,0.47,3.1,832400000,1.55,6.45
2023-05-27,1.33,False,False,False,False,True,0.47,3.1,832400000,1.55,6.45
2023-05-26,1.33,False,False,False,False,True,0.47,3.1,832400000,1.55,6.45
2023-05-25,1.4300000000000004,False,False,False,False,True,0.47,2.92,832400000,1.55,6.37
2023-05-24,1.4300000000000004,False,False,False,False,True,0.47,2.9999999999999996,832400000,1.55,6.45
2023-05-23,1.51,False,False,False,False,True,0.47,2.9999999999999996,832400000,1.55,6.529999999999999
2023-05-22,1.7000000000000002,False,False,False,False,True,0.47,2.77,832400000,1.55,6.489999999999999
2023-05-21,1.7000000000000002,False,False,False,False,True,0.47,2.82,832400000,1.55,6.54
2023-05-20,1.7000000000000002,False,False,False,False,True,0.47,2.82,832400000,1.55,6.54
2023-05-19,1.7000000000000002,False,False,False,False,True,0.47,2.82,832400000,1.55,6.54
2023-05-18,1.7000000000000002,False,False,False,False,True,0.47,2.7899999999999996,832400000,1.55,6.509999999999999
2023-05-17,1.7000000000000002,False,False,False,False,True,0.47,2.68,832400000,1.55,6.3999999999999995
2023-05-16,1.62,False,False,False,False,True,0.47,2.71,832400000,1.55,6.35
2023-05-15,1.62,False,False,False,False,True,0.47,2.71,832400000,1.55,6.35
2023-05-14,1.62,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,6.109999999999999
2023-05-13,1.62,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,6.109999999999999
2023-05-12,1.62,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,6.109999999999999
2023-05-11,1.5499999999999998,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,6.039999999999999
2023-05-10,1.5499999999999998,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,6.039999999999999
2023-05-09,1.43,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.919999999999999
2023-05-08,1.43,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.919999999999999
2023-05-07,1.3199999999999996,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.81
2023-05-06,1.3199999999999996,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.81
2023-05-05,1.3199999999999996,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.81
2023-05-04,1.3199999999999996,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.81
2023-05-03,1.3199999999999996,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.81
2023-05-02,1.21,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.699999999999999
2023-05-01,1.21,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.699999999999999
2023-04-30,1.21,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.699999999999999
2023-04-29,1.21,False,False,False,False,True,0.47,2.4699999999999998,832400000,1.55,5.699999999999999
