,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,JE,Market_capitalization,NL,US,Total
2024-01-07,0.0,5,1,2,0,1,0.0,0.03,0.82,0.02,57597670000.0,0.02,0.16,1.05
2024-01-06,0.0,5,1,2,0,1,0.0,0.03,0.82,0.02,57597670000.0,0.02,0.16,1.05
2024-01-05,0.0,5,1,2,0,1,0.0,0.03,0.82,0.02,57597670000.0,0.02,0.16,1.05
2024-01-04,0.0,5,1,2,0,1,0.0,0.03,0.81,0.02,57597670000.0,0.02,0.16,1.04
2024-01-03,0.0,5,1,2,0,1,0.0,0.03,0.81,0.02,57597670000.0,0.02,0.16,1.04
2024-01-02,0.0,5,1,2,0,1,0.0,0.03,0.81,0.02,57597670000.0,0.02,0.16,1.04
2024-01-01,0.0,5,1,2,0,1,0.0,0.03,0.81,0.02,57597670000.0,0.02,0.16,1.04
2023-12-31,0.0,4,2,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.16,1.08
2023-12-30,0.0,4,2,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.16,1.08
2023-12-29,0.0,4,2,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.16,1.08
2023-12-28,0.0,4,2,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.16,1.08
2023-12-27,0.0,4,2,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.16,1.08
2023-12-26,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-25,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-24,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-23,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-22,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-21,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-20,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-19,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-18,0.0,3,3,2,0,1,0.0,0.04,0.84,0.02,60067670000.0,0.02,0.18,1.1
2023-12-17,0.0,3,3,2,0,1,0.0,0.04,0.87,0.02,60067670000.0,0.02,0.18,1.1300000000000001
2023-12-16,0.0,3,3,2,0,1,0.0,0.04,0.87,0.02,60067670000.0,0.02,0.18,1.1300000000000001
2023-12-15,0.0,3,3,2,0,1,0.0,0.04,0.87,0.02,60067670000.0,0.02,0.18,1.1300000000000001
2023-12-14,0.0,3,3,2,0,1,0.0,0.04,0.85,0.02,60067670000.0,0.03,0.18,1.12
2023-12-13,0.0,3,3,2,0,1,0.0,0.04,0.85,0.02,60067670000.0,0.03,0.18,1.12
2023-12-12,0.0,3,3,2,0,1,0.0,0.04,0.85,0.02,60067670000.0,0.03,0.18,1.12
2023-12-11,0.0,3,3,2,0,1,0.0,0.03,0.85,0.02,60067670000.0,0.03,0.18,1.11
2023-12-10,0.0,3,3,2,0,1,0.0,0.03,0.85,0.02,60067670000.0,0.03,0.18,1.11
2023-12-09,0.0,3,3,2,0,1,0.0,0.03,0.85,0.02,60067670000.0,0.03,0.18,1.11
2023-12-08,0.0,3,3,2,0,1,0.0,0.03,0.85,0.02,60067670000.0,0.03,0.18,1.11
2023-12-07,0.0,3,3,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-12-06,0.0,3,3,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-12-05,0.0,3,3,2,0,1,0.0,0.03,0.83,0.02,60067670000.0,0.03,0.2,1.11
2023-12-04,0.0,3,3,2,0,1,0.0,0.03,0.82,0.02,60067670000.0,0.03,0.2,1.1
2023-12-03,0.0,3,3,2,0,1,0.0,0.03,0.82,0.02,60067670000.0,0.03,0.2,1.1
2023-12-02,0.0,3,3,2,0,1,0.0,0.03,0.82,0.02,60067670000.0,0.03,0.2,1.1
2023-12-01,0.0,3,3,2,0,1,0.0,0.03,0.82,0.02,60067670000.0,0.03,0.2,1.1
2023-11-30,0.0,3,3,2,0,1,0.0,0.03,0.83,0.02,60067670000.0,0.03,0.2,1.11
2023-11-29,0.0,2,4,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-11-28,0.0,2,4,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-11-27,0.0,3,3,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-11-26,0.0,3,3,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.2,1.12
2023-11-25,0.0,2,4,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.28,1.2000000000000002
2023-11-24,0.0,2,4,2,0,1,0.0,0.03,0.84,0.02,60067670000.0,0.03,0.28,1.2000000000000002
2023-11-23,0.0,2,4,2,0,1,0.0,0.03,0.81,0.02,60067670000.0,0.03,0.27,1.1600000000000001
2023-11-22,0.0,2,4,2,0,1,0.0,0.03,0.81,0.02,60067670000.0,0.03,0.27,1.1600000000000001
2023-11-21,0.0,2,5,1,0,1,0.0,0.03,0.74,0.02,60067670000.0,0.03,0.27,1.09
2023-11-20,0.0,2,5,1,0,1,0.0,0.03,0.71,0.02,60067670000.0,0.03,0.27,1.06
2023-11-19,0.0,2,5,1,0,1,0.0,0.03,0.71,0.02,60067670000.0,0.03,0.27,1.06
2023-11-18,0.0,2,5,1,0,1,0.0,0.03,0.71,0.02,60067670000.0,0.03,0.27,1.06
2023-11-17,0.0,2,5,1,0,1,0.0,0.03,0.71,0.02,60067670000.0,0.03,0.27,1.06
2023-11-16,0.0,2,5,1,0,1,0.0,0.03,0.71,0.02,60067670000.0,0.03,0.28,1.07
2023-11-15,0.0,2,5,1,0,1,0.0,0.03,0.73,0.02,60067670000.0,0.03,0.28,1.09
2023-11-14,0.0,2,5,1,0,1,0.0,0.03,0.73,0.02,60067670000.0,0.03,0.28,1.09
2023-11-13,0.0,2,4,2,0,1,0.0,0.03,0.74,0.02,60067670000.0,0.03,0.28,1.1
2023-11-12,0.0,2,4,2,0,1,0.0,0.03,0.72,0.02,60067670000.0,0.03,0.27,1.07
2023-11-11,0.0,2,4,2,0,1,0.0,0.03,0.72,0.02,60067670000.0,0.03,0.27,1.07
2023-11-10,0.0,2,4,2,0,1,0.0,0.03,0.72,0.02,60067670000.0,0.03,0.27,1.07
2023-11-09,0.0,2,4,2,0,1,0.0,0.03,0.72,0.02,60067670000.0,0.03,0.28,1.08
2023-11-08,0.0,2,4,2,0,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.28,1.08
2023-11-07,0.0,2,4,2,0,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.28,1.08
2023-11-06,0.0,2,4,2,0,1,0.0,0.04,0.7,0.02,60067670000.0,0.03,0.28,1.07
2023-11-05,0.0,2,4,2,0,1,0.0,0.04,0.7,0.02,60067670000.0,0.03,0.28,1.07
2023-11-04,0.0,2,4,2,0,1,0.0,0.04,0.7,0.02,60067670000.0,0.03,0.28,1.07
2023-11-03,0.0,2,4,2,0,1,0.0,0.04,0.7,0.02,60067670000.0,0.03,0.28,1.07
2023-11-02,0.0,2,4,1,1,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.37,1.17
2023-11-01,0.0,3,3,1,1,1,0.0,0.04,0.63,0.02,60067670000.0,0.03,0.37,1.09
2023-10-31,0.0,3,3,1,1,1,0.0,0.04,0.63,0.02,60067670000.0,0.03,0.37,1.09
2023-10-30,0.0,3,3,1,1,1,0.0,0.04,0.63,0.02,60067670000.0,0.03,0.37,1.09
2023-10-29,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.37,1.08
2023-10-28,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.37,1.08
2023-10-27,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.37,1.08
2023-10-26,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.38,1.09
2023-10-25,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.38,1.09
2023-10-24,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.38,1.09
2023-10-23,0.0,3,4,0,1,1,0.0,0.04,0.62,0.02,60067670000.0,0.03,0.37,1.08
2023-10-22,0.0,3,4,0,1,1,0.0,0.04,0.63,0.02,60067670000.0,0.03,0.37,1.09
2023-10-21,0.0,3,3,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.37,1.15
2023-10-20,0.0,3,3,1,1,1,0.0,0.04,0.77,0.02,60067670000.0,0.03,0.37,1.23
2023-10-19,0.0,3,3,1,1,1,0.0,0.04,0.76,0.02,60067670000.0,0.03,0.37,1.2200000000000002
2023-10-18,0.0,4,2,1,1,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.37,1.17
2023-10-17,0.0,4,2,1,1,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.38,1.1800000000000002
2023-10-16,0.0,4,2,1,1,1,0.0,0.04,0.74,0.02,60067670000.0,0.03,0.38,1.21
2023-10-15,0.0,4,2,1,1,1,0.0,0.04,0.75,0.02,60067670000.0,0.03,0.38,1.2200000000000002
2023-10-14,0.0,4,2,1,1,1,0.0,0.04,0.75,0.02,60067670000.0,0.03,0.38,1.2200000000000002
2023-10-13,0.0,4,2,1,1,1,0.0,0.04,0.75,0.02,60067670000.0,0.03,0.38,1.2200000000000002
2023-10-12,0.0,4,2,1,1,1,0.0,0.04,0.74,0.02,60067670000.0,0.03,0.38,1.21
2023-10-11,0.0,4,2,1,1,1,0.0,0.04,0.74,0.02,60067670000.0,0.03,0.38,1.21
2023-10-10,0.0,4,2,1,1,1,0.0,0.04,0.74,0.02,60067670000.0,0.03,0.38,1.21
2023-10-09,0.0,4,2,1,1,1,0.0,0.04,0.75,0.02,60067670000.0,0.03,0.38,1.2200000000000002
2023-10-08,0.0,4,2,1,1,1,0.0,0.04,0.73,0.02,60067670000.0,0.03,0.38,1.2000000000000002
2023-10-07,0.0,4,2,1,1,1,0.0,0.04,0.73,0.02,60067670000.0,0.03,0.38,1.2000000000000002
2023-10-06,0.0,4,2,1,1,1,0.0,0.04,0.73,0.02,60067670000.0,0.03,0.38,1.2000000000000002
2023-10-05,0.0,4,2,1,1,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.36,1.1600000000000001
2023-10-04,0.0,4,2,1,1,1,0.0,0.04,0.71,0.02,60067670000.0,0.03,0.36,1.1600000000000001
2023-10-03,0.0,4,2,1,1,1,0.0,0.04,0.7,0.02,60067670000.0,0.03,0.36,1.15
2023-10-02,0.0,4,2,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.36,1.1400000000000001
2023-10-01,0.0,4,2,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.36,1.1400000000000001
2023-09-30,0.0,4,2,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.36,1.1400000000000001
2023-09-29,0.0,4,2,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.36,1.1400000000000001
2023-09-28,0.0,4,2,1,1,1,0.0,0.04,0.69,0.02,60067670000.0,0.03,0.36,1.1400000000000001
2023-09-27,0.0,4,2,1,2,0,0.0,0.04,0.72,0.02,60067670000.0,0.02,0.36,1.1600000000000001
2023-09-26,0.0,4,2,1,2,0,0.0,0.04,0.72,0.02,60067670000.0,0.02,0.36,1.1600000000000001
2023-09-25,0.0,4,2,1,2,0,0.0,0.04,0.72,0.02,60067670000.0,0.02,0.36,1.1600000000000001
2023-09-24,0.0,4,2,1,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.02,0.36,1.15
2023-09-23,0.0,4,2,1,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.02,0.36,1.15
2023-09-22,0.0,4,2,1,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.02,0.36,1.15
2023-09-21,0.0,4,2,1,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.02,0.36,1.15
2023-09-20,0.0,4,2,1,2,0,0.0,0.04,0.73,0.02,60067670000.0,0.02,0.36,1.17
2023-09-19,0.0,4,2,1,2,0,0.0,0.04,0.73,0.02,60067670000.0,0.02,0.36,1.17
2023-09-18,0.0,4,2,1,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.36,1.1800000000000002
2023-09-17,0.0,4,2,1,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.36,1.1800000000000002
2023-09-16,0.0,4,2,1,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.36,1.1800000000000002
2023-09-15,0.0,4,2,1,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.36,1.1800000000000002
2023-09-14,0.02,4,2,1,2,0,0.0,0.04,0.78,0.02,60067670000.0,0.02,0.34,1.2200000000000002
2023-09-13,0.0,4,2,1,2,0,0.0,0.04,0.78,0.02,60067670000.0,0.02,0.34,1.2000000000000002
2023-09-12,0.0,4,2,1,2,0,0.0,0.04,0.78,0.02,60067670000.0,0.02,0.34,1.2000000000000002
2023-09-11,0.0,4,1,2,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.34,1.1600000000000001
2023-09-10,0.0,4,1,2,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.34,1.1600000000000001
2023-09-09,0.0,4,1,2,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.34,1.1600000000000001
2023-09-08,0.0,4,1,2,2,0,0.0,0.04,0.74,0.02,60067670000.0,0.02,0.34,1.1600000000000001
2023-09-07,0.0,4,1,2,2,0,0.0,0.04,0.7,0.02,60067670000.0,0.0,0.34,1.1
2023-09-06,0.0,5,0,2,2,0,0.0,0.04,0.7,0.02,60067670000.0,0.0,0.33,1.09
2023-09-05,0.0,5,0,2,2,0,0.0,0.04,0.7,0.02,60067670000.0,0.0,0.33,1.09
2023-09-04,0.0,5,0,2,2,0,0.0,0.04,0.7,0.02,60067670000.0,0.0,0.33,1.09
2023-09-03,0.0,5,0,2,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.0,0.33,1.1
2023-09-02,0.0,5,0,2,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.0,0.33,1.1
2023-09-01,0.0,5,0,2,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.0,0.33,1.1
2023-08-31,0.0,5,0,2,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.0,0.33,1.1
2023-08-30,0.0,5,0,2,2,0,0.0,0.04,0.71,0.02,60067670000.0,0.0,0.33,1.1
2023-08-29,0.0,5,0,2,2,0,0.0,0.04,0.73,0.02,60067670000.0,0.0,0.33,1.12
2023-08-28,0.0,5,0,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-27,0.0,5,0,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-26,0.0,5,0,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-25,0.0,5,0,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-24,0.0,5,0,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-23,0.0,4,1,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-22,0.0,4,1,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-21,0.0,4,1,2,2,0,0.0,0.04,0.74,0.0,60067670000.0,0.0,0.33,1.11
2023-08-20,0.0,4,1,2,2,0,0.0,0.04,0.72,0.0,60067670000.0,0.0,0.33,1.09
2023-08-19,0.0,4,1,2,2,0,0.0,0.04,0.72,0.0,60067670000.0,0.0,0.33,1.09
2023-08-18,0.0,4,1,2,2,0,0.0,0.04,0.72,0.0,60067670000.0,0.0,0.35,1.1099999999999999
2023-08-17,0.0,5,0,2,2,0,0.0,0.03,0.72,0.0,60067670000.0,0.0,0.35,1.1
2023-08-16,0.0,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.0899999999999999
2023-08-15,0.0,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.0899999999999999
2023-08-14,0.0,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.0899999999999999
2023-08-13,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-12,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-11,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-10,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-09,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-08,0.07,5,0,2,2,0,0.0,0.03,0.7,0.0,60067670000.0,0.0,0.35,1.15
2023-08-07,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-08-06,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-08-05,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-08-04,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-08-03,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-02,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-08-01,0.07,5,0,2,2,0,0.0,0.03,0.71,0.0,60067670000.0,0.0,0.35,1.16
2023-07-31,0.07,5,0,2,2,0,0.0,0.03,0.72,0.0,60067670000.0,0.0,0.35,1.17
2023-07-30,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-07-29,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-07-28,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-07-27,0.07,5,0,2,2,0,0.0,0.03,0.72,0.0,60067670000.0,0.0,0.35,1.17
2023-07-26,0.07,5,0,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-07-25,0.07,4,1,2,2,0,0.0,0.03,0.73,0.0,60067670000.0,0.0,0.35,1.18
2023-07-24,0.07,4,1,1,3,0,0.0,0.1,0.74,0.0,60067670000.0,0.0,0.35,1.26
2023-07-23,0.07,4,1,1,3,0,0.0,0.1,0.74,0.0,60067670000.0,0.0,0.35,1.26
2023-07-22,0.07,4,1,1,3,0,0.0,0.1,0.74,0.0,60067670000.0,0.0,0.35,1.26
2023-07-21,0.07,3,2,1,3,0,0.0,0.1,0.81,0.0,60067670000.0,0.0,0.35,1.33
2023-07-20,0.07,3,2,1,3,0,0.0,0.1,0.81,0.0,60067670000.0,0.0,0.35,1.33
2023-07-19,0.07,3,2,1,3,0,0.0,0.1,0.82,0.0,60067670000.0,0.0,0.35,1.3399999999999999
2023-07-18,0.07,3,2,1,3,0,0.0,0.1,0.8,0.0,60067670000.0,0.0,0.35,1.32
2023-07-17,0.07,3,2,1,3,0,0.0,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.4000000000000001
2023-07-16,0.07,3,2,1,3,0,0.0,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.4000000000000001
2023-07-15,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-14,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-13,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-12,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-11,0.07,3,1,2,3,0,0.08,0.1,0.81,0.0,60067670000.0,0.0,0.43,1.49
2023-07-10,0.07,3,1,2,3,0,0.08,0.1,0.81,0.0,60067670000.0,0.0,0.43,1.49
2023-07-09,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-08,0.07,3,1,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-07,0.07,2,2,2,3,0,0.08,0.1,0.82,0.0,60067670000.0,0.0,0.43,1.4999999999999998
2023-07-06,0.07,2,2,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-05,0.07,2,2,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-04,0.07,2,2,2,3,0,0.08,0.1,0.8,0.0,60067670000.0,0.0,0.43,1.48
2023-07-03,0.07,2,2,2,3,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.5899999999999999
2023-07-02,0.15,2,2,2,3,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.53,1.7
2023-07-01,0.15,2,2,2,3,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.53,1.7
2023-06-30,0.15,2,2,2,3,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.53,1.7
2023-06-29,0.15,3,1,2,3,0,0.08,0.1,0.83,0.0,60067670000.0,0.0,0.52,1.68
2023-06-28,0.15,3,1,3,2,0,0.08,0.1,0.83,0.0,60067670000.0,0.0,0.5,1.66
2023-06-27,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.67
2023-06-26,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.67
2023-06-25,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.67
2023-06-24,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.67
2023-06-23,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.5,1.67
2023-06-22,0.15,3,1,3,2,0,0.08,0.1,0.82,0.0,60067670000.0,0.0,0.51,1.66
2023-06-21,0.15,3,1,3,2,0,0.08,0.1,0.81,0.0,60067670000.0,0.0,0.43,1.57
2023-06-20,0.15,3,1,3,2,0,0.08,0.1,0.84,0.0,60067670000.0,0.0,0.43,1.5999999999999999
2023-06-19,0.15,3,2,2,2,0,0.08,0.1,1.05,0.0,60067670000.0,0.0,0.4,1.7799999999999998
2023-06-18,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-06-17,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-06-16,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-06-15,0.15,3,2,2,2,0,0.08,0.1,1.02,0.0,60067670000.0,0.0,0.4,1.75
2023-06-14,0.15,3,2,2,2,0,0.08,0.1,1.0,0.0,60067670000.0,0.0,0.4,1.73
2023-06-13,0.15,3,2,2,2,0,0.08,0.1,1.0,0.0,60067670000.0,0.0,0.4,1.73
2023-06-12,0.15,3,2,2,2,0,0.08,0.1,1.0,0.0,60067670000.0,0.0,0.4,1.73
2023-06-11,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-10,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-09,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-08,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-07,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-06,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-05,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-04,0.15,3,2,2,2,0,0.08,0.1,0.99,0.0,60067670000.0,0.0,0.4,1.7199999999999998
2023-06-03,0.15,3,1,3,2,0,0.08,0.1,1.01,0.0,60067670000.0,0.0,0.4,1.7399999999999998
2023-06-02,0.15,3,1,3,2,0,0.08,0.1,1.01,0.0,60067670000.0,0.0,0.4,1.7399999999999998
2023-06-01,0.15,3,1,3,2,0,0.08,0.1,1.04,0.0,60067670000.0,0.0,0.4,1.77
2023-05-31,0.15,3,1,3,2,0,0.08,0.1,1.05,0.0,60067670000.0,0.0,0.4,1.7799999999999998
2023-05-30,0.15,3,2,2,2,0,0.08,0.1,1.01,0.0,60067670000.0,0.0,0.4,1.7399999999999998
2023-05-29,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-05-28,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-05-27,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-05-26,0.15,3,2,2,2,0,0.08,0.1,1.03,0.0,60067670000.0,0.0,0.4,1.7599999999999998
2023-05-25,0.15,3,2,2,1,1,0.08,0.1,1.06,0.0,60067670000.0,0.0,0.48,1.87
2023-05-24,0.15,3,2,2,1,1,0.08,0.1,1.06,0.0,60067670000.0,0.0,0.48,1.87
2023-05-23,0.15,3,2,2,1,1,0.08,0.1,1.06,0.0,60067670000.0,0.0,0.49,1.8800000000000001
2023-05-22,0.15,2,3,2,1,1,0.08,0.1,1.06,0.0,60067670000.0,0.0,0.49,1.8800000000000001
2023-05-21,0.15,2,3,2,1,1,0.08,0.1,1.07,0.0,60067670000.0,0.0,0.49,1.89
2023-05-20,0.15,2,3,2,1,1,0.08,0.1,1.07,0.0,60067670000.0,0.0,0.49,1.89
2023-05-19,0.15,2,3,2,1,1,0.08,0.1,1.13,0.0,60067670000.0,0.0,0.49,1.95
2023-05-18,0.15,2,3,2,1,1,0.08,0.1,1.14,0.0,60067670000.0,0.0,0.49,1.9599999999999997
2023-05-17,0.15,2,3,2,1,1,0.08,0.1,1.14,0.0,60067670000.0,0.0,0.49,1.9599999999999997
2023-05-16,0.15,1,4,2,1,1,0.08,0.1,1.15,0.0,60067670000.0,0.0,0.49,1.97
2023-05-15,0.15,1,4,2,1,1,0.08,0.1,1.17,0.0,60067670000.0,0.0,0.49,1.99
2023-05-14,0.15,1,4,2,1,1,0.08,0.1,1.16,0.0,60067670000.0,0.0,0.48,1.9699999999999998
2023-05-13,0.15,1,4,2,1,1,0.08,0.1,1.16,0.0,60067670000.0,0.0,0.48,1.9699999999999998
2023-05-12,0.15,1,4,2,1,1,0.08,0.1,1.16,0.0,60067670000.0,0.0,0.48,1.9699999999999998
2023-05-11,0.15,1,4,2,1,1,0.08,0.1,1.16,0.0,60067670000.0,0.0,0.48,1.9699999999999998
