,-unknown-,<05,<1,<2,<5,>=5,FR,GB,JE,Market_capitalization,US,Total
2025-04-28,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-27,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-26,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-25,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-24,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-23,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-22,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-21,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-20,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-19,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-18,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-17,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-16,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-15,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-14,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-13,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-12,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-11,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-10,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-09,0.0,1,1,0,0,1,3.33,1.71,0.0,5707300000.0,0.0,5.04
2025-04-08,0.0,1,1,0,0,1,3.4,1.78,0.0,5707300000.0,0.0,5.18
2025-04-07,0.0,1,1,0,0,1,3.4,1.77,0.0,5707300000.0,0.0,5.17
2025-04-06,0.0,1,1,0,0,1,3.4,1.77,0.0,5707300000.0,0.0,5.17
2025-04-05,0.0,1,1,0,0,1,3.4,1.77,0.0,5707300000.0,0.0,5.17
2025-04-04,0.0,1,1,0,0,1,3.4,1.77,0.0,5707300000.0,0.0,5.17
2025-04-03,0.0,1,1,0,0,1,3.53,1.77,0.0,5707300000.0,0.0,5.3
2025-04-02,0.0,1,1,0,0,1,3.6,1.77,0.0,5707300000.0,0.0,5.37
2025-04-01,0.0,1,1,0,0,1,3.6,1.83,0.0,5707300000.0,0.0,5.43
2025-03-31,0.0,1,1,0,0,1,3.6,1.82,0.0,5707300000.0,0.0,5.42
2025-03-30,0.0,1,1,0,0,1,3.6,1.82,0.0,5707300000.0,0.0,5.42
2025-03-29,0.0,1,1,0,0,1,3.6,1.82,0.0,5707300000.0,0.0,5.42
2025-03-28,0.0,1,1,0,0,1,3.6,1.82,0.0,5707300000.0,0.0,5.42
2025-03-27,0.0,1,1,0,0,1,3.61,1.82,0.0,5707300000.0,0.0,5.43
2025-03-26,0.0,1,1,0,0,1,3.61,1.82,0.0,5707300000.0,0.0,5.43
2025-03-25,0.0,1,1,0,0,1,3.57,1.82,0.0,5707300000.0,0.0,5.39
2025-03-24,0.0,1,1,0,0,1,3.57,1.82,0.0,5707300000.0,0.0,5.39
2025-03-23,0.0,2,0,0,0,1,3.57,1.75,0.0,5707300000.0,0.0,5.32
2025-03-22,0.0,2,0,0,0,1,3.57,1.75,0.0,5707300000.0,0.0,5.32
2025-03-21,0.0,2,0,0,0,1,3.57,1.75,0.0,5707300000.0,0.0,5.32
2025-03-20,0.06,2,0,0,0,1,3.57,1.75,0.0,5707300000.0,0.0,5.38
2025-03-19,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-18,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-17,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-16,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-15,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-14,0.06,2,0,0,0,1,3.57,1.81,0.0,5707300000.0,0.0,5.4399999999999995
2025-03-13,0.06,2,0,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.49
2025-03-12,0.06,2,0,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.49
2025-03-11,0.06,2,0,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.49
2025-03-10,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-09,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-08,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-07,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-06,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-05,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-04,0.15,1,1,0,0,1,3.57,1.86,0.0,5707300000.0,0.0,5.58
2025-03-03,0.15,1,1,0,0,1,3.63,1.89,0.0,5707300000.0,0.0,5.67
2025-03-02,0.15,1,1,0,0,1,3.63,1.89,0.0,5707300000.0,0.0,5.67
2025-03-01,0.15,1,1,0,0,1,3.63,1.89,0.0,5707300000.0,0.0,5.67
2025-02-28,0.15,1,1,0,0,1,3.63,1.89,0.0,5707300000.0,0.0,5.67
2025-02-27,0.15,1,1,0,0,1,3.63,1.89,0.0,5707300000.0,0.0,5.67
2025-02-26,0.15,1,1,0,0,1,3.59,1.89,0.0,5707300000.0,0.0,5.63
2025-02-25,0.15,1,1,0,0,1,3.59,1.84,0.0,5707300000.0,0.0,5.58
2025-02-24,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-23,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-22,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-21,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-20,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-19,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-18,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-17,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-16,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-15,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-14,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-13,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-12,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-11,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-10,0.15,1,1,0,0,1,3.62,1.84,0.0,5707300000.0,0.0,5.61
2025-02-09,0.15,1,1,0,0,1,3.49,1.87,0.0,5707300000.0,0.0,5.51
2025-02-08,0.15,1,1,0,0,1,3.49,1.87,0.0,5707300000.0,0.0,5.51
2025-02-07,0.15,1,1,0,0,1,3.49,1.87,0.0,5707300000.0,0.0,5.51
2025-02-06,0.15,1,1,0,0,1,3.49,1.87,0.0,5707300000.0,0.0,5.51
2025-02-05,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-02-04,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-02-03,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-02-02,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-02-01,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-31,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-30,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-29,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-28,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-27,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-26,0.15,1,1,0,0,1,3.49,1.79,0.0,5707300000.0,0.0,5.43
2025-01-25,0.15,1,0,1,0,1,3.49,1.89,0.0,5707300000.0,0.0,5.53
2025-01-24,0.15,1,0,1,0,1,3.49,1.89,0.0,5707300000.0,0.0,5.53
2025-01-23,0.15,1,0,1,0,1,3.49,1.83,0.0,5707300000.0,0.0,5.470000000000001
2025-01-22,0.15,1,0,1,0,1,3.49,1.83,0.0,5707300000.0,0.0,5.470000000000001
2025-01-21,0.15,1,0,1,0,1,3.49,1.83,0.0,5707300000.0,0.0,5.470000000000001
2025-01-20,0.15,1,0,0,1,1,3.49,1.97,0.0,5707300000.0,0.0,5.61
2025-01-19,0.15,1,0,0,1,1,3.49,1.97,0.0,5707300000.0,0.0,5.61
2025-01-18,0.15,1,0,0,1,1,3.49,1.97,0.0,5707300000.0,0.0,5.61
2025-01-17,0.15,1,0,0,1,1,3.49,1.97,0.0,5707300000.0,0.0,5.61
2025-01-16,0.15,1,0,0,1,1,3.42,1.97,0.0,5707300000.0,0.0,5.54
2025-01-15,0.15,1,0,0,1,1,3.42,1.97,0.0,5707300000.0,0.0,5.54
2025-01-14,0.15,1,0,0,1,1,3.42,1.97,0.0,5707300000.0,0.0,5.54
2025-01-13,0.15,1,0,0,1,1,3.75,1.97,0.0,5707300000.0,0.0,5.87
2025-01-12,0.15,1,0,0,1,1,3.75,1.97,0.0,5707300000.0,0.0,5.87
2025-01-11,0.15,1,0,0,1,1,3.75,1.97,0.0,5707300000.0,0.0,5.87
2025-01-10,0.15,1,0,0,1,1,3.75,1.97,0.0,5707300000.0,0.0,5.87
2025-01-09,0.15,1,0,0,1,1,3.75,1.96,0.0,5707300000.0,0.0,5.859999999999999
2025-01-08,0.15,1,0,0,1,1,3.79,1.96,0.0,5707300000.0,0.0,5.9
2025-01-07,0.15,1,0,0,1,1,3.56,1.91,0.0,5707300000.0,0.0,5.62
2025-01-06,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2025-01-05,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2025-01-04,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2025-01-03,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2025-01-02,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2025-01-01,0.15,1,0,0,1,1,3.56,1.85,0.0,5707300000.0,0.0,5.5600000000000005
2024-12-31,0.14,1,0,0,1,1,3.72,1.93,0.0,5530870000.0,0.0,5.79
2024-12-30,0.14,1,0,0,1,1,3.72,1.93,0.0,5530870000.0,0.0,5.79
2024-12-29,0.14,1,0,0,1,1,3.72,1.93,0.0,5530870000.0,0.0,5.79
2024-12-28,0.14,1,0,0,1,1,3.72,1.93,0.0,5530870000.0,0.0,5.79
2024-12-27,0.14,1,0,0,1,1,3.72,1.93,0.0,5530870000.0,0.0,5.79
2024-12-26,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-25,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-24,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-23,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-22,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-21,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-20,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-19,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-18,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-17,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-16,0.14,1,0,0,1,1,3.72,1.92,0.0,5530870000.0,0.0,5.78
2024-12-15,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-14,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-13,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-12,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-11,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-10,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-09,0.14,1,0,0,1,1,3.72,1.91,0.0,5530870000.0,0.0,5.7700000000000005
2024-12-08,0.14,1,0,0,1,1,3.72,1.98,0.0,5530870000.0,0.0,5.84
2024-12-07,0.14,1,0,0,1,1,3.72,1.98,0.0,5530870000.0,0.0,5.84
2024-12-06,0.14,1,0,0,1,1,3.72,1.98,0.0,5530870000.0,0.0,5.84
2024-12-05,0.14,1,0,0,1,1,3.72,1.98,0.0,5530870000.0,0.0,5.84
2024-12-04,0.14,1,0,0,1,1,3.61,1.98,0.0,5530870000.0,0.0,5.73
2024-12-03,0.14,1,0,0,1,1,3.61,1.98,0.0,5530870000.0,0.0,5.73
2024-12-02,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-12-01,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-11-30,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-11-29,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-11-28,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-11-27,0.14,1,0,0,1,1,3.58,1.98,0.0,5530870000.0,0.0,5.7
2024-11-26,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-25,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-24,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-23,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-22,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-21,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-20,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-19,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-18,0.14,1,0,0,1,1,3.59,1.98,0.0,5530870000.0,0.0,5.71
2024-11-17,0.14,0,1,0,1,1,3.59,2.05,0.0,5530870000.0,0.0,5.779999999999999
2024-11-16,0.14,0,1,0,1,1,3.59,2.05,0.0,5530870000.0,0.0,5.779999999999999
2024-11-15,0.14,0,1,0,1,1,3.59,2.05,0.0,5530870000.0,0.0,5.779999999999999
2024-11-14,0.14,0,1,1,0,1,3.51,2.0,0.0,5530870000.0,0.0,5.65
2024-11-13,0.14,0,1,1,0,1,3.53,2.0,0.0,5530870000.0,0.0,5.67
2024-11-12,0.14,0,1,1,0,1,3.53,2.01,0.0,5530870000.0,0.0,5.68
2024-11-11,0.14,0,1,1,0,1,3.53,2.01,0.0,5530870000.0,0.0,5.68
2024-11-10,0.14,0,1,1,0,1,3.53,1.9,0.0,5530870000.0,0.0,5.57
2024-11-09,0.14,0,1,1,0,1,3.53,1.9,0.0,5530870000.0,0.0,5.57
2024-11-08,0.14,0,1,1,0,1,3.53,1.9,0.0,5530870000.0,0.0,5.57
2024-11-07,0.16,0,1,1,0,1,3.53,1.9,0.0,5530870000.0,0.0,5.59
2024-11-06,0.18,0,1,1,0,1,3.46,1.84,0.0,5530870000.0,0.0,5.48
2024-11-05,0.19,1,0,1,0,1,3.4,1.93,0.0,5530870000.0,0.0,5.52
2024-11-04,0.28,0,1,0,1,1,3.4,1.93,0.0,5530870000.0,0.0,5.609999999999999
2024-11-03,0.28,0,1,0,1,1,3.4,1.97,0.0,5530870000.0,0.0,5.6499999999999995
2024-11-02,0.28,0,1,0,1,1,3.4,1.97,0.0,5530870000.0,0.0,5.6499999999999995
2024-11-01,0.28,0,1,0,1,1,3.4,1.97,0.0,5530870000.0,0.0,5.6499999999999995
2024-10-31,0.28,0,1,0,1,1,3.4,1.97,0.0,5530870000.0,0.0,5.6499999999999995
2024-10-30,0.28,0,1,0,1,1,3.34,2.05,0.0,5530870000.0,0.0,5.67
2024-10-29,0.29,0,1,0,1,1,3.34,2.05,0.0,5530870000.0,0.0,5.68
2024-10-28,0.28,0,1,0,1,1,3.29,2.05,0.0,5530870000.0,0.0,5.62
2024-10-27,0.27,1,0,0,1,1,3.29,2.05,0.0,5530870000.0,0.0,5.609999999999999
2024-10-26,0.27,1,0,0,1,1,3.29,2.05,0.0,5530870000.0,0.0,5.609999999999999
2024-10-25,0.27,1,0,0,1,1,3.29,2.05,0.0,5530870000.0,0.0,5.609999999999999
2024-10-24,0.27,1,0,0,1,1,3.29,2.14,0.0,5530870000.0,0.0,5.7
2024-10-23,0.27,1,0,0,1,1,3.29,2.14,0.0,5530870000.0,0.0,5.7
2024-10-22,0.27,1,0,0,1,1,3.29,2.16,0.0,5530870000.0,0.0,5.720000000000001
2024-10-21,0.27,1,0,0,1,1,3.29,2.16,0.0,5530870000.0,0.0,5.720000000000001
2024-10-20,0.27,1,0,0,1,1,3.29,2.16,0.0,5530870000.0,0.0,5.720000000000001
2024-10-19,0.27,1,0,0,1,1,3.29,2.16,0.0,5530870000.0,0.0,5.720000000000001
2024-10-18,0.27,1,0,0,1,1,3.29,2.16,0.0,5530870000.0,0.0,5.720000000000001
2024-10-17,0.27,1,0,0,1,1,3.29,2.17,0.0,5530870000.0,0.0,5.73
2024-10-16,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-15,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-14,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-13,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-12,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-11,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-10,0.27,1,0,0,1,1,3.29,2.1,0.0,5530870000.0,0.0,5.66
2024-10-09,0.27,1,0,0,1,1,3.29,2.11,0.0,5530870000.0,0.0,5.67
2024-10-08,0.27,1,0,0,1,1,3.29,2.11,0.0,5530870000.0,0.0,5.67
2024-10-07,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-06,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-05,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-04,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-03,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-02,0.27,1,0,0,1,1,3.32,2.04,0.0,5530870000.0,0.0,5.63
2024-10-01,0.27,1,0,0,1,1,3.27,2.04,0.0,5530870000.0,0.0,5.58
2024-09-30,0.26,1,0,0,1,1,3.23,2.33,0.0,4632280000.0,0.0,5.82
2024-09-29,0.26,1,0,0,1,1,3.23,2.27,0.0,4632280000.0,0.0,5.76
2024-09-28,0.26,1,0,0,1,1,3.23,2.27,0.0,4632280000.0,0.0,5.76
2024-09-27,0.26,1,0,0,1,1,3.23,2.27,0.0,4632280000.0,0.0,5.76
2024-09-26,0.26,1,0,0,1,1,3.21,2.27,0.0,4632280000.0,0.0,5.74
2024-09-25,0.26,1,0,0,1,1,3.29,2.48,0.0,4632280000.0,0.0,6.029999999999999
2024-09-24,0.26,1,0,0,1,1,3.29,2.5,0.0,4632280000.0,0.0,6.05
2024-09-23,0.26,1,0,0,1,1,3.29,2.46,0.0,4632280000.0,0.0,6.01
2024-09-22,0.26,1,0,0,1,1,3.29,2.46,0.0,4632280000.0,0.0,6.01
2024-09-21,0.26,1,0,0,1,1,3.29,2.46,0.0,4632280000.0,0.0,6.01
2024-09-20,0.26,1,0,0,1,1,3.29,2.46,0.0,4632280000.0,0.0,6.01
2024-09-19,0.28,1,0,0,1,1,3.35,2.46,0.0,4632280000.0,0.0,6.09
2024-09-18,0.29,0,1,0,1,1,3.35,2.46,0.0,4632280000.0,0.0,6.1
2024-09-17,0.28,1,0,0,1,1,3.35,2.46,0.0,4632280000.0,0.0,6.09
2024-09-16,0.28,1,0,0,1,1,3.35,2.5,0.0,4632280000.0,0.0,6.13
2024-09-15,0.28,1,0,0,1,1,3.35,2.5,0.0,4632280000.0,0.0,6.13
2024-09-14,0.28,1,0,0,1,1,3.35,2.5,0.0,4632280000.0,0.0,6.13
2024-09-13,0.28,1,0,0,1,1,3.35,2.5,0.0,4632280000.0,0.0,6.13
2024-09-12,0.29,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.18
2024-09-11,0.29,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.18
2024-09-10,0.27,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.16
2024-09-09,0.27,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.16
2024-09-08,0.27,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.16
2024-09-07,0.27,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.16
2024-09-06,0.27,0,1,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.16
2024-09-05,0.26,1,0,0,1,1,3.35,2.54,0.0,4632280000.0,0.0,6.15
2024-09-04,0.27,0,1,0,1,1,3.35,2.55,0.0,4632280000.0,0.0,6.17
2024-09-03,0.26,1,0,0,1,1,3.35,2.62,0.0,4632280000.0,0.0,6.23
2024-09-02,0.26,1,0,0,1,1,3.35,2.62,0.0,4632280000.0,0.0,6.23
2024-09-01,0.26,1,0,0,1,1,3.35,2.62,0.0,4632280000.0,0.0,6.23
2024-08-31,0.26,1,0,0,1,1,3.35,2.62,0.0,4632280000.0,0.0,6.23
2024-08-30,0.26,1,0,0,1,1,3.35,2.62,0.0,4632280000.0,0.0,6.23
2024-08-29,0.26,1,0,0,1,1,3.35,2.71,0.0,4632280000.0,0.0,6.32
2024-08-28,0.26,1,0,0,1,1,3.3,2.71,0.0,4632280000.0,0.0,6.27
2024-08-27,0.26,1,0,0,1,1,3.3,2.71,0.0,4632280000.0,0.0,6.27
2024-08-26,0.26,1,0,0,1,1,3.3,2.72,0.0,4632280000.0,0.0,6.279999999999999
2024-08-25,0.26,1,0,0,1,1,3.29,2.72,0.0,4632280000.0,0.0,6.27
2024-08-24,0.26,1,0,0,1,1,3.29,2.72,0.0,4632280000.0,0.0,6.27
2024-08-23,0.26,1,0,0,1,1,3.29,2.72,0.0,4632280000.0,0.0,6.27
2024-08-22,0.26,1,0,0,1,1,3.29,2.72,0.0,4632280000.0,0.0,6.27
2024-08-21,0.27,1,0,0,1,1,3.3,2.72,0.0,4632280000.0,0.0,6.29
2024-08-20,0.27,1,0,0,1,1,3.3,2.81,0.0,4632280000.0,0.0,6.38
2024-08-19,0.27,1,0,0,1,1,3.3,2.85,0.0,4632280000.0,0.0,6.42
2024-08-18,0.27,1,0,0,1,1,3.3,2.85,0.0,4632280000.0,0.0,6.42
2024-08-17,0.27,1,0,0,1,1,3.3,2.85,0.0,4632280000.0,0.0,6.42
2024-08-16,0.27,1,0,0,1,1,3.3,2.85,0.0,4632280000.0,0.0,6.42
2024-08-15,0.27,1,0,0,1,1,3.3,2.85,0.0,4632280000.0,0.0,6.42
2024-08-14,0.27,1,0,0,1,1,3.29,2.85,0.0,4632280000.0,0.0,6.41
2024-08-13,0.27,0,1,0,1,1,3.36,2.85,0.0,4632280000.0,0.0,6.48
2024-08-12,0.27,1,0,0,1,1,3.36,2.89,0.0,4632280000.0,0.0,6.52
2024-08-11,0.27,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.4399999999999995
2024-08-10,0.27,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.4399999999999995
2024-08-09,0.27,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.4399999999999995
2024-08-08,0.27,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.4399999999999995
2024-08-07,0.25,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.42
2024-08-06,0.25,1,0,0,1,1,3.36,2.81,0.0,4632280000.0,0.0,6.42
2024-08-05,0.25,0,1,0,1,1,3.36,2.8,0.0,4632280000.0,0.0,6.41
2024-08-04,0.25,0,1,0,1,1,3.44,2.77,0.0,4632280000.0,0.0,6.46
2024-08-03,0.25,0,1,0,1,1,3.44,2.77,0.0,4632280000.0,0.0,6.46
2024-08-02,0.25,0,1,0,1,1,3.44,2.77,0.0,4632280000.0,0.0,6.46
2024-08-01,0.25,1,0,0,1,1,3.47,2.82,0.0,4632280000.0,0.0,6.54
2024-07-31,0.25,1,0,0,1,1,3.41,2.69,0.0,4632280000.0,0.0,6.35
2024-07-30,0.25,1,0,0,1,1,3.41,2.69,0.0,4632280000.0,0.0,6.35
2024-07-29,0.25,1,0,0,1,1,3.41,2.69,0.0,4632280000.0,0.0,6.35
2024-07-28,0.25,1,0,0,1,1,3.41,2.65,0.0,4632280000.0,0.0,6.3100000000000005
2024-07-27,0.25,1,0,0,1,1,3.41,2.65,0.0,4632280000.0,0.0,6.3100000000000005
2024-07-26,0.25,1,0,0,1,1,3.41,2.65,0.0,4632280000.0,0.0,6.3100000000000005
2024-07-25,0.25,1,0,0,1,1,3.4,2.65,0.0,4632280000.0,0.0,6.3
2024-07-24,0.24,1,0,0,1,1,3.41,2.67,0.0,4632280000.0,0.0,6.32
2024-07-23,0.25,0,1,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.27
2024-07-22,0.25,0,1,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.27
2024-07-21,0.25,0,1,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.27
2024-07-20,0.25,0,1,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.27
2024-07-19,0.25,0,1,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.27
2024-07-18,0.19,1,0,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.21
2024-07-17,0.19,1,0,0,1,1,3.41,2.61,0.0,4632280000.0,0.0,6.21
