,-unknown-,<05,<1,<2,<5,>=5,FR,GB,JE,Market_capitalization,US,Total
2023-05-22,0.18,1,0,2,0,0,0.74,0.2,0.37,5375280000.0,0.0,1.4899999999999998
2023-05-21,0.18,1,0,2,0,0,0.74,0.2,0.37,5375280000.0,0.0,1.4899999999999998
2023-05-20,0.18,1,0,2,0,0,0.74,0.2,0.37,5375280000.0,0.0,1.4899999999999998
2023-05-19,0.18,1,0,2,0,0,0.74,0.2,0.37,5375280000.0,0.0,1.4899999999999998
2023-05-18,0.16,1,0,2,0,0,0.74,0.2,0.31,5375280000.0,0.0,1.4100000000000001
2023-05-17,0.16,1,0,2,0,0,0.74,0.2,0.31,5375280000.0,0.0,1.4100000000000001
2023-05-16,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-15,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-14,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-13,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-12,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-11,0.16,1,0,2,0,0,0.78,0.19,0.31,5375280000.0,0.0,1.4400000000000002
2023-05-10,0.16,1,0,2,0,0,0.78,0.17,0.31,5375280000.0,0.0,1.4200000000000002
2023-05-09,0.15,1,0,2,0,0,0.78,0.22,0.31,5375280000.0,0.0,1.4600000000000002
2023-05-08,0.15,1,0,2,0,0,0.78,0.22,0.0,5375280000.0,0.0,1.1500000000000001
2023-05-07,0.15,1,0,2,0,0,0.78,0.22,0.0,5375280000.0,0.0,1.1500000000000001
2023-05-06,0.15,1,0,2,0,0,0.78,0.29,0.0,5375280000.0,0.0,1.22
2023-05-05,0.15,1,0,2,0,0,0.78,0.29,0.0,5375280000.0,0.0,1.22
2023-05-04,0.15,1,0,2,0,0,0.77,0.29,0.0,5375280000.0,0.0,1.21
2023-05-03,0.15,1,0,2,0,0,0.81,0.29,0.0,5375280000.0,0.0,1.25
2023-05-02,0.15,1,0,2,0,0,0.81,0.29,0.0,5375280000.0,0.0,1.25
2023-05-01,0.15,1,0,2,0,0,0.81,0.29,0.0,5375280000.0,0.0,1.25
2023-04-30,0.15,1,0,2,0,0,0.81,0.29,0.0,5375280000.0,0.0,1.25
