,<05,<1,<2,<5,>=5,GB,Market_capitalization,US,Total
2025-03-17,0,1,1,0,0,0.0,18960000000.0,0.76,0.76
2025-03-16,0,1,1,0,0,0.0,18960000000.0,0.74,0.74
2025-03-15,0,1,1,0,0,0.0,18960000000.0,0.74,0.74
2025-03-14,0,1,1,0,0,0.0,18960000000.0,0.74,0.74
2025-03-13,0,1,1,0,0,0.0,18960000000.0,0.71,0.71
2025-03-12,0,1,1,0,0,0.0,18960000000.0,0.69,0.69
2025-03-11,1,1,0,0,0,0.0,18960000000.0,0.26,0.26
2025-03-10,1,1,0,0,0,0.0,18960000000.0,0.26,0.26
2025-03-09,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-08,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-07,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-06,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-05,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-04,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-03,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-02,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-03-01,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-02-28,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-02-27,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-02-26,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-02-25,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2025-02-24,1,0,1,0,0,0.0,18960000000.0,0.3,0.3
2025-02-23,1,0,1,0,0,0.0,18960000000.0,0.33,0.33
2025-02-22,1,0,1,0,0,0.0,18960000000.0,0.33,0.33
2025-02-21,1,0,1,0,0,0.0,18960000000.0,0.33,0.33
2025-02-20,1,0,1,0,0,0.0,18960000000.0,0.33,0.33
2025-02-19,1,0,1,0,0,0.0,18960000000.0,0.33,0.33
2025-02-18,1,0,1,0,0,0.0,18960000000.0,0.67,0.67
2025-02-17,1,0,1,0,0,0.0,18960000000.0,0.67,0.67
2025-02-16,1,0,1,0,0,0.0,18960000000.0,0.67,0.67
2025-02-15,1,0,1,0,0,0.0,18960000000.0,0.67,0.67
2025-02-14,1,0,1,0,0,0.0,18960000000.0,0.67,0.67
2025-02-13,0,1,1,0,0,0.0,18960000000.0,0.69,0.69
2025-02-12,0,1,1,0,0,0.0,18960000000.0,0.72,0.72
2025-02-11,0,1,1,0,0,0.0,18960000000.0,0.72,0.72
2025-02-10,0,1,1,0,0,0.0,18960000000.0,0.72,0.72
2025-02-09,0,1,1,0,0,0.0,18960000000.0,0.75,0.75
2025-02-08,0,1,1,0,0,0.0,18960000000.0,0.75,0.75
2025-02-07,0,1,1,0,0,0.0,18960000000.0,0.75,0.75
2025-02-06,0,1,1,0,0,0.0,18960000000.0,0.75,0.75
2025-02-05,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-02-04,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-02-03,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-02-02,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-02-01,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-31,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-30,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-29,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-28,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-27,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-26,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-25,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-24,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-23,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-22,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-21,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-20,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-19,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-18,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-17,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-16,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-15,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-14,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-13,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-12,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-11,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-10,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-09,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-08,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-07,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-06,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-05,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-04,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-03,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-02,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2025-01-01,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-31,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-30,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-29,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-28,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-27,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-26,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-25,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-24,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-23,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-22,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-21,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-20,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-19,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-18,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-17,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-16,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-15,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-14,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-13,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-12,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-11,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-10,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-09,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-08,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-07,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-06,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-05,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-04,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-03,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-02,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-12-01,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-30,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-29,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-28,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-27,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-26,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-25,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-24,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-23,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-22,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-21,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-20,1,0,1,0,0,0.0,18960000000.0,0.41,0.41
2024-11-19,1,0,1,0,0,0.0,18960000000.0,0.41,0.41
2024-11-18,1,0,1,0,0,0.0,18960000000.0,0.43,0.43
2024-11-17,1,0,1,0,0,0.0,18960000000.0,0.43,0.43
2024-11-16,1,0,1,0,0,0.0,18960000000.0,0.43,0.43
2024-11-15,1,0,1,0,0,0.0,18960000000.0,0.43,0.43
2024-11-14,1,0,1,0,0,0.0,18960000000.0,0.43,0.43
2024-11-13,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-12,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-11,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-10,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-09,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-08,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-07,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-11-06,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-11-05,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-11-04,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-11-03,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-11-02,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-11-01,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-10-31,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-10-30,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-10-29,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-10-28,1,0,1,0,0,0.0,18960000000.0,0.38,0.38
2024-10-27,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-26,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-25,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-24,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-23,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-22,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-21,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-20,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-19,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-18,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-17,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-16,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-15,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-14,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-13,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-12,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-11,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-10,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-09,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-08,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-07,1,0,1,0,0,0.0,18960000000.0,0.39,0.39
2024-10-06,1,0,1,0,0,0.0,18960000000.0,0.4,0.4
2024-10-05,1,0,1,0,0,0.0,18960000000.0,0.4,0.4
2024-10-04,1,0,1,0,0,0.0,18960000000.0,0.4,0.4
2024-10-03,1,0,1,0,0,0.0,18960000000.0,0.37,0.37
2024-10-02,1,0,1,0,0,0.0,18960000000.0,0.37,0.37
2024-10-01,1,0,1,0,0,0.0,18960000000.0,0.37,0.37
2024-09-30,1,0,1,0,0,0.0,18960000000.0,0.37,0.37
2024-09-29,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-28,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-27,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-26,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-25,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-24,1,0,1,0,0,0.0,18960000000.0,0.34,0.34
2024-09-23,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-22,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-21,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-20,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-19,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-18,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-17,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-16,1,0,1,0,0,0.0,18960000000.0,0.31,0.31
2024-09-15,1,0,1,0,0,0.0,18960000000.0,0.28,0.28
2024-09-14,1,0,1,0,0,0.0,18960000000.0,0.28,0.28
2024-09-13,1,0,1,0,0,0.0,18960000000.0,0.28,0.28
2024-09-12,1,0,1,0,0,0.48,18960000000.0,0.28,0.76
2024-09-11,1,0,1,0,0,0.48,18960000000.0,0.28,0.76
2024-09-10,1,0,1,0,0,0.48,18960000000.0,0.28,0.76
2024-09-09,0,1,1,0,0,0.64,18960000000.0,0.28,0.92
2024-09-08,0,1,1,0,0,0.64,18960000000.0,0.28,0.92
2024-09-07,0,1,1,0,0,0.64,18960000000.0,0.28,0.92
2024-09-06,0,1,1,0,0,0.64,18960000000.0,0.28,0.92
2024-09-05,0,1,1,0,0,0.64,18960000000.0,0.28,0.92
2024-09-04,0,1,1,0,0,0.64,18960000000.0,0.26,0.9
2024-09-03,0,1,1,0,0,0.64,18960000000.0,0.26,0.9
2024-09-02,0,1,1,0,0,0.64,18960000000.0,0.23,0.87
2024-09-01,0,1,1,0,0,0.64,18960000000.0,0.23,0.87
2024-08-31,0,1,1,0,0,0.64,18960000000.0,0.23,0.87
