,<05,<1,<2,<5,>=5,FR,GB,IE,Market_capitalization,US,Total
2024-06-27,0,1,0,1,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-26,0,1,1,0,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-25,0,1,0,1,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-24,0,1,0,1,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-23,0,1,0,1,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-22,0,1,0,1,0,0.12,0.89,0.0,2900020000.0,0.0,1.01
2024-06-21,0,1,0,1,0,0.12,0.89,0.08,2900020000.0,0.0,1.09
2024-06-20,0,1,0,1,0,0.12,0.95,0.08,2900020000.0,0.0,1.15
2024-06-19,0,1,0,1,0,0.12,0.96,0.08,2900020000.0,0.0,1.1600000000000001
2024-06-18,0,1,0,1,0,0.12,0.93,0.08,2900020000.0,0.0,1.1300000000000001
2024-06-17,0,1,0,1,0,0.12,0.93,0.09,2900020000.0,0.0,1.1400000000000001
2024-06-16,0,1,0,1,0,0.12,0.93,0.09,2900020000.0,0.0,1.1400000000000001
2024-06-15,0,1,0,1,0,0.12,0.93,0.09,2900020000.0,0.0,1.1400000000000001
2024-06-14,0,1,0,1,0,0.12,0.93,0.09,2900020000.0,0.0,1.1400000000000001
2024-06-13,0,1,1,0,0,0.12,0.83,0.09,2900020000.0,0.0,1.04
2024-06-12,0,1,1,0,0,0.12,0.83,0.09,2900020000.0,0.0,1.04
2024-06-11,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-10,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-09,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-08,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-07,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-06,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-05,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-04,0,1,1,0,0,0.12,0.83,0.09,2900020000.0,0.0,1.04
2024-06-03,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-02,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-06-01,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-05-31,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-05-30,0,1,1,0,0,0.12,0.85,0.09,2900020000.0,0.0,1.06
2024-05-29,0,1,1,0,0,0.12,0.84,0.09,2900020000.0,0.0,1.05
2024-05-28,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-27,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-26,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-25,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-24,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-23,0,1,1,0,0,0.12,0.91,0.09,2900020000.0,0.0,1.12
2024-05-22,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-21,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-20,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-19,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-18,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-17,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-16,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-15,0,1,1,0,0,0.14,0.91,0.09,2900020000.0,0.0,1.1400000000000001
2024-05-14,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-13,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-12,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-11,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-10,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-09,0,0,2,0,0,0.14,1.01,0.09,2900020000.0,0.0,1.24
2024-05-08,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-07,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-06,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-05,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-04,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-03,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-02,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-05-01,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-30,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-29,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-28,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-27,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-26,0,0,2,0,0,0.14,1.0,0.09,2900020000.0,0.0,1.2300000000000002
2024-04-25,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-24,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-23,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-22,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-21,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-20,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-19,0,0,2,0,0,0.14,1.08,0.09,2900020000.0,0.0,1.3100000000000003
2024-04-18,0,0,2,0,0,0.15,1.08,0.09,2900020000.0,0.0,1.32
2024-04-17,0,0,2,0,0,0.15,1.08,0.09,2900020000.0,0.0,1.32
2024-04-16,0,0,2,0,0,0.15,1.08,0.09,2900020000.0,0.0,1.32
2024-04-15,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-14,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-13,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-12,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-11,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-10,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-09,0,0,2,0,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-08,0,0,1,1,0,0.15,1.16,0.09,2900020000.0,0.0,1.4
2024-04-07,0,0,1,1,0,0.15,1.18,0.09,2900020000.0,0.0,1.42
2024-04-06,0,0,1,1,0,0.15,1.18,0.09,2900020000.0,0.0,1.42
2024-04-05,0,0,1,1,0,0.15,1.18,0.09,2900020000.0,0.0,1.42
2024-04-04,0,0,1,1,0,0.15,1.11,0.09,2900020000.0,0.0,1.35
2024-04-03,0,0,1,1,0,0.15,1.11,0.09,2900020000.0,0.0,1.35
2024-04-02,0,0,1,1,0,0.15,1.11,0.09,2900020000.0,0.0,1.35
2024-04-01,0,0,1,1,0,0.16,1.1,0.09,2900020000.0,0.0,1.35
2024-03-31,0,0,1,1,0,0.17,1.1,0.09,2720020000.0,0.0,1.36
2024-03-30,0,0,1,1,0,0.17,1.1,0.09,2720020000.0,0.21,1.57
2024-03-29,0,0,1,1,0,0.17,1.1,0.09,2720020000.0,0.21,1.57
2024-03-28,0,0,1,1,0,0.17,1.1,0.09,2720020000.0,0.21,1.57
2024-03-27,0,0,1,1,0,0.17,1.07,0.09,2720020000.0,0.21,1.54
2024-03-26,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-25,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-24,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-23,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-22,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-21,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-20,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-19,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-18,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-17,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-16,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-15,0,0,1,1,0,0.17,1.08,0.09,2720020000.0,0.21,1.55
2024-03-14,0,0,1,1,0,0.17,1.1,0.09,2720020000.0,0.32,1.6800000000000002
2024-03-13,0,0,1,1,0,0.17,1.09,0.09,2720020000.0,0.21,1.56
2024-03-12,0,0,1,1,0,0.17,1.09,0.09,2720020000.0,0.21,1.56
2024-03-11,0,0,1,1,0,0.17,1.18,0.09,2720020000.0,0.21,1.65
2024-03-10,0,0,1,1,0,0.17,1.18,0.09,2720020000.0,0.21,1.65
2024-03-09,0,0,1,1,0,0.17,1.58,0.09,2720020000.0,0.21,2.0500000000000003
2024-03-08,0,0,1,1,0,0.17,1.58,0.09,2720020000.0,0.21,2.0500000000000003
2024-03-07,0,0,1,1,0,0.17,1.58,0.09,2720020000.0,0.21,2.0500000000000003
2024-03-06,0,0,1,1,0,0.17,1.59,0.09,2720020000.0,0.21,2.06
2024-03-05,0,0,1,1,0,0.16,1.62,0.09,2720020000.0,0.21,2.08
2024-03-04,0,0,1,1,0,0.13,1.58,0.09,2720020000.0,0.21,2.0100000000000002
2024-03-03,0,0,2,0,0,0.09,1.47,0.09,2720020000.0,0.21,1.86
2024-03-02,0,0,2,0,0,0.09,1.47,0.09,2720020000.0,0.21,1.86
2024-03-01,0,0,2,0,0,0.09,1.47,0.09,2720020000.0,0.21,1.86
2024-02-29,0,0,2,0,0,0.09,1.38,0.09,2720020000.0,0.21,1.77
2024-02-28,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-27,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-26,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-25,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-24,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-23,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-22,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-21,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-20,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-19,0,0,2,0,0,0.09,1.31,0.09,2720020000.0,0.21,1.7000000000000002
2024-02-18,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-17,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-16,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-15,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-14,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-13,0,0,2,0,0,0.09,1.22,0.09,2720020000.0,0.21,1.61
2024-02-12,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-11,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-10,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-09,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-08,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-07,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-06,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-05,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-04,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-03,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-02,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-02-01,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-31,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-30,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-29,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-28,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-27,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-26,0,0,1,1,0,0.49,1.22,0.09,2720020000.0,0.21,2.0100000000000002
2024-01-25,0,0,1,1,0,0.49,1.14,0.09,2720020000.0,0.21,1.93
2024-01-24,0,0,1,1,0,0.49,1.14,0.09,2720020000.0,0.21,1.93
2024-01-23,0,0,1,1,0,0.49,1.14,0.09,2720020000.0,0.21,1.93
2024-01-22,0,0,1,1,0,0.49,1.49,0.09,2720020000.0,0.21,2.28
2024-01-21,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-20,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-19,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-18,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-17,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-16,0,0,1,1,0,0.49,1.42,0.09,2720020000.0,0.21,2.21
2024-01-15,0,0,1,1,0,0.49,1.32,0.09,2720020000.0,0.21,2.1100000000000003
2024-01-14,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-13,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-12,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-11,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-10,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-09,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-08,0,0,1,1,0,0.51,1.32,0.09,2720020000.0,0.21,2.1300000000000003
2024-01-07,0,0,1,1,0,0.51,1.24,0.09,2720020000.0,0.21,2.0500000000000003
2024-01-06,0,0,1,1,0,0.51,1.24,0.09,2720020000.0,0.21,2.0500000000000003
2024-01-05,0,0,1,1,0,0.51,1.24,0.09,2720020000.0,0.21,2.0500000000000003
2024-01-04,0,0,1,1,0,0.51,1.33,0.09,2720020000.0,0.21,2.14
2024-01-03,0,0,1,1,0,0.51,1.33,0.09,2720020000.0,0.21,2.14
2024-01-02,0,0,1,1,0,0.51,1.33,0.09,2720020000.0,0.21,2.14
2024-01-01,0,0,1,1,0,0.51,1.34,0.09,2720020000.0,0.21,2.1500000000000004
2023-12-31,0,0,1,1,0,0.51,1.34,0.09,2810020000.0,0.21,2.1500000000000004
2023-12-30,0,0,1,1,0,0.51,1.34,0.09,2810020000.0,0.21,2.1500000000000004
2023-12-29,0,0,1,1,0,0.51,1.34,0.09,2810020000.0,0.21,2.1500000000000004
2023-12-28,0,0,1,1,0,0.51,1.34,0.09,2810020000.0,0.21,2.1500000000000004
2023-12-27,0,0,1,1,0,0.51,1.34,0.09,2810020000.0,0.21,2.1500000000000004
2023-12-26,0,0,1,1,0,0.51,1.26,0.09,2810020000.0,0.21,2.0700000000000003
2023-12-25,0,0,1,1,0,0.51,1.26,0.09,2810020000.0,0.21,2.0700000000000003
2023-12-24,0,0,1,1,0,0.51,1.26,0.09,2810020000.0,0.21,2.0700000000000003
2023-12-23,0,0,1,1,0,0.51,1.26,0.09,2810020000.0,0.61,2.47
2023-12-22,0,0,1,1,0,0.51,1.26,0.09,2810020000.0,0.61,2.47
2023-12-21,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-20,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-19,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-18,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-17,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-16,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-15,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-14,0,0,1,1,0,0.54,1.27,0.09,2810020000.0,0.61,2.5100000000000002
2023-12-13,0,0,1,1,0,0.54,1.27,0.0,2810020000.0,0.61,2.42
2023-12-12,0,0,1,1,0,0.54,1.27,0.0,2810020000.0,0.61,2.42
2023-12-11,0,0,1,1,0,0.54,1.27,0.0,2810020000.0,0.61,2.42
2023-12-10,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-09,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-08,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-07,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-06,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-05,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.61,2.4
2023-12-04,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-12-03,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-12-02,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-12-01,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-11-30,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-11-29,0,0,1,1,0,0.54,1.25,0.0,2810020000.0,0.99,2.7800000000000002
2023-11-28,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.18,2.88
2023-11-27,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.18,2.88
2023-11-26,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-25,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-24,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-23,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-22,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-21,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-20,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-19,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-18,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-17,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-16,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.58,3.2800000000000002
2023-11-15,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.17,2.87
2023-11-14,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.17,2.87
2023-11-13,0,1,0,1,0,0.54,1.18,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-12,0,1,0,1,0,0.54,1.18,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-11,0,1,0,1,0,0.54,1.18,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-10,0,1,0,1,0,0.54,1.18,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-09,0,1,0,1,0,0.54,1.18,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-08,0,1,0,1,0,0.54,1.16,0.0,2810020000.0,1.17,2.87
2023-11-07,0,1,0,1,0,0.54,1.17,0.0,2810020000.0,1.17,2.88
2023-11-06,0,1,0,1,0,0.54,1.17,0.0,2810020000.0,1.17,2.88
2023-11-05,0,1,0,1,0,0.54,1.17,0.0,2810020000.0,1.17,2.88
2023-11-04,0,1,0,1,0,0.54,1.17,0.0,2810020000.0,1.17,2.88
2023-11-03,0,1,0,1,0,0.54,1.17,0.0,2810020000.0,1.17,2.88
2023-11-02,0,1,0,1,0,0.55,1.17,0.0,2810020000.0,1.17,2.8899999999999997
2023-11-01,0,1,0,1,0,0.55,1.17,0.0,2810020000.0,1.17,2.8899999999999997
2023-10-31,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-30,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-29,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-28,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-27,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-26,0,1,0,1,0,0.55,1.18,0.0,2810020000.0,1.17,2.9
2023-10-25,0,1,0,1,0,0.55,0.76,0.0,2810020000.0,1.17,2.48
2023-10-24,0,1,0,1,0,0.55,0.76,0.0,2810020000.0,1.17,2.48
2023-10-23,0,1,0,1,0,0.54,0.76,0.0,2810020000.0,1.17,2.4699999999999998
2023-10-22,0,1,0,1,0,0.54,0.76,0.0,2810020000.0,1.17,2.4699999999999998
2023-10-21,0,1,0,1,0,0.54,0.76,0.0,2810020000.0,1.17,2.4699999999999998
2023-10-20,0,1,0,1,0,0.54,0.76,0.0,2810020000.0,1.17,2.4699999999999998
2023-10-19,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-18,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-17,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-16,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-15,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-14,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-13,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-12,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-11,0,1,0,1,0,0.53,0.76,0.0,2810020000.0,1.17,2.46
2023-10-10,0,1,0,1,0,0.53,0.84,0.0,2810020000.0,1.17,2.54
2023-10-09,0,1,0,1,0,0.53,0.84,0.0,2810020000.0,1.17,2.54
2023-10-08,0,1,0,1,0,0.53,0.84,0.0,2810020000.0,1.17,2.54
2023-10-07,0,1,0,1,0,0.53,0.84,0.0,2810020000.0,1.17,2.54
2023-10-06,0,1,0,1,0,0.53,0.84,0.0,2810020000.0,1.17,2.54
2023-10-05,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-10-04,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-10-03,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-10-02,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-10-01,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-09-30,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-09-29,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-09-28,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-09-27,0,1,0,1,0,0.52,0.84,0.0,2810020000.0,1.17,2.53
2023-09-26,0,1,0,1,0,0.5,0.84,0.0,2810020000.0,1.17,2.51
2023-09-25,0,1,0,1,0,0.5,0.84,0.0,2810020000.0,1.17,2.51
2023-09-24,0,1,0,1,0,0.5,0.84,0.0,2810020000.0,1.17,2.51
2023-09-23,0,1,0,1,0,0.5,0.84,0.0,2810020000.0,1.17,2.51
2023-09-22,0,1,0,1,0,0.5,0.84,0.0,2810020000.0,1.17,2.51
2023-09-21,0,1,0,1,0,0.5,0.97,0.0,2810020000.0,1.17,2.6399999999999997
2023-09-20,0,1,0,1,0,0.5,0.98,0.0,2810020000.0,1.17,2.65
2023-09-19,0,1,0,1,0,0.5,0.98,0.0,2810020000.0,1.17,2.65
2023-09-18,0,1,0,1,0,0.5,0.98,0.0,2810020000.0,1.17,2.65
2023-09-17,0,1,0,1,0,0.5,0.9,0.0,2810020000.0,1.17,2.57
2023-09-16,0,1,0,1,0,0.5,0.9,0.0,2810020000.0,1.17,2.57
2023-09-15,0,1,0,1,0,0.5,0.9,0.0,2810020000.0,1.17,2.57
2023-09-14,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.25,2.74
2023-09-13,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.25,2.74
2023-09-12,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.25,2.74
2023-09-11,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.27,2.76
2023-09-10,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.27,2.76
2023-09-09,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.27,2.76
2023-09-08,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.27,2.76
2023-09-07,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.27,2.76
2023-09-06,0,0,1,1,0,0.5,0.99,0.0,2810020000.0,1.36,2.85
2023-09-05,0,0,1,1,0,0.53,0.99,0.0,2810020000.0,1.36,2.88
2023-09-04,0,0,1,1,0,0.53,0.99,0.0,2810020000.0,1.36,2.88
2023-09-03,0,0,1,1,0,0.53,0.99,0.0,2810020000.0,1.38,2.9
2023-09-02,0,0,1,1,0,0.53,0.99,0.0,2810020000.0,1.38,2.9
2023-09-01,0,0,1,1,0,0.53,0.99,0.0,2810020000.0,1.38,2.9
2023-08-31,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-30,0,0,1,1,0,0.53,0.97,0.0,2810020000.0,1.38,2.88
