,<05,<1,<2,<5,>=5,FR,GB,IE,Market_capitalization,US,Total
2023-08-29,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-28,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-27,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-26,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-25,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-24,0,0,1,1,0,0.53,0.98,0.0,2810020000.0,1.38,2.8899999999999997
2023-08-23,0,0,1,1,0,0.53,0.95,0.0,2810020000.0,1.38,2.86
2023-08-22,0,0,1,1,0,0.53,0.95,0.0,2810020000.0,1.4,2.88
2023-08-21,0,0,1,1,0,0.53,0.95,0.0,2810020000.0,1.4,2.88
2023-08-20,0,0,1,1,0,0.11,1.04,0.0,2810020000.0,1.4,2.55
2023-08-19,0,0,1,1,0,0.11,1.04,0.0,2810020000.0,1.4,2.55
2023-08-18,0,0,1,1,0,0.11,1.04,0.0,2810020000.0,1.4,2.55
2023-08-17,0,0,1,1,0,0.11,1.07,0.0,2810020000.0,0.98,2.16
2023-08-16,0,0,1,1,0,0.11,1.07,0.0,2810020000.0,0.98,2.16
2023-08-15,0,0,1,1,0,0.09,1.07,0.0,2810020000.0,0.98,2.14
2023-08-14,0,0,1,1,0,0.09,1.07,0.0,2810020000.0,0.98,2.14
2023-08-13,0,0,2,0,0,0.09,0.66,0.0,2810020000.0,1.0,1.75
2023-08-12,0,0,2,0,0,0.09,0.66,0.0,2810020000.0,1.0,1.75
2023-08-11,0,0,2,0,0,0.09,0.66,0.0,2810020000.0,1.0,1.75
2023-08-10,0,0,2,0,0,0.09,0.66,0.0,2810020000.0,1.0,1.75
2023-08-09,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.0,1.71
2023-08-08,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.0,1.71
2023-08-07,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.0,1.71
2023-08-06,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.01,1.72
2023-08-05,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.01,1.72
2023-08-04,0,0,2,0,0,0.09,0.62,0.0,2810020000.0,1.01,1.72
2023-08-03,0,0,1,1,0,0.0,0.89,0.0,2810020000.0,1.09,1.98
2023-08-02,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.09,2.05
2023-08-01,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.09,2.05
2023-07-31,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.06,2.02
2023-07-30,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.06,2.02
2023-07-29,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.06,2.02
2023-07-28,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.06,2.02
2023-07-27,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.06,2.02
2023-07-26,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-25,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-24,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-23,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-22,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-21,0,0,1,1,0,0.0,0.96,0.0,2810020000.0,1.24,2.2
2023-07-20,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.24,2.55
2023-07-19,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-18,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-17,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-16,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-15,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-14,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.25,2.56
2023-07-13,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.26,2.5700000000000003
2023-07-12,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.26,2.5700000000000003
2023-07-11,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.26,2.5700000000000003
2023-07-10,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.24,2.55
2023-07-09,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.24,2.55
2023-07-08,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.24,2.55
2023-07-07,0,0,1,1,0,0.35,0.96,0.0,2810020000.0,1.24,2.55
2023-07-06,0,0,1,1,0,0.35,1.01,0.0,2810020000.0,1.24,2.5999999999999996
2023-07-05,0,0,1,1,0,0.35,1.01,0.0,2810020000.0,1.27,2.63
2023-07-04,0,0,1,1,0,0.35,1.01,0.0,2810020000.0,1.27,2.63
2023-07-03,0,0,1,1,0,0.35,0.99,0.0,2810020000.0,1.28,2.62
2023-07-02,0,0,1,1,0,0.35,1.0,0.0,2810020000.0,1.28,2.63
2023-07-01,0,0,1,1,0,0.35,1.0,0.0,2810020000.0,1.28,2.63
2023-06-30,0,0,1,1,0,0.35,1.0,0.0,2810020000.0,1.28,2.63
2023-06-29,0,0,1,1,0,0.35,0.99,0.0,2810020000.0,1.34,2.6799999999999997
2023-06-28,0,0,1,1,0,0.35,0.99,0.0,2810020000.0,1.29,2.63
2023-06-27,0,0,1,1,0,0.35,0.99,0.0,2810020000.0,1.29,2.63
2023-06-26,0,0,1,1,0,0.35,0.99,0.0,2810020000.0,1.35,2.69
2023-06-25,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.35,2.74
2023-06-24,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.35,2.74
2023-06-23,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.35,2.74
2023-06-22,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.35,2.74
2023-06-21,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.29,2.68
2023-06-20,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.29,2.68
2023-06-19,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-18,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-17,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-16,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-15,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-14,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-13,0,0,1,1,0,0.35,1.04,0.0,2810020000.0,1.27,2.66
2023-06-12,0,0,1,1,0,0.35,1.09,0.0,2810020000.0,1.18,2.62
2023-06-11,0,0,1,1,0,0.35,1.09,0.0,2810020000.0,1.18,2.62
2023-06-10,0,0,1,1,0,0.35,1.09,0.0,2810020000.0,1.18,2.62
2023-06-09,0,0,1,1,0,0.35,1.09,0.0,2810020000.0,1.18,2.62
2023-06-08,0,0,1,1,0,0.35,1.02,0.0,2810020000.0,1.27,2.64
2023-06-07,0,0,1,1,0,0.35,1.02,0.0,2810020000.0,1.25,2.62
2023-06-06,0,1,0,1,0,0.35,1.02,0.0,2810020000.0,1.16,2.5300000000000002
2023-06-05,0,1,0,1,0,0.35,0.99,0.0,2810020000.0,1.16,2.5
2023-06-04,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.16,2.42
2023-06-03,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.16,2.42
2023-06-02,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.16,2.42
2023-06-01,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.16,2.42
2023-05-31,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.14,2.4
2023-05-30,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.14,2.4
2023-05-29,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.23,2.49
2023-05-28,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.23,2.49
2023-05-27,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.23,2.49
2023-05-26,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.23,2.49
2023-05-25,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.23,2.49
2023-05-24,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.22,2.48
2023-05-23,0,1,0,1,0,0.35,0.91,0.0,2810020000.0,1.22,2.48
2023-05-22,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.25,2.5
2023-05-21,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.26,2.51
2023-05-20,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.26,2.51
2023-05-19,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.26,2.51
2023-05-18,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.24,2.49
2023-05-17,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.24,2.49
2023-05-16,0,1,0,1,0,0.35,0.9,0.0,2810020000.0,1.24,2.49
2023-05-15,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.26,2.5700000000000003
2023-05-14,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.23,2.54
2023-05-13,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.23,2.54
2023-05-12,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.23,2.54
2023-05-11,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.23,2.54
2023-05-10,0,1,0,1,0,0.35,0.96,0.0,2810020000.0,1.23,2.54
2023-05-09,0,1,0,1,0,0.35,1.07,0.0,2810020000.0,1.33,2.75
2023-05-08,0,1,0,1,0,0.35,1.07,0.0,2810020000.0,1.33,2.75
2023-05-07,0,1,0,1,0,0.35,1.07,0.0,2810020000.0,1.33,2.75
