,<05,<1,<2,<5,>=5,GB,HK,Market_capitalization,US,Total
2023-05-21,0,1,1,1,0,2.4,0.0,7178570000.0,0.99,3.3899999999999997
2023-05-20,0,1,1,1,0,2.4,0.0,7178570000.0,0.99,3.3899999999999997
2023-05-19,0,1,1,1,0,2.4,0.0,7178570000.0,0.99,3.3899999999999997
2023-05-18,0,1,1,1,0,2.4,0.0,7178570000.0,1.0,3.4
2023-05-17,0,1,1,1,0,2.48,0.0,7178570000.0,1.0,3.48
2023-05-16,0,1,1,1,0,2.48,0.0,7178570000.0,1.0,3.48
2023-05-15,1,1,0,1,0,2.54,0.0,7178570000.0,0.97,3.51
2023-05-14,1,1,0,1,0,2.41,0.0,7178570000.0,0.86,3.27
2023-05-13,1,1,0,1,0,2.41,0.0,7178570000.0,0.86,3.27
2023-05-12,1,1,0,1,0,2.41,0.0,7178570000.0,0.86,3.27
2023-05-11,1,1,0,1,0,2.37,0.0,7178570000.0,0.86,3.23
2023-05-10,1,1,0,1,0,2.2,0.0,7178570000.0,0.86,3.06
2023-05-09,1,1,0,1,0,2.22,0.0,7178570000.0,0.76,2.9800000000000004
2023-05-08,1,1,0,1,0,2.22,0.0,7178570000.0,0.76,2.9800000000000004
2023-05-07,1,1,0,1,0,2.19,0.0,7178570000.0,0.76,2.95
