,<05,<1,<2,<5,>=5,CH,GB,Market_capitalization,NL,US,Total
2023-09-14,2,0,0,2,0,0.0,0.35,5630000000.0,1.29,0.13,1.77
2023-09-13,1,1,0,2,0,0.0,0.44,5630000000.0,1.22,0.13,1.79
2023-09-12,1,1,0,2,0,0.0,0.44,5630000000.0,1.18,0.13,1.75
2023-09-11,1,1,0,2,0,0.0,0.44,5630000000.0,1.18,0.13,1.75
2023-09-10,1,1,0,2,0,0.0,0.44,5630000000.0,1.18,0.13,1.75
2023-09-09,1,1,0,2,0,0.0,0.44,5630000000.0,1.18,0.13,1.75
2023-09-08,1,1,0,2,0,0.0,0.44,5630000000.0,1.18,0.13,1.75
2023-09-07,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-06,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-05,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-04,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-03,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-02,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-09-01,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-31,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-30,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-29,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-28,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-27,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-26,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-25,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-24,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-23,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-22,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-21,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-20,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-19,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-18,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-17,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-16,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-15,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-14,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-13,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-12,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-11,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-10,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-09,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-08,2,0,0,2,0,0.0,0.25,5630000000.0,1.18,0.13,1.56
2023-08-07,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-06,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-05,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-04,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-03,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-02,2,0,0,2,0,0.0,0.24,5630000000.0,1.18,0.13,1.5499999999999998
2023-08-01,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-31,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-30,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-29,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-28,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-27,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-26,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-25,2,0,0,2,0,0.0,0.24,5630000000.0,1.16,0.13,1.5299999999999998
2023-07-24,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-23,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-22,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-21,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-20,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-19,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-18,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-17,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-16,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-15,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-14,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-13,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-12,2,0,0,2,0,0.0,0.27,5630000000.0,1.16,0.13,1.56
2023-07-11,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-10,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-09,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-08,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-07,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-06,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-05,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-04,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-03,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-02,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-07-01,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-30,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-29,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-28,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-27,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-26,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-25,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-24,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-23,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-22,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-21,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-20,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-19,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-18,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-17,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-16,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-15,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-14,2,0,0,2,0,0.0,0.3,5630000000.0,1.16,0.13,1.5899999999999999
2023-06-13,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-12,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-11,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-10,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-09,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-08,2,0,0,2,0,0.0,0.28,5630000000.0,1.16,0.13,1.5699999999999998
2023-06-07,2,0,0,2,0,0.0,0.25,5630000000.0,1.16,0.13,1.54
2023-06-06,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-06-05,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-06-04,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-06-03,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-06-02,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-06-01,2,0,0,2,0,0.0,0.25,5630000000.0,1.14,0.13,1.52
2023-05-31,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.13,1.4900000000000002
2023-05-30,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.13,1.4900000000000002
2023-05-29,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.13,1.4900000000000002
2023-05-28,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.0,1.36
2023-05-27,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.0,1.36
2023-05-26,2,0,0,2,0,0.0,0.25,5630000000.0,1.11,0.0,1.36
2023-05-25,2,0,0,2,0,0.0,0.26,5630000000.0,1.11,0.0,1.37
2023-05-24,2,0,0,2,0,0.0,0.26,5630000000.0,1.11,0.0,1.37
2023-05-23,2,0,0,2,0,0.0,0.26,5630000000.0,1.11,0.0,1.37
2023-05-22,2,0,0,2,0,0.0,0.38,5630000000.0,1.11,0.0,1.4900000000000002
2023-05-21,2,0,0,2,0,0.0,0.38,5630000000.0,1.11,0.0,1.4900000000000002
2023-05-20,2,0,0,2,0,0.0,0.38,5630000000.0,1.11,0.0,1.4900000000000002
2023-05-19,2,0,0,2,0,0.0,0.38,5630000000.0,1.11,0.0,1.4900000000000002
2023-05-18,2,0,0,2,0,0.0,0.38,5630000000.0,1.11,0.13,1.62
2023-05-17,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-16,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-15,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-14,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-13,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-12,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-11,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-10,2,0,0,2,0,0.0,0.36,5630000000.0,1.11,0.13,1.6
2023-05-09,2,0,0,2,0,0.0,0.34,5630000000.0,1.11,0.13,1.58
2023-05-08,2,0,0,2,0,0.0,0.34,5630000000.0,1.11,0.13,1.58
2023-05-07,2,0,0,2,0,0.0,0.34,5630000000.0,1.11,0.13,1.58
