,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,HK,IE,IT,JE,Market_capitalization,US,Total
2023-12-06,0.27,0,1,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-05,0.27,0,1,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-04,0.27,0,1,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-03,0.27,0,1,3,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.74
2023-12-02,0.27,0,1,3,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.74
2023-12-01,0.27,0,1,3,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.8
2023-11-30,0.27,0,1,3,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.8
2023-11-29,0.27,0,1,3,2,0,0.0,0.0,1.44,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.79
2023-11-28,0.27,1,1,3,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-11-27,0.27,1,1,3,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-11-26,0.27,1,1,3,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-11-25,0.27,1,1,3,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-11-24,0.27,1,1,3,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-11-23,0.27,1,1,3,2,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.9000000000000001
2023-11-22,0.27,1,1,3,2,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,25047840000.0,0.07,1.9000000000000001
2023-11-21,0.27,1,1,3,2,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0799999999999996
2023-11-20,0.27,0,2,3,2,0,0.0,0.0,1.8,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.15
2023-11-19,0.27,0,2,3,2,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.11
2023-11-18,0.27,0,2,3,2,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.11
2023-11-17,0.27,0,2,3,2,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.11
2023-11-16,0.27,0,2,3,2,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.11
2023-11-15,0.27,1,1,3,2,0,0.0,0.0,1.81,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.1599999999999997
2023-11-14,0.27,1,1,3,2,0,0.0,0.0,1.79,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.1399999999999997
2023-11-13,0.27,2,1,3,2,0,0.0,0.0,1.81,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.1599999999999997
2023-11-12,0.27,2,1,3,2,0,0.0,0.0,1.9,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.2499999999999996
2023-11-11,0.27,2,1,3,2,0,0.0,0.0,1.9,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.2499999999999996
2023-11-10,0.27,2,1,3,2,0,0.0,0.0,1.9,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.2499999999999996
2023-11-09,0.27,2,1,3,2,0,0.0,0.0,1.89,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.2399999999999998
2023-11-08,0.27,2,2,2,2,0,0.0,0.0,1.93,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.28
2023-11-07,0.27,1,3,2,2,0,0.0,0.0,1.96,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.3099999999999996
2023-11-06,0.27,1,3,2,2,0,0.0,0.0,1.94,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.2899999999999996
2023-11-05,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-11-04,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-11-03,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-11-02,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-11-01,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-10-31,0.27,0,3,2,2,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,25047840000.0,0.07,2.0999999999999996
2023-10-30,0.27,0,4,1,2,0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,25047840000.0,0.07,2.06
2023-10-29,0.27,0,4,1,2,0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.87
2023-10-28,0.27,0,4,1,2,0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.87
2023-10-27,0.27,0,4,1,2,0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.87
2023-10-26,0.27,0,4,1,2,0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.82
2023-10-25,0.27,0,4,1,2,0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.77
2023-10-24,0.27,0,4,1,2,0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.77
2023-10-23,0.91,0,4,1,1,1,0.0,0.0,1.46,0.0,0.0,0.0,0.0,25047840000.0,0.07,2.44
2023-10-22,0.91,0,4,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-10-21,0.91,0,4,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-10-20,0.91,0,4,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,25047840000.0,0.07,1.85
2023-10-19,0.91,1,3,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.86
2023-10-18,0.91,1,3,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.86
2023-10-17,0.91,1,3,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.86
2023-10-16,0.91,0,4,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.86
2023-10-15,0.91,0,3,1,2,0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.87
2023-10-14,0.91,0,3,1,2,0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.87
2023-10-13,0.91,0,3,1,2,0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.87
2023-10-12,0.91,0,3,1,2,0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,25047840000.0,0.11,1.9000000000000001
2023-10-11,0.91,0,3,1,2,0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9100000000000001
2023-10-10,0.91,0,3,1,2,0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9100000000000001
2023-10-09,0.91,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9500000000000002
2023-10-08,0.91,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9500000000000002
2023-10-07,0.91,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9500000000000002
2023-10-06,0.91,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,25047840000.0,0.12,1.9500000000000002
2023-10-05,0.91,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,25047840000.0,0.13,1.96
2023-10-04,0.91,0,3,1,2,0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,25047840000.0,0.13,1.9300000000000002
2023-10-03,0.91,0,3,1,2,0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,25047840000.0,0.13,1.9300000000000002
2023-10-02,0.91,0,3,1,2,0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,25047840000.0,0.13,1.9
2023-10-01,0.91,0,3,1,2,0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,25047840000.0,0.13,1.9
2023-09-30,0.92,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.92
2023-09-29,0.92,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9700000000000002
2023-09-28,0.92,0,3,1,2,0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.96
2023-09-27,0.92,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9700000000000002
2023-09-26,0.92,0,2,1,2,0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.96
2023-09-25,0.92,0,2,1,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9500000000000002
2023-09-24,0.92,0,2,1,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9500000000000002
2023-09-23,0.92,0,2,1,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9500000000000002
2023-09-22,0.92,0,2,1,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9500000000000002
2023-09-21,0.92,0,2,1,2,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9500000000000002
2023-09-20,0.92,0,2,1,2,0,0.0,0.18,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.13
2023-09-19,0.92,0,2,1,2,0,0.0,0.18,0.9,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.13
2023-09-18,0.88,0,2,1,2,0,0.0,0.18,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.06
2023-09-17,0.88,0,2,1,2,0,0.0,0.18,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.06
2023-09-16,0.88,0,2,1,2,0,0.0,0.18,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.06
2023-09-15,0.88,0,2,1,2,0,0.0,0.18,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.06
2023-09-14,0.88,0,2,1,2,0,0.0,0.18,0.86,0.0,0.0,0.0,0.0,24748930000.0,0.13,2.05
2023-09-13,0.65,0,2,1,2,0,0.0,0.18,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.83
2023-09-12,0.65,0,2,1,2,0,0.0,0.22,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.87
2023-09-11,0.65,0,2,1,2,0,0.0,0.22,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.87
2023-09-10,0.65,0,2,1,2,0,0.0,0.24,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8900000000000001
2023-09-09,0.65,0,2,1,2,0,0.0,0.24,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8900000000000001
2023-09-08,0.65,0,2,1,2,0,0.0,0.24,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8900000000000001
2023-09-07,0.65,0,2,1,2,0,0.0,0.24,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8900000000000001
2023-09-06,0.65,0,2,1,2,0,0.0,0.24,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8900000000000001
2023-09-05,0.65,0,2,1,2,0,0.0,0.24,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.9
2023-09-04,0.65,0,2,1,2,0,0.0,0.2,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.85
2023-09-03,0.65,0,2,1,2,0,0.0,0.2,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.85
2023-09-02,0.65,0,2,1,2,0,0.0,0.2,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.85
2023-09-01,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8599999999999999
2023-08-31,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8599999999999999
2023-08-30,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8599999999999999
2023-08-29,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.13,1.8599999999999999
2023-08-28,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.87
2023-08-27,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.87
2023-08-26,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.87
2023-08-25,0.65,0,2,1,2,0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.87
2023-08-24,0.65,0,2,1,2,0,0.0,0.2,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.8600000000000003
2023-08-23,0.65,0,2,1,2,0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.65
2023-08-22,0.65,0,2,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.63
2023-08-21,0.65,0,2,1,2,0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,24748930000.0,0.14,1.63
2023-08-20,0.65,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.62
2023-08-19,0.65,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.62
2023-08-18,0.65,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.62
2023-08-17,0.65,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.62
2023-08-16,0.65,0,2,1,2,0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.49
2023-08-15,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-14,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-13,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-12,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-11,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-10,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-09,0.65,0,2,1,2,0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.45
2023-08-08,0.65,0,2,1,2,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.48
2023-08-07,0.65,1,2,1,2,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,24748930000.0,0.23,1.48
2023-08-06,0.65,1,2,1,2,0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,24748930000.0,0.22,1.4000000000000001
2023-08-05,0.65,1,2,1,2,0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,24748930000.0,0.22,1.4000000000000001
2023-08-04,0.65,1,2,1,2,0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,24748930000.0,0.22,1.4000000000000001
2023-08-03,0.65,1,2,1,2,0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,24748930000.0,0.22,1.4000000000000001
2023-08-02,0.65,1,2,1,2,0,0.0,0.0,0.53,0.0,0.0,0.0,0.05,24748930000.0,0.22,1.4500000000000002
2023-08-01,0.65,1,2,1,2,0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,24748930000.0,0.22,1.42
2023-07-31,0.65,2,1,1,2,0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.41
2023-07-30,0.65,1,2,1,2,0,0.0,0.0,0.54,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.45
2023-07-29,0.65,1,2,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-28,0.65,1,2,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-27,0.65,1,2,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-26,0.65,1,2,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-25,0.65,1,2,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-24,0.65,0,3,1,2,0,0.0,0.0,0.59,0.0,0.0,0.0,0.05,24748930000.0,0.21,1.5
2023-07-23,0.65,0,3,1,2,0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.51
2023-07-22,0.65,0,3,1,2,0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.51
2023-07-21,0.65,0,3,1,2,0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.51
2023-07-20,0.65,0,3,1,2,0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.51
2023-07-19,0.65,0,3,1,2,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.56
2023-07-18,0.65,0,3,1,2,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.56
2023-07-17,0.65,0,3,1,2,0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.5699999999999998
2023-07-16,0.86,0,3,1,2,0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.7499999999999998
2023-07-15,0.86,0,3,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.8
2023-07-14,0.86,0,3,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.8
2023-07-13,0.86,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.8
2023-07-12,0.86,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.8
2023-07-11,0.86,0,2,1,2,0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,24748930000.0,0.21,1.81
2023-07-10,0.86,0,2,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-07-09,0.86,0,2,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-07-08,0.86,0,2,1,1,1,0.0,0.0,1.24,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.29
2023-07-07,0.86,0,2,1,1,1,0.0,0.0,1.24,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.29
2023-07-06,0.86,0,2,1,1,1,0.0,0.0,1.24,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.29
2023-07-05,0.86,0,2,1,2,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.25
2023-07-04,0.86,0,2,1,2,0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.27
2023-07-03,0.86,0,2,1,2,0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.2399999999999998
2023-07-02,0.86,0,2,1,2,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.25
2023-07-01,0.86,0,2,1,2,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.25
2023-06-30,0.86,0,1,2,2,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.2600000000000002
2023-06-29,0.86,0,1,2,2,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0700000000000003
2023-06-28,0.86,0,1,2,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.02
2023-06-27,0.86,0,1,2,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.02
2023-06-26,0.86,0,1,2,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.02
2023-06-25,0.86,0,1,2,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.02
2023-06-24,0.86,0,2,2,2,0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.16
2023-06-23,0.86,0,2,2,2,0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.16
2023-06-22,0.87,0,2,2,2,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0
2023-06-21,0.87,0,2,2,2,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0
2023-06-20,0.87,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.94
2023-06-19,0.87,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.94
2023-06-18,0.87,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.94
2023-06-17,0.87,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.94
2023-06-16,0.87,0,3,1,2,0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.94
2023-06-15,0.87,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.99
2023-06-14,0.87,0,3,1,2,0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,24748930000.0,0.2,1.99
2023-06-13,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-12,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-11,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-10,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-09,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-08,0.87,0,3,1,2,0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.0300000000000002
2023-06-07,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.06
2023-06-06,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.2,2.06
2023-06-05,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-06-04,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-06-03,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-06-02,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-06-01,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-31,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-30,0.87,0,3,1,2,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-29,0.87,0,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-28,0.87,0,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-27,0.87,0,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-26,0.87,1,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-25,0.87,1,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-24,0.87,1,3,0,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.18,2.04
2023-05-23,0.87,1,2,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-22,0.87,1,2,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-21,0.87,1,2,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-20,0.87,1,2,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-19,0.87,1,2,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.05
2023-05-18,0.87,0,3,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.0
2023-05-17,0.87,0,3,1,3,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.0
2023-05-16,0.87,0,3,1,3,0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.04
2023-05-15,0.87,0,2,1,3,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.02
2023-05-14,0.87,0,2,1,3,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.02
2023-05-13,0.87,0,2,1,3,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.02
2023-05-12,0.87,0,2,1,3,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.14,2.02
2023-05-11,0.87,0,2,1,3,0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.07
2023-05-10,0.87,0,2,1,3,0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,24748930000.0,0.19,2.1
