,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,HK,IE,IT,JE,Market_capitalization,US,Total
2024-07-03,0.38,0,3,0,3,0,0.0,0.32,1.34,0.01,0.0,0.0,0.0,41253560000.0,0.01,2.0599999999999996
2024-07-02,0.38,0,3,0,3,0,0.0,0.32,1.34,0.01,0.0,0.0,0.0,41253560000.0,0.01,2.0599999999999996
2024-07-01,0.38,0,3,0,3,0,0.0,0.32,1.34,0.01,0.0,0.0,0.0,41253560000.0,0.01,2.0599999999999996
2024-06-30,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-29,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-28,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-27,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-26,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-25,0.35,0,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.9
2024-06-24,0.35,1,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.02,1.91
2024-06-23,0.35,1,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.02,1.91
2024-06-22,0.35,1,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.02,1.91
2024-06-21,0.35,2,3,0,3,0,0.0,0.29,1.24,0.01,0.0,0.0,0.0,33417860000.0,0.03,1.92
2024-06-20,0.35,2,3,0,3,0,0.0,0.29,1.28,0.01,0.0,0.0,0.0,33417860000.0,0.03,1.96
2024-06-19,0.35,2,3,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-18,0.35,2,3,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-17,0.35,2,3,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-16,0.35,1,4,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-15,0.35,1,4,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-14,0.35,1,4,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-13,0.35,0,5,0,3,0,0.0,0.29,1.32,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.0
2024-06-12,0.35,0,5,0,3,0,0.0,0.29,1.33,0.01,0.0,0.0,0.0,33417860000.0,0.03,2.01
2024-06-11,0.35,0,4,0,3,0,0.0,0.29,1.34,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0
2024-06-10,0.35,0,4,0,3,0,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0199999999999996
2024-06-09,0.35,0,4,0,3,0,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0199999999999996
2024-06-08,0.35,0,4,0,3,0,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0199999999999996
2024-06-07,0.35,0,4,0,3,0,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0199999999999996
2024-06-06,0.35,0,4,0,3,0,0.0,0.29,1.39,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0499999999999994
2024-06-05,0.35,0,4,0,3,0,0.0,0.29,1.39,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0499999999999994
2024-06-04,0.35,0,4,0,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-06-03,0.35,0,4,0,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-06-02,0.35,0,4,0,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-06-01,0.35,0,4,0,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-05-31,0.35,0,4,0,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-05-30,0.36,0,3,1,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0999999999999996
2024-05-29,0.36,0,3,1,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0999999999999996
2024-05-28,0.35,0,3,1,3,0,0.0,0.29,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,2.0899999999999994
2024-05-27,0.03,0,3,2,2,0,0.0,0.0,1.44,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.49
2024-05-26,0.02,0,3,1,2,0,0.0,0.0,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.47
2024-05-25,0.02,0,3,1,2,0,0.0,0.0,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.47
2024-05-24,0.02,0,3,1,2,0,0.0,0.0,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.47
2024-05-23,0.02,0,3,1,2,0,0.0,0.0,1.42,0.01,0.0,0.0,0.0,33417860000.0,0.01,1.46
2024-05-22,0.02,0,3,1,1,1,0.0,0.0,1.42,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.5
2024-05-21,0.02,0,3,1,1,1,0.0,0.0,1.42,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.5
2024-05-20,0.02,0,3,1,1,1,0.0,0.0,1.42,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.5
2024-05-19,0.02,0,3,1,1,1,0.0,0.0,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.51
2024-05-18,0.02,0,3,1,1,1,0.0,0.0,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.51
2024-05-17,0.02,0,3,2,1,1,0.0,0.0,1.44,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.52
2024-05-16,0.02,0,3,2,1,1,0.0,0.0,1.44,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.52
2024-05-15,0.02,0,3,2,1,1,0.0,0.0,1.44,0.01,0.0,0.0,0.0,33417860000.0,0.05,1.52
2024-05-14,0.02,0,3,1,2,1,0.0,0.22,1.45,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.76
2024-05-13,0.02,0,3,1,2,1,0.0,0.22,1.44,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.75
2024-05-12,0.02,0,3,1,2,1,0.0,0.22,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.74
2024-05-11,0.02,0,3,1,2,1,0.0,0.22,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.74
2024-05-10,0.02,0,3,1,2,1,0.0,0.22,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.74
2024-05-09,0.02,0,3,1,2,1,0.0,0.22,1.43,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.74
2024-05-08,0.02,0,3,1,2,1,0.0,0.22,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.6700000000000002
2024-05-07,0.02,0,3,1,2,1,0.0,0.22,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.6700000000000002
2024-05-06,0.02,0,3,1,2,1,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.7400000000000002
2024-05-05,0.02,0,3,1,2,1,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.7400000000000002
2024-05-04,0.02,0,3,1,2,1,0.0,0.29,1.36,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.7400000000000002
2024-05-03,0.02,0,2,2,2,1,0.0,0.29,1.37,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.7500000000000002
2024-05-02,0.02,0,2,2,2,1,0.0,0.29,1.37,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.7500000000000002
2024-05-01,0.02,1,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.6900000000000002
2024-04-30,0.02,1,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.0,0.0,33417860000.0,0.06,1.6900000000000002
2024-04-29,0.02,1,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7200000000000002
2024-04-28,0.02,1,2,2,3,0,0.0,0.28,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7100000000000002
2024-04-27,0.02,1,2,2,3,0,0.0,0.28,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7100000000000002
2024-04-26,0.02,1,2,2,3,0,0.0,0.28,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7100000000000002
2024-04-25,0.0,1,1,2,3,0,0.0,0.29,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7000000000000002
2024-04-24,0.0,1,1,2,3,0,0.0,0.28,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.6900000000000002
2024-04-23,0.0,0,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7000000000000002
2024-04-22,0.0,0,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.03,0.0,33417860000.0,0.06,1.7000000000000002
2024-04-21,0.0,0,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,1.7100000000000002
2024-04-20,0.0,0,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,1.7100000000000002
2024-04-19,0.4,0,2,2,3,0,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.11
2024-04-18,0.43,0,2,2,2,1,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.14
2024-04-17,0.43,0,2,2,2,1,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.14
2024-04-16,0.43,0,2,2,2,1,0.0,0.29,1.31,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.14
2024-04-15,0.43,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.17
2024-04-14,0.43,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.17
2024-04-13,0.43,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.17
2024-04-12,0.43,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.17
2024-04-11,0.43,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.17
2024-04-10,0.44,0,2,2,2,1,0.0,0.29,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.18
2024-04-09,0.44,0,2,2,2,1,0.0,0.0,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,1.8900000000000001
2024-04-08,0.44,0,2,2,2,1,0.0,0.0,1.34,0.01,0.0,0.04,0.0,33417860000.0,0.06,1.8900000000000001
2024-04-07,0.44,0,2,2,2,1,0.0,0.0,2.35,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.9
2024-04-06,0.44,0,2,2,2,1,0.0,0.0,2.35,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.9
2024-04-05,0.44,0,2,2,2,1,0.0,0.0,2.35,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.9
2024-04-04,0.44,1,1,2,2,1,0.0,0.0,2.35,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.9
2024-04-03,0.44,0,2,2,2,1,0.0,0.0,2.35,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.9
2024-04-02,0.44,0,2,2,3,0,0.0,0.0,2.26,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.8099999999999996
2024-04-01,0.44,0,1,2,3,0,0.0,0.0,2.26,0.01,0.0,0.04,0.0,33417860000.0,0.06,2.8099999999999996
2024-03-31,0.38,0,1,2,3,0,0.0,0.0,1.94,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.4499999999999993
2024-03-30,0.38,0,1,2,3,0,0.0,0.0,1.94,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.4499999999999993
2024-03-29,0.38,0,1,2,3,0,0.0,0.0,1.94,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.4499999999999993
2024-03-28,0.38,0,1,2,3,0,0.0,0.0,1.94,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.4499999999999993
2024-03-27,0.38,0,1,2,3,0,0.0,0.0,1.89,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.3999999999999995
2024-03-26,0.38,0,0,2,3,0,0.0,0.0,1.89,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.3999999999999995
2024-03-25,0.38,0,0,2,3,0,0.0,0.0,1.89,0.01,0.0,0.05,0.0,29072380000.0,0.07,2.3999999999999995
2024-03-24,0.38,0,0,2,3,0,0.0,0.0,1.87,0.01,0.0,0.05,0.0,29072380000.0,0.06,2.3699999999999997
2024-03-23,0.38,0,0,2,3,0,0.0,0.0,1.87,0.01,0.0,0.05,0.0,29072380000.0,0.06,2.3699999999999997
2024-03-22,0.38,0,0,2,3,0,0.0,0.0,1.87,0.01,0.0,0.05,0.0,29072380000.0,0.06,2.3699999999999997
2024-03-21,0.38,0,0,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.06,2.23
2024-03-20,0.38,0,0,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.06,2.23
2024-03-19,0.38,0,0,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.2399999999999998
2024-03-18,0.38,0,0,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.2399999999999998
2024-03-17,0.38,0,0,2,3,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.1799999999999997
2024-03-16,0.38,0,0,2,3,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.1799999999999997
2024-03-15,0.38,1,0,2,3,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.1799999999999997
2024-03-14,0.38,1,0,2,3,0,0.0,0.0,1.71,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.1699999999999995
2024-03-13,0.38,1,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.2199999999999998
2024-03-12,0.38,1,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.23
2024-03-11,0.38,1,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.23
2024-03-10,0.38,1,0,2,3,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.2199999999999998
2024-03-09,0.38,1,0,2,3,0,0.0,0.0,1.75,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.2199999999999998
2024-03-08,0.38,1,0,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.25
2024-03-07,0.38,0,1,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.25
2024-03-06,0.38,0,1,2,3,0,0.0,0.0,1.8,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.27
2024-03-05,0.38,0,1,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.25
2024-03-04,0.38,0,1,2,3,0,0.0,0.0,1.78,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.25
2024-03-03,0.38,0,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.23
2024-03-02,0.38,0,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.23
2024-03-01,0.38,0,0,2,3,0,0.0,0.0,1.76,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.23
2024-02-29,0.38,0,0,2,3,0,0.0,0.0,1.79,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.26
2024-02-28,0.38,0,0,2,3,0,0.0,0.0,1.8,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.27
2024-02-27,0.38,0,0,2,3,0,0.0,0.0,1.74,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.21
2024-02-26,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-25,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-24,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-23,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-22,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-21,0.38,0,0,2,3,0,0.0,0.0,1.73,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.1999999999999997
2024-02-20,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-19,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-18,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-17,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-16,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-15,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-14,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-13,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-12,0.32,0,0,3,2,0,0.0,0.0,1.72,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.13
2024-02-11,0.32,0,0,3,2,0,0.0,0.0,1.74,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.15
2024-02-10,0.32,0,0,3,2,0,0.0,0.0,1.74,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.15
2024-02-09,0.32,0,0,3,2,0,0.0,0.0,1.74,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.15
2024-02-08,0.32,0,0,3,2,0,0.0,0.0,1.74,0.01,0.0,0.0,0.0,29072380000.0,0.08,2.15
2024-02-07,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-06,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-05,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-04,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-03,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-02,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-02-01,0.32,0,0,3,2,0,0.0,0.0,1.69,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.1499999999999995
2024-01-31,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.13,2.11
2024-01-30,0.32,0,0,3,2,0,0.0,0.0,1.7,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.17
2024-01-29,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.12
2024-01-28,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.12
2024-01-27,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.12
2024-01-26,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.12
2024-01-25,0.32,0,0,3,2,0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.12
2024-01-24,0.32,0,0,3,2,0,0.0,0.0,1.61,0.01,0.0,0.0,0.0,29072380000.0,0.14,2.08
2024-01-23,0.32,0,0,3,2,0,0.0,0.0,1.61,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.0100000000000002
2024-01-22,0.32,0,0,3,2,0,0.0,0.0,1.61,0.01,0.0,0.0,0.0,29072380000.0,0.07,2.0100000000000002
2024-01-21,0.32,0,0,4,1,0,0.0,0.0,1.56,0.01,0.0,0.0,0.0,29072380000.0,0.06,1.9500000000000002
2024-01-20,0.32,0,0,4,1,0,0.0,0.0,1.56,0.01,0.0,0.0,0.0,29072380000.0,0.06,1.9500000000000002
2024-01-19,0.32,0,0,4,1,0,0.0,0.0,1.56,0.01,0.0,0.0,0.0,29072380000.0,0.06,1.9500000000000002
2024-01-18,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.06,1.9400000000000002
2024-01-17,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8900000000000001
2024-01-16,0.32,0,0,4,1,0,0.0,0.0,1.59,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.9300000000000002
2024-01-15,0.32,0,1,3,1,0,0.0,0.0,1.59,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.9300000000000002
2024-01-14,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8900000000000001
2024-01-13,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8900000000000001
2024-01-12,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8900000000000001
2024-01-11,0.32,0,0,4,1,0,0.0,0.0,1.55,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8900000000000001
2024-01-10,0.32,0,0,4,1,0,0.0,0.0,1.51,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.85
2024-01-09,0.32,0,0,4,1,0,0.0,0.0,1.53,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.87
2024-01-08,0.32,0,0,4,1,0,0.0,0.0,1.53,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.87
2024-01-07,0.32,0,0,4,1,0,0.0,0.0,1.54,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8800000000000001
2024-01-06,0.32,0,0,4,1,0,0.0,0.0,1.54,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8800000000000001
2024-01-05,0.32,0,0,4,1,0,0.0,0.0,1.54,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8800000000000001
2024-01-04,0.32,0,0,3,2,0,0.0,0.0,1.57,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.9100000000000001
2024-01-03,0.32,1,0,3,2,0,0.0,0.0,1.57,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.9100000000000001
2024-01-02,0.32,1,0,3,2,0,0.0,0.0,1.54,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.8800000000000001
2024-01-01,0.32,1,1,2,2,0,0.0,0.0,1.5,0.01,0.0,0.0,0.0,29072380000.0,0.01,1.84
2023-12-31,0.26,1,1,2,2,0,0.0,0.0,1.27,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.55
2023-12-30,0.26,1,1,2,2,0,0.0,0.0,1.27,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.55
2023-12-29,0.26,1,1,2,2,0,0.0,0.0,1.27,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.55
2023-12-28,0.26,1,1,2,2,0,0.0,0.0,1.31,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.59
2023-12-27,0.26,1,1,2,2,0,0.0,0.0,1.3,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.58
2023-12-26,0.26,0,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.6300000000000001
2023-12-25,0.26,0,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.6300000000000001
2023-12-24,0.26,0,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.6300000000000001
2023-12-23,0.26,0,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.6300000000000001
2023-12-22,0.26,0,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.6800000000000002
2023-12-21,0.26,1,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.6800000000000002
2023-12-20,0.26,1,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.6800000000000002
2023-12-19,0.26,1,2,2,2,0,0.0,0.0,1.35,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.6800000000000002
2023-12-18,0.27,1,2,2,2,0,0.0,0.0,1.4,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.74
2023-12-17,0.27,1,2,2,2,0,0.0,0.0,1.4,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.74
2023-12-16,0.27,1,2,2,2,0,0.0,0.0,1.4,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.74
2023-12-15,0.27,1,2,2,2,0,0.0,0.0,1.4,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.74
2023-12-14,0.27,1,2,2,2,0,0.0,0.0,1.41,0.01,0.0,0.0,0.0,25047840000.0,0.06,1.75
2023-12-13,0.27,0,3,2,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.74
2023-12-12,0.27,0,3,2,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.74
2023-12-11,0.27,0,3,2,2,0,0.0,0.0,1.45,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.74
2023-12-10,0.27,0,2,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-09,0.27,0,2,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-08,0.27,0,2,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
2023-12-07,0.27,0,2,3,2,0,0.0,0.0,1.46,0.01,0.0,0.0,0.0,25047840000.0,0.01,1.75
